Year,Team,GP,G,RushNetYards,TOP,PassYards,Plays,TotOff,YdsPlay,RushingFirstDowns,PassingFirstDowns,FirstDownsbyPenalty,Penalties,PenaltiesPerGame,PenaltyYards,PenaltyYdsPerGame,TotalOffYardsG,OffenseDefense
2014-15,Penn St.,0,13,1306,22418,2317,849,3623,4.27,79,96,15,90,6.92,788,60.62,209.15,Defensive
2015-16,Penn St.,13,13,1744,23009,2788,829,4532,0.00,83,105,26,67,5.15,529,40.69,348.62,Offense
2015-16,Penn St.,0,13,1963,23791,2255,883,4218,4.78,108,115,11,92,7.08,774,59.54,324.46,Defensive
2016-17,Penn St.,14,14,2406,23297,3650,931,6056,0.00,122,134,29,68,4.86,622,44.43,403.79,Offense
2016-17,Penn St.,0,14,2118,27103,3033,1023,5151,5.04,109,140,25,101,7.21,884,63.14,344.79,Defensive
2017-18,Penn St.,12,12,2009,21516,3430,830,5439,0.00,93,154,24,52,4.33,470,39.17,453.25,Offense
2017-18,Penn St.,0,12,1430,21684,2522,843,3952,4.69,82,114,16,76,6.33,729,60.75,329.33,Defensive
2013-14,Penn St.,12,12,2088,359:55,3110,910,5198,0.00,112,133,25,55,4.58,403,33.58,391.42,Offense
2013-14,Penn St.,0,12,1728,360:05,2848,864,4576,5.30,86,140,7,72,6.00,638,53.17,359.33,Defensive
2014-15,Penn St.,13,13,1325,406:22,3034,948,4359,0.00,84,137,28,75,5.77,600,46.15,246.46,Offense
2014-15,Penn St.,0,13,1306,373:38,2317,849,3623,4.27,79,96,15,90,6.92,788,60.62,209.15,Defensive
2015-16,Penn St.,13,13,1744,383:29,2788,829,4532,0.00,83,105,26,67,5.15,529,40.69,348.62,Offense
2015-16,Penn St.,0,13,1963,396:31,2255,883,4218,4.78,108,115,11,92,7.08,774,59.54,324.46,Defensive
2016-17,Penn St.,14,14,2406,388:17,3650,931,6056,0.00,122,134,29,68,4.86,622,44.43,403.79,Offense
2016-17,Penn St.,0,14,2118,451:43,3033,1023,5151,5.04,109,140,25,101,7.21,884,63.14,344.79,Defensive
2017-18,Penn St.,12,12,2009,358:36,3430,830,5439,0.00,93,154,24,52,4.33,470,39.17,453.25,Offense
2017-18,Penn St.,0,12,1430,361:24,2522,843,3952,4.69,82,114,16,76,6.33,729,60.75,329.33,Defensive
2013-14,Penn St.,12,12,2088,21595,3110,910,5198,0.00,112,133,25,55,4.58,403,33.58,391.42,Offense
2013-14,Penn St.,0,12,1728,21605,2848,864,4576,5.30,86,140,7,72,6.00,638,53.17,359.33,Defensive
2014-15,Penn St.,13,13,1325,24382,3034,948,4359,0.00,84,137,28,75,5.77,600,46.15,246.46,Offense
2014-15,Penn St.,0,13,1306,22418,2317,849,3623,4.27,79,96,15,90,6.92,788,60.62,209.15,Defensive
2015-16,Penn St.,13,13,1744,23009,2788,829,4532,0.00,83,105,26,67,5.15,529,40.69,348.62,Offense
2015-16,Penn St.,0,13,1963,23791,2255,883,4218,4.78,108,115,11,92,7.08,774,59.54,324.46,Defensive
2016-17,Penn St.,14,14,2406,23297,3650,931,6056,0.00,122,134,29,68,4.86,622,44.43,403.79,Offense
2016-17,Penn St.,0,14,2118,27103,3033,1023,5151,5.04,109,140,25,101,7.21,884,63.14,344.79,Defensive
2017-18,Penn St.,12,12,2009,21516,3430,830,5439,0.00,93,154,24,52,4.33,470,39.17,453.25,Offense
2017-18,Penn St.,0,12,1430,21684,2522,843,3952,4.69,82,114,16,76,6.33,729,60.75,329.33,Defensive
2013-14,Penn St.,12,12,2088,21595,3110,910,5198,0.00,112,133,25,55,4.58,403,33.58,391.42,Offense
2013-14,Penn St.,0,12,1728,21605,2848,864,4576,5.30,86,140,7,72,6.00,638,53.17,359.33,Defensive
2014-15,Penn St.,13,13,1325,24382,3034,948,4359,0.00,84,137,28,75,5.77,600,46.15,246.46,Offense
2014-15,Penn St.,0,13,1306,22418,2317,849,3623,4.27,79,96,15,90,6.92,788,60.62,209.15,Defensive
2015-16,Penn St.,13,13,1744,23009,2788,829,4532,0.00,83,105,26,67,5.15,529,40.69,348.62,Offense
2015-16,Penn St.,0,13,1963,23791,2255,883,4218,4.78,108,115,11,92,7.08,774,59.54,324.46,Defensive
2016-17,Penn St.,14,14,2406,23297,3650,931,6056,0.00,122,134,29,68,4.86,622,44.43,403.79,Offense
2016-17,Penn St.,0,14,2118,27103,3033,1023,5151,5.04,109,140,25,101,7.21,884,63.14,344.79,Defensive
2017-18,Penn St.,12,12,2009,21516,3430,830,5439,0.00,93,154,24,52,4.33,470,39.17,453.25,Offense
2017-18,Penn St.,0,12,1430,21684,2522,843,3952,4.69,82,114,16,76,6.33,729,60.75,329.33,Defensive
2013-14,Oregon St.,13,13,1227,25270,4844,980,6071,0.00,87,211,25,82,6.31,658,50.62,467.00,Offense
2013-14,Oregon St.,0,13,2474,21530,3202,924,5676,6.14,123,144,17,81,6.23,725,55.77,436.62,Defensive
2014-15,Oregon St.,12,12,1417,23183,3305,848,4722,0.00,78,138,33,107,8.92,958,79.83,393.50,Offense
2014-15,Oregon St.,0,12,1898,20017,2977,847,4875,5.76,100,133,31,86,86.00,794,794.00,4875.00,Defensive
2015-16,Oregon St.,12,12,2128,18869,1909,789,4037,0.00,100,89,22,76,6.33,704,58.67,336.42,Offense
2015-16,Oregon St.,0,12,2706,24331,3072,897,5778,6.44,146,137,18,83,6.92,755,62.92,481.50,Defensive
2016-17,Oregon St.,12,12,2300,22164,2086,795,4386,0.00,109,90,19,96,8.00,862,71.83,365.50,Offense
2016-17,Oregon St.,0,12,2616,21036,2534,894,5150,5.76,133,118,26,70,5.83,652,54.33,429.17,Defensive
2017-18,Oregon St.,12,12,1650,21019,2355,773,4005,0.00,95,106,27,84,7.00,816,68.00,301.33,Offense
2017-18,Oregon St.,0,12,2829,22181,2848,859,5677,6.61,154,129,31,75,6.25,724,60.33,430.17,Defensive
2013-14,Oregon St.,13,13,1227,25270,4844,980,6071,0.00,87,211,25,82,6.31,658,50.62,467.00,Offense
2013-14,Oregon St.,0,13,2474,21530,3202,924,5676,6.14,123,144,17,81,6.23,725,55.77,436.62,Defensive
2014-15,Oregon St.,12,12,1417,23183,3305,848,4722,0.00,78,138,33,107,8.92,958,79.83,393.50,Offense
2014-15,Oregon St.,0,12,1898,20017,2977,847,4875,5.76,100,133,31,86,86.00,794,794.00,4875.00,Defensive
2015-16,Oregon St.,12,12,2128,18869,1909,789,4037,0.00,100,89,22,76,6.33,704,58.67,336.42,Offense
2015-16,Oregon St.,0,12,2706,24331,3072,897,5778,6.44,146,137,18,83,6.92,755,62.92,481.50,Defensive
2016-17,Oregon St.,12,12,2300,22164,2086,795,4386,0.00,109,90,19,96,8.00,862,71.83,365.50,Offense
2016-17,Oregon St.,0,12,2616,21036,2534,894,5150,5.76,133,118,26,70,5.83,652,54.33,429.17,Defensive
2017-18,Oregon St.,12,12,1650,21019,2355,773,4005,0.00,95,106,27,84,7.00,816,68.00,301.33,Offense
2017-18,Oregon St.,0,12,2829,22181,2848,859,5677,6.61,154,129,31,75,6.25,724,60.33,430.17,Defensive
2013-14,Oregon St.,13,13,1227,25270,4844,980,6071,0.00,87,211,25,82,6.31,658,50.62,467.00,Offense
2013-14,Oregon St.,0,13,2474,21530,3202,924,5676,6.14,123,144,17,81,6.23,725,55.77,436.62,Defensive
2014-15,Oregon St.,12,12,1417,23183,3305,848,4722,0.00,78,138,33,107,8.92,958,79.83,393.50,Offense
2014-15,Oregon St.,0,12,1898,20017,2977,847,4875,5.76,100,133,31,86,86.00,794,794.00,4875.00,Defensive
2015-16,Oregon St.,12,12,2128,18869,1909,789,4037,0.00,100,89,22,76,6.33,704,58.67,336.42,Offense
2015-16,Oregon St.,0,12,2706,24331,3072,897,5778,6.44,146,137,18,83,6.92,755,62.92,481.50,Defensive
2016-17,Oregon St.,12,12,2300,22164,2086,795,4386,0.00,109,90,19,96,8.00,862,71.83,365.50,Offense
2016-17,Oregon St.,0,12,2616,21036,2534,894,5150,5.76,133,118,26,70,5.83,652,54.33,429.17,Defensive
2017-18,Oregon St.,12,12,1650,21019,2355,773,4005,0.00,95,106,27,84,7.00,816,68.00,301.33,Offense
2017-18,Oregon St.,0,12,2829,22181,2848,859,5677,6.61,154,129,31,75,6.25,724,60.33,430.17,Defensive
2013-14,Oregon St.,13,13,1227,421:10,4844,980,6071,0.00,87,211,25,82,6.31,658,50.62,467.00,Offense
2013-14,Oregon St.,0,13,2474,358:50,3202,924,5676,6.14,123,144,17,81,6.23,725,55.77,436.62,Defensive
2014-15,Oregon St.,12,12,1417,386:23,3305,848,4722,0.00,78,138,33,107,8.92,958,79.83,393.50,Offense
2014-15,Oregon St.,0,12,1898,333:37,2977,847,4875,5.76,100,133,31,86,86.00,794,794.00,4875.00,Defensive
2015-16,Oregon St.,12,12,2128,314:29,1909,789,4037,0.00,100,89,22,76,6.33,704,58.67,336.42,Offense
2015-16,Oregon St.,0,12,2706,405:31,3072,897,5778,6.44,146,137,18,83,6.92,755,62.92,481.50,Defensive
2016-17,Oregon St.,12,12,2300,369:24,2086,795,4386,0.00,109,90,19,96,8.00,862,71.83,365.50,Offense
2016-17,Oregon St.,0,12,2616,350:36,2534,894,5150,5.76,133,118,26,70,5.83,652,54.33,429.17,Defensive
2017-18,Oregon St.,12,12,1650,350:19,2355,773,4005,0.00,95,106,27,84,7.00,816,68.00,301.33,Offense
2017-18,Oregon St.,0,12,2829,369:41,2848,859,5677,6.61,154,129,31,75,6.25,724,60.33,430.17,Defensive
2011-12,Oregon,1,1,75,1623,374,73,449,nan,5,16,2,6,nan,37,nan,nan,Offense
2011-12,Oregon,0,1,254,1977,265,85,519,nan,14,13,1,5,nan,47,nan,nan,Defensive
2013-14,Oregon,13,13,3556,19889,3789,973,7345,0.00,171,164,13,106,8.15,912,70.15,565.00,Offense
2013-14,Oregon,0,13,2152,26911,2659,1042,4811,4.62,123,121,27,62,4.77,551,42.38,370.08,Defensive
2014-15,Oregon,15,15,3518,24135,4687,1118,8205,0.00,183,198,25,123,8.20,1084,72.27,547.00,Offense
2014-15,Oregon,0,15,2481,29865,3964,1168,6445,5.52,132,189,28,91,6.07,809,53.93,429.67,Defensive
2015-16,Oregon,13,13,3639,21267,3358,993,6997,0.00,173,137,24,90,6.92,793,61.00,538.23,Offense
2015-16,Oregon,0,13,2324,25533,3985,1046,6309,6.03,127,176,24,93,7.15,796,61.23,485.31,Defensive
2016-17,Oregon,12,12,2717,18528,3183,892,5900,0.00,122,134,24,99,8.25,910,75.83,491.67,Offense
2016-17,Oregon,0,12,2958,24672,3263,971,6221,6.41,157,156,24,97,8.08,878,73.17,518.42,Defensive
2017-18,Oregon,12,12,3216,20627,2236,875,5452,0.00,159,86,26,112,9.33,1053,87.75,454.33,Offense
2017-18,Oregon,0,12,1559,22573,2759,856,4318,5.04,85,116,41,64,5.33,651,54.25,359.83,Defensive
2011-12,Oregon,1,1,75,27:03,374,73,449,nan,5,16,2,6,nan,37,nan,nan,Offense
2011-12,Oregon,0,1,254,32:57,265,85,519,nan,14,13,1,5,nan,47,nan,nan,Defensive
2013-14,Oregon,13,13,3556,331:29,3789,973,7345,0.00,171,164,13,106,8.15,912,70.15,565.00,Offense
2013-14,Oregon,0,13,2152,448:31,2659,1042,4811,4.62,123,121,27,62,4.77,551,42.38,370.08,Defensive
2014-15,Oregon,15,15,3518,402:15,4687,1118,8205,0.00,183,198,25,123,8.20,1084,72.27,547.00,Offense
2014-15,Oregon,0,15,2481,497:45,3964,1168,6445,5.52,132,189,28,91,6.07,809,53.93,429.67,Defensive
2015-16,Oregon,13,13,3639,354:27,3358,993,6997,0.00,173,137,24,90,6.92,793,61.00,538.23,Offense
2015-16,Oregon,0,13,2324,425:33,3985,1046,6309,6.03,127,176,24,93,7.15,796,61.23,485.31,Defensive
2016-17,Oregon,12,12,2717,308:48,3183,892,5900,0.00,122,134,24,99,8.25,910,75.83,491.67,Offense
2016-17,Oregon,0,12,2958,411:12,3263,971,6221,6.41,157,156,24,97,8.08,878,73.17,518.42,Defensive
2017-18,Oregon,12,12,3216,343:47,2236,875,5452,0.00,159,86,26,112,9.33,1053,87.75,454.33,Offense
2017-18,Oregon,0,12,1559,376:13,2759,856,4318,5.04,85,116,41,64,5.33,651,54.25,359.83,Defensive
2011-12,Oregon,1,1,75,1623,374,73,449,nan,5,16,2,6,nan,37,nan,nan,Offense
2011-12,Oregon,0,1,254,1977,265,85,519,nan,14,13,1,5,nan,47,nan,nan,Defensive
2013-14,Oregon,13,13,3556,19889,3789,973,7345,0.00,171,164,13,106,8.15,912,70.15,565.00,Offense
2013-14,Oregon,0,13,2152,26911,2659,1042,4811,4.62,123,121,27,62,4.77,551,42.38,370.08,Defensive
2014-15,Oregon,15,15,3518,24135,4687,1118,8205,0.00,183,198,25,123,8.20,1084,72.27,547.00,Offense
2014-15,Oregon,0,15,2481,29865,3964,1168,6445,5.52,132,189,28,91,6.07,809,53.93,429.67,Defensive
2015-16,Oregon,13,13,3639,21267,3358,993,6997,0.00,173,137,24,90,6.92,793,61.00,538.23,Offense
2015-16,Oregon,0,13,2324,25533,3985,1046,6309,6.03,127,176,24,93,7.15,796,61.23,485.31,Defensive
2016-17,Oregon,12,12,2717,18528,3183,892,5900,0.00,122,134,24,99,8.25,910,75.83,491.67,Offense
2016-17,Oregon,0,12,2958,24672,3263,971,6221,6.41,157,156,24,97,8.08,878,73.17,518.42,Defensive
2017-18,Oregon,12,12,3216,20627,2236,875,5452,0.00,159,86,26,112,9.33,1053,87.75,454.33,Offense
2017-18,Oregon,0,12,1559,22573,2759,856,4318,5.04,85,116,41,64,5.33,651,54.25,359.83,Defensive
2013-14,San Jose St.,12,12,1648,22056,4271,928,5919,0.00,105,172,18,61,5.08,561,46.75,493.25,Offense
2013-14,San Jose St.,0,12,2540,21144,2971,898,5511,6.14,142,134,17,56,4.67,516,43.00,459.25,Defensive
2014-15,San Jose St.,12,12,1696,22619,3038,904,4734,0.00,97,143,14,52,4.33,439,36.58,394.50,Offense
2014-15,San Jose St.,0,12,2873,20581,1414,777,4287,5.52,145,64,10,59,4.92,456,38.00,357.25,Defensive
2015-16,San Jose St.,13,13,2378,25837,2882,922,5260,0.00,127,139,17,57,4.38,464,35.69,404.62,Offense
2015-16,San Jose St.,0,13,2610,20963,2051,832,4661,5.60,134,95,12,60,4.62,553,42.54,358.54,Defensive
2016-17,San Jose St.,12,12,1869,22167,2665,851,4534,0.00,109,123,20,52,4.33,439,36.58,377.83,Offense
2016-17,San Jose St.,0,12,2960,21033,2263,806,5223,6.48,148,89,16,66,5.50,628,52.33,435.25,Defensive
2017-18,San Jose St.,13,13,1561,19342,2574,898,4135,0.00,94,110,20,85,6.54,694,53.38,318.08,Offense
2017-18,San Jose St.,0,13,3710,27458,2781,1045,6491,6.21,172,124,17,82,6.31,694,53.38,499.31,Defensive
2013-14,San Diego St.,13,13,2166,24993,3358,972,5524,0.00,114,139,16,88,6.77,768,59.08,424.92,Offense
2013-14,San Diego St.,0,13,1708,21807,3312,955,5020,5.26,95,145,26,82,6.31,628,48.31,386.15,Defensive
2014-15,San Diego St.,13,13,2809,24429,2319,866,5128,0.00,129,105,18,77,5.92,694,53.38,394.46,Offense
2014-15,San Diego St.,0,13,2001,22371,2321,877,4322,4.93,113,97,25,66,5.08,556,42.77,332.46,Defensive
2015-16,San Diego St.,14,14,3266,27489,1988,927,5254,0.00,150,85,25,89,6.36,813,58.07,375.29,Offense
2015-16,San Diego St.,0,14,1522,22911,2500,863,4022,4.66,83,104,33,74,5.29,634,45.29,287.29,Defensive
2016-17,San Diego St.,14,14,3680,26358,2023,892,5703,0.00,165,94,19,98,7.00,845,60.36,407.36,Offense
2016-17,San Diego St.,0,14,1480,24042,2936,925,4416,4.77,92,126,18,73,73.00,673,673.00,4416.00,Defensive
2017-18,San Diego St.,12,12,3027,24052,1895,796,4922,0.00,133,89,22,75,6.25,676,56.33,410.17,Offense
2017-18,San Diego St.,0,12,1325,19148,2317,713,3642,5.11,70,84,14,57,4.75,498,41.50,303.50,Defensive
2013-14,San Diego St.,13,13,2166,24993,3358,972,5524,0.00,114,139,16,88,6.77,768,59.08,424.92,Offense
2013-14,San Diego St.,0,13,1708,21807,3312,955,5020,5.26,95,145,26,82,6.31,628,48.31,386.15,Defensive
2014-15,San Diego St.,13,13,2809,24429,2319,866,5128,0.00,129,105,18,77,5.92,694,53.38,394.46,Offense
2014-15,San Diego St.,0,13,2001,22371,2321,877,4322,4.93,113,97,25,66,5.08,556,42.77,332.46,Defensive
2015-16,San Diego St.,14,14,3266,27489,1988,927,5254,0.00,150,85,25,89,6.36,813,58.07,375.29,Offense
2015-16,San Diego St.,0,14,1522,22911,2500,863,4022,4.66,83,104,33,74,5.29,634,45.29,287.29,Defensive
2016-17,San Diego St.,14,14,3680,26358,2023,892,5703,0.00,165,94,19,98,7.00,845,60.36,407.36,Offense
2016-17,San Diego St.,0,14,1480,24042,2936,925,4416,4.77,92,126,18,73,73.00,673,673.00,4416.00,Defensive
2017-18,San Diego St.,12,12,3027,24052,1895,796,4922,0.00,133,89,22,75,6.25,676,56.33,410.17,Offense
2017-18,San Diego St.,0,12,1325,19148,2317,713,3642,5.11,70,84,14,57,4.75,498,41.50,303.50,Defensive
2013-14,San Diego St.,13,13,2166,24993,3358,972,5524,0.00,114,139,16,88,6.77,768,59.08,424.92,Offense
2013-14,San Diego St.,0,13,1708,21807,3312,955,5020,5.26,95,145,26,82,6.31,628,48.31,386.15,Defensive
2014-15,San Diego St.,13,13,2809,24429,2319,866,5128,0.00,129,105,18,77,5.92,694,53.38,394.46,Offense
2014-15,San Diego St.,0,13,2001,22371,2321,877,4322,4.93,113,97,25,66,5.08,556,42.77,332.46,Defensive
2015-16,San Diego St.,14,14,3266,27489,1988,927,5254,0.00,150,85,25,89,6.36,813,58.07,375.29,Offense
2015-16,San Diego St.,0,14,1522,22911,2500,863,4022,4.66,83,104,33,74,5.29,634,45.29,287.29,Defensive
2016-17,San Diego St.,14,14,3680,26358,2023,892,5703,0.00,165,94,19,98,7.00,845,60.36,407.36,Offense
2016-17,San Diego St.,0,14,1480,24042,2936,925,4416,4.77,92,126,18,73,73.00,673,673.00,4416.00,Defensive
2017-18,San Diego St.,12,12,3027,24052,1895,796,4922,0.00,133,89,22,75,6.25,676,56.33,410.17,Offense
2017-18,San Diego St.,0,12,1325,19148,2317,713,3642,5.11,70,84,14,57,4.75,498,41.50,303.50,Defensive
2013-14,San Diego St.,13,13,2166,416:33,3358,972,5524,0.00,114,139,16,88,6.77,768,59.08,424.92,Offense
2013-14,San Diego St.,0,13,1708,363:27,3312,955,5020,5.26,95,145,26,82,6.31,628,48.31,386.15,Defensive
2014-15,San Diego St.,13,13,2809,407:09,2319,866,5128,0.00,129,105,18,77,5.92,694,53.38,394.46,Offense
2014-15,San Diego St.,0,13,2001,372:51,2321,877,4322,4.93,113,97,25,66,5.08,556,42.77,332.46,Defensive
2015-16,San Diego St.,14,14,3266,458:09,1988,927,5254,0.00,150,85,25,89,6.36,813,58.07,375.29,Offense
2015-16,San Diego St.,0,14,1522,381:51,2500,863,4022,4.66,83,104,33,74,5.29,634,45.29,287.29,Defensive
2016-17,San Diego St.,14,14,3680,439:18,2023,892,5703,0.00,165,94,19,98,7.00,845,60.36,407.36,Offense
2016-17,San Diego St.,0,14,1480,400:42,2936,925,4416,4.77,92,126,18,73,73.00,673,673.00,4416.00,Defensive
2017-18,San Diego St.,12,12,3027,400:52,1895,796,4922,0.00,133,89,22,75,6.25,676,56.33,410.17,Offense
2017-18,San Diego St.,0,12,1325,319:08,2317,713,3642,5.11,70,84,14,57,4.75,498,41.50,303.50,Defensive
2013-14,SMU,12,12,1125,20830,4097,945,5222,0.00,59,191,26,90,7.50,770,64.17,435.17,Offense
2013-14,SMU,0,12,1689,22370,3262,887,4951,5.58,101,145,23,92,7.67,869,72.42,412.58,Defensive
2014-15,SMU,12,12,1204,20770,2024,792,3228,0.00,74,85,17,74,6.17,632,52.67,269.00,Offense
2014-15,SMU,0,12,2829,22430,3164,905,5993,6.62,140,147,15,83,6.92,801,66.75,499.42,Defensive
2015-16,SMU,12,12,1974,22610,2620,869,4594,0.00,109,109,28,65,5.42,604,50.33,382.83,Offense
2015-16,SMU,0,12,3134,20590,2892,853,6026,7.06,153,107,17,79,6.58,805,67.08,502.17,Defensive
2016-17,SMU,12,12,1959,22053,3168,934,5127,0.00,92,145,25,69,5.75,624,52.00,427.25,Offense
2016-17,SMU,0,12,2526,21147,2910,906,5436,6.00,128,124,16,92,7.67,866,72.17,453.00,Defensive
2017-18,SMU,12,12,2230,21267,3696,898,5926,0.00,107,155,30,78,6.50,734,61.17,493.83,Offense
2017-18,SMU,0,12,2559,21933,3281,875,5840,6.67,128,138,20,89,7.42,811,67.58,486.67,Defensive
2013-14,SMU,12,12,1125,20830,4097,945,5222,0.00,59,191,26,90,7.50,770,64.17,435.17,Offense
2013-14,SMU,0,12,1689,22370,3262,887,4951,5.58,101,145,23,92,7.67,869,72.42,412.58,Defensive
2014-15,SMU,12,12,1204,20770,2024,792,3228,0.00,74,85,17,74,6.17,632,52.67,269.00,Offense
2014-15,SMU,0,12,2829,22430,3164,905,5993,6.62,140,147,15,83,6.92,801,66.75,499.42,Defensive
2015-16,SMU,12,12,1974,22610,2620,869,4594,0.00,109,109,28,65,5.42,604,50.33,382.83,Offense
2015-16,SMU,0,12,3134,20590,2892,853,6026,7.06,153,107,17,79,6.58,805,67.08,502.17,Defensive
2016-17,SMU,12,12,1959,22053,3168,934,5127,0.00,92,145,25,69,5.75,624,52.00,427.25,Offense
2016-17,SMU,0,12,2526,21147,2910,906,5436,6.00,128,124,16,92,7.67,866,72.17,453.00,Defensive
2017-18,SMU,12,12,2230,21267,3696,898,5926,0.00,107,155,30,78,6.50,734,61.17,493.83,Offense
2017-18,SMU,0,12,2559,21933,3281,875,5840,6.67,128,138,20,89,7.42,811,67.58,486.67,Defensive
2013-14,SMU,12,12,1125,20830,4097,945,5222,0.00,59,191,26,90,7.50,770,64.17,435.17,Offense
2013-14,SMU,0,12,1689,22370,3262,887,4951,5.58,101,145,23,92,7.67,869,72.42,412.58,Defensive
2014-15,SMU,12,12,1204,20770,2024,792,3228,0.00,74,85,17,74,6.17,632,52.67,269.00,Offense
2014-15,SMU,0,12,2829,22430,3164,905,5993,6.62,140,147,15,83,6.92,801,66.75,499.42,Defensive
2015-16,SMU,12,12,1974,22610,2620,869,4594,0.00,109,109,28,65,5.42,604,50.33,382.83,Offense
2015-16,SMU,0,12,3134,20590,2892,853,6026,7.06,153,107,17,79,6.58,805,67.08,502.17,Defensive
2016-17,SMU,12,12,1959,22053,3168,934,5127,0.00,92,145,25,69,5.75,624,52.00,427.25,Offense
2016-17,SMU,0,12,2526,21147,2910,906,5436,6.00,128,124,16,92,7.67,866,72.17,453.00,Defensive
2017-18,SMU,12,12,2230,21267,3696,898,5926,0.00,107,155,30,78,6.50,734,61.17,493.83,Offense
2017-18,SMU,0,12,2559,21933,3281,875,5840,6.67,128,138,20,89,7.42,811,67.58,486.67,Defensive
2013-14,SMU,12,12,1125,347:10,4097,945,5222,0.00,59,191,26,90,7.50,770,64.17,435.17,Offense
2013-14,SMU,0,12,1689,372:50,3262,887,4951,5.58,101,145,23,92,7.67,869,72.42,412.58,Defensive
2014-15,SMU,12,12,1204,346:10,2024,792,3228,0.00,74,85,17,74,6.17,632,52.67,269.00,Offense
2014-15,SMU,0,12,2829,373:50,3164,905,5993,6.62,140,147,15,83,6.92,801,66.75,499.42,Defensive
2015-16,SMU,12,12,1974,376:50,2620,869,4594,0.00,109,109,28,65,5.42,604,50.33,382.83,Offense
2015-16,SMU,0,12,3134,343:10,2892,853,6026,7.06,153,107,17,79,6.58,805,67.08,502.17,Defensive
2016-17,SMU,12,12,1959,367:33,3168,934,5127,0.00,92,145,25,69,5.75,624,52.00,427.25,Offense
2016-17,SMU,0,12,2526,352:27,2910,906,5436,6.00,128,124,16,92,7.67,866,72.17,453.00,Defensive
2017-18,SMU,12,12,2230,354:27,3696,898,5926,0.00,107,155,30,78,6.50,734,61.17,493.83,Offense
2017-18,SMU,0,12,2559,365:33,3281,875,5840,6.67,128,138,20,89,7.42,811,67.58,486.67,Defensive
2013-14,Rutgers,13,13,1684,22863,3063,897,4747,0.00,97,134,23,84,6.46,699,53.77,365.15,Offense
2013-14,Rutgers,0,13,1310,23937,4056,944,5366,5.68,79,181,15,91,7.00,810,62.31,412.77,Defensive
2014-15,Rutgers,13,13,2114,23617,2956,846,5070,0.00,117,114,10,61,4.69,545,41.92,390.00,Offense
2014-15,Rutgers,0,13,2760,23183,2996,901,5756,6.39,136,123,17,82,6.31,709,54.54,442.77,Defensive
2015-16,Rutgers,12,12,2039,22516,2485,806,4524,0.00,111,112,13,79,6.58,624,52.00,377.00,Offense
2015-16,Rutgers,0,12,2233,20684,3311,809,5544,6.85,93,145,13,50,4.17,437,36.42,462.00,Defensive
2016-17,Rutgers,11,11,1364,17972,1522,745,2886,0.00,78,73,9,57,5.18,455,41.36,262.36,Offense
2016-17,Rutgers,0,11,3020,21628,2135,787,5155,6.55,136,83,11,59,5.36,493,44.82,468.64,Defensive
2017-18,Rutgers,12,12,1765,20525,1387,711,3152,0.00,87,59,19,71,5.92,601,50.08,262.67,Offense
2017-18,Rutgers,0,12,2182,22675,2601,836,4783,5.72,97,130,16,82,6.83,687,57.25,398.58,Defensive
2013-14,Rutgers,13,13,1684,22863,3063,897,4747,0.00,97,134,23,84,6.46,699,53.77,365.15,Offense
2013-14,Rutgers,0,13,1310,23937,4056,944,5366,5.68,79,181,15,91,7.00,810,62.31,412.77,Defensive
2014-15,Rutgers,13,13,2114,23617,2956,846,5070,0.00,117,114,10,61,4.69,545,41.92,390.00,Offense
2014-15,Rutgers,0,13,2760,23183,2996,901,5756,6.39,136,123,17,82,6.31,709,54.54,442.77,Defensive
2015-16,Rutgers,12,12,2039,22516,2485,806,4524,0.00,111,112,13,79,6.58,624,52.00,377.00,Offense
2015-16,Rutgers,0,12,2233,20684,3311,809,5544,6.85,93,145,13,50,4.17,437,36.42,462.00,Defensive
2016-17,Rutgers,11,11,1364,17972,1522,745,2886,0.00,78,73,9,57,5.18,455,41.36,262.36,Offense
2016-17,Rutgers,0,11,3020,21628,2135,787,5155,6.55,136,83,11,59,5.36,493,44.82,468.64,Defensive
2017-18,Rutgers,12,12,1765,20525,1387,711,3152,0.00,87,59,19,71,5.92,601,50.08,262.67,Offense
2017-18,Rutgers,0,12,2182,22675,2601,836,4783,5.72,97,130,16,82,6.83,687,57.25,398.58,Defensive
2013-14,Rutgers,13,13,1684,22863,3063,897,4747,0.00,97,134,23,84,6.46,699,53.77,365.15,Offense
2013-14,Rutgers,0,13,1310,23937,4056,944,5366,5.68,79,181,15,91,7.00,810,62.31,412.77,Defensive
2014-15,Rutgers,13,13,2114,23617,2956,846,5070,0.00,117,114,10,61,4.69,545,41.92,390.00,Offense
2014-15,Rutgers,0,13,2760,23183,2996,901,5756,6.39,136,123,17,82,6.31,709,54.54,442.77,Defensive
2015-16,Rutgers,12,12,2039,22516,2485,806,4524,0.00,111,112,13,79,6.58,624,52.00,377.00,Offense
2015-16,Rutgers,0,12,2233,20684,3311,809,5544,6.85,93,145,13,50,4.17,437,36.42,462.00,Defensive
2016-17,Rutgers,11,11,1364,17972,1522,745,2886,0.00,78,73,9,57,5.18,455,41.36,262.36,Offense
2016-17,Rutgers,0,11,3020,21628,2135,787,5155,6.55,136,83,11,59,5.36,493,44.82,468.64,Defensive
