Year,Team,GP,G,OffenseDefense
2014-15,Southern California,0,13,Defensive
2015-16,Southern California,14,14,Offense
2015-16,Southern California,0,14,Defensive
2016-17,Southern California,13,13,Offense
2016-17,Southern California,0,13,Defensive
2017-18,Southern California,13,13,Offense
2017-18,Southern California,0,13,Defensive
2013-14,Southern Miss.,12,12,Offense
2013-14,Southern Miss.,0,12,Defensive
2014-15,Southern Miss.,12,12,Offense
2014-15,Southern Miss.,0,12,Defensive
2015-16,Southern Miss.,14,14,Offense
2015-16,Southern Miss.,0,14,Defensive
2016-17,Southern Miss.,13,13,Offense
2016-17,Southern Miss.,0,13,Defensive
2017-18,Southern Miss.,12,12,Offense
2017-18,Southern Miss.,0,12,Defensive
2013-14,Southern Miss.,12,12,Offense
2013-14,Southern Miss.,0,12,Defensive
2014-15,Southern Miss.,12,12,Offense
2014-15,Southern Miss.,0,12,Defensive
2015-16,Southern Miss.,14,14,Offense
2015-16,Southern Miss.,0,14,Defensive
2016-17,Southern Miss.,13,13,Offense
2016-17,Southern Miss.,0,13,Defensive
2017-18,Southern Miss.,12,12,Offense
2017-18,Southern Miss.,0,12,Defensive
2013-14,Southern Miss.,12,12,Offense
2013-14,Southern Miss.,0,12,Defensive
2014-15,Southern Miss.,12,12,Offense
2014-15,Southern Miss.,0,12,Defensive
2015-16,Southern Miss.,14,14,Offense
2015-16,Southern Miss.,0,14,Defensive
2016-17,Southern Miss.,13,13,Offense
2016-17,Southern Miss.,0,13,Defensive
2017-18,Southern Miss.,12,12,Offense
2017-18,Southern Miss.,0,12,Defensive
2013-14,Southern Miss.,12,12,Offense
2013-14,Southern Miss.,0,12,Defensive
2014-15,Southern Miss.,12,12,Offense
2014-15,Southern Miss.,0,12,Defensive
2015-16,Southern Miss.,14,14,Offense
2015-16,Southern Miss.,0,14,Defensive
2016-17,Southern Miss.,13,13,Offense
2016-17,Southern Miss.,0,13,Defensive
2017-18,Southern Miss.,12,12,Offense
2017-18,Southern Miss.,0,12,Defensive
2013-14,Stanford,14,14,Offense
2013-14,Stanford,0,14,Defensive
2014-15,Stanford,13,13,Offense
2014-15,Stanford,0,13,Defensive
2015-16,Stanford,14,14,Offense
2015-16,Stanford,0,14,Defensive
2016-17,Stanford,13,13,Offense
2016-17,Stanford,0,13,Defensive
2017-18,Stanford,13,13,Offense
2017-18,Stanford,0,13,Defensive
2013-14,Stanford,14,14,Offense
2013-14,Stanford,0,14,Defensive
2014-15,Stanford,13,13,Offense
2014-15,Stanford,0,13,Defensive
2015-16,Stanford,14,14,Offense
2015-16,Stanford,0,14,Defensive
2016-17,Stanford,13,13,Offense
2016-17,Stanford,0,13,Defensive
2017-18,Stanford,13,13,Offense
2017-18,Stanford,0,13,Defensive
2013-14,Stanford,14,14,Offense
2013-14,Stanford,0,14,Defensive
2014-15,Stanford,13,13,Offense
2014-15,Stanford,0,13,Defensive
2015-16,Stanford,14,14,Offense
2015-16,Stanford,0,14,Defensive
2016-17,Stanford,13,13,Offense
2016-17,Stanford,0,13,Defensive
2017-18,Stanford,13,13,Offense
2017-18,Stanford,0,13,Defensive
2013-14,Stanford,14,14,Offense
2013-14,Stanford,0,14,Defensive
2014-15,Stanford,13,13,Offense
2014-15,Stanford,0,13,Defensive
2015-16,Stanford,14,14,Offense
2015-16,Stanford,0,14,Defensive
2016-17,Stanford,13,13,Offense
2016-17,Stanford,0,13,Defensive
2017-18,Stanford,13,13,Offense
2017-18,Stanford,0,13,Defensive
2013-14,Syracuse,13,13,Offense
2013-14,Syracuse,0,13,Defensive
2014-15,Syracuse,12,12,Offense
2014-15,Syracuse,0,12,Defensive
2015-16,Syracuse,12,12,Offense
2015-16,Syracuse,0,12,Defensive
2016-17,Syracuse,12,12,Offense
2016-17,Syracuse,0,12,Defensive
2017-18,Syracuse,12,12,Offense
2017-18,Syracuse,0,12,Defensive
2013-14,Syracuse,13,13,Offense
2013-14,Syracuse,0,13,Defensive
2014-15,Syracuse,12,12,Offense
2014-15,Syracuse,0,12,Defensive
2015-16,Syracuse,12,12,Offense
2015-16,Syracuse,0,12,Defensive
2016-17,Syracuse,12,12,Offense
2016-17,Syracuse,0,12,Defensive
2017-18,Syracuse,12,12,Offense
2017-18,Syracuse,0,12,Defensive
2013-14,Syracuse,13,13,Offense
2013-14,Syracuse,0,13,Defensive
2014-15,Syracuse,12,12,Offense
2014-15,Syracuse,0,12,Defensive
2015-16,Syracuse,12,12,Offense
2015-16,Syracuse,0,12,Defensive
2016-17,Syracuse,12,12,Offense
2016-17,Syracuse,0,12,Defensive
2017-18,Syracuse,12,12,Offense
2017-18,Syracuse,0,12,Defensive
2013-14,Syracuse,13,13,Offense
2013-14,Syracuse,0,13,Defensive
2014-15,Syracuse,12,12,Offense
2014-15,Syracuse,0,12,Defensive
2015-16,Syracuse,12,12,Offense
2015-16,Syracuse,0,12,Defensive
2016-17,Syracuse,12,12,Offense
2016-17,Syracuse,0,12,Defensive
2017-18,Syracuse,12,12,Offense
2017-18,Syracuse,0,12,Defensive
2013-14,TCU,12,12,Offense
2013-14,TCU,0,12,Defensive
2014-15,TCU,13,13,Offense
2014-15,TCU,0,13,Defensive
2015-16,TCU,13,13,Offense
2015-16,TCU,0,13,Defensive
2016-17,TCU,13,13,Offense
2016-17,TCU,0,13,Defensive
2017-18,TCU,13,13,Offense
2017-18,TCU,0,13,Defensive
2013-14,TCU,12,12,Offense
2013-14,TCU,0,12,Defensive
2014-15,TCU,13,13,Offense
2014-15,TCU,0,13,Defensive
2015-16,TCU,13,13,Offense
2015-16,TCU,0,13,Defensive
2016-17,TCU,13,13,Offense
2016-17,TCU,0,13,Defensive
2017-18,TCU,13,13,Offense
2017-18,TCU,0,13,Defensive
2013-14,TCU,12,12,Offense
2013-14,TCU,0,12,Defensive
2014-15,TCU,13,13,Offense
2014-15,TCU,0,13,Defensive
2015-16,TCU,13,13,Offense
2015-16,TCU,0,13,Defensive
2016-17,TCU,13,13,Offense
2016-17,TCU,0,13,Defensive
2017-18,TCU,13,13,Offense
2017-18,TCU,0,13,Defensive
2013-14,TCU,12,12,Offense
2013-14,TCU,0,12,Defensive
2014-15,TCU,13,13,Offense
2014-15,TCU,0,13,Defensive
2015-16,TCU,13,13,Offense
2015-16,TCU,0,13,Defensive
2016-17,TCU,13,13,Offense
2016-17,TCU,0,13,Defensive
2017-18,TCU,13,13,Offense
2017-18,TCU,0,13,Defensive
2013-14,Temple,12,12,Offense
2013-14,Temple,0,12,Defensive
2014-15,Temple,12,12,Offense
2014-15,Temple,0,12,Defensive
2015-16,Temple,14,14,Offense
2015-16,Temple,0,14,Defensive
2016-17,Temple,14,14,Offense
2016-17,Temple,0,14,Defensive
2017-18,Temple,12,12,Offense
2017-18,Temple,0,12,Defensive
2013-14,Temple,12,12,Offense
2013-14,Temple,0,12,Defensive
2014-15,Temple,12,12,Offense
2014-15,Temple,0,12,Defensive
2015-16,Temple,14,14,Offense
2015-16,Temple,0,14,Defensive
2016-17,Temple,14,14,Offense
2016-17,Temple,0,14,Defensive
2017-18,Temple,12,12,Offense
2017-18,Temple,0,12,Defensive
2013-14,Temple,12,12,Offense
2013-14,Temple,0,12,Defensive
2014-15,Temple,12,12,Offense
2014-15,Temple,0,12,Defensive
2015-16,Temple,14,14,Offense
2015-16,Temple,0,14,Defensive
2016-17,Temple,14,14,Offense
2016-17,Temple,0,14,Defensive
2017-18,Temple,12,12,Offense
2017-18,Temple,0,12,Defensive
2013-14,Temple,12,12,Offense
2013-14,Temple,0,12,Defensive
2014-15,Temple,12,12,Offense
2014-15,Temple,0,12,Defensive
2015-16,Temple,14,14,Offense
2015-16,Temple,0,14,Defensive
2016-17,Temple,14,14,Offense
2016-17,Temple,0,14,Defensive
2017-18,Temple,12,12,Offense
2017-18,Temple,0,12,Defensive
2013-14,Tennessee,12,12,Offense
2013-14,Tennessee,0,12,Defensive
2014-15,Tennessee,13,13,Offense
2014-15,Tennessee,0,13,Defensive
2015-16,Tennessee,13,13,Offense
2015-16,Tennessee,0,13,Defensive
2016-17,Tennessee,13,13,Offense
2016-17,Tennessee,0,13,Defensive
2017-18,Tennessee,12,12,Offense
2017-18,Tennessee,0,12,Defensive
2013-14,Tennessee,12,12,Offense
2013-14,Tennessee,0,12,Defensive
2014-15,Tennessee,13,13,Offense
2014-15,Tennessee,0,13,Defensive
2015-16,Tennessee,13,13,Offense
2015-16,Tennessee,0,13,Defensive
2016-17,Tennessee,13,13,Offense
2016-17,Tennessee,0,13,Defensive
2017-18,Tennessee,12,12,Offense
2017-18,Tennessee,0,12,Defensive
2013-14,Tennessee,12,12,Offense
2013-14,Tennessee,0,12,Defensive
2014-15,Tennessee,13,13,Offense
2014-15,Tennessee,0,13,Defensive
2015-16,Tennessee,13,13,Offense
2015-16,Tennessee,0,13,Defensive
2016-17,Tennessee,13,13,Offense
2016-17,Tennessee,0,13,Defensive
2017-18,Tennessee,12,12,Offense
2017-18,Tennessee,0,12,Defensive
2013-14,Tennessee,12,12,Offense
2013-14,Tennessee,0,12,Defensive
2014-15,Tennessee,13,13,Offense
2014-15,Tennessee,0,13,Defensive
2015-16,Tennessee,13,13,Offense
2015-16,Tennessee,0,13,Defensive
2016-17,Tennessee,13,13,Offense
2016-17,Tennessee,0,13,Defensive
2017-18,Tennessee,12,12,Offense
2017-18,Tennessee,0,12,Defensive
2013-14,Texas A&M,13,13,Offense
2013-14,Texas A&M,0,13,Defensive
2014-15,Texas A&M,13,13,Offense
2014-15,Texas A&M,0,13,Defensive
2015-16,Texas A&M,13,13,Offense
2015-16,Texas A&M,0,13,Defensive
2016-17,Texas A&M,13,13,Offense
2016-17,Texas A&M,0,13,Defensive
2017-18,Texas A&M,12,12,Offense
2017-18,Texas A&M,0,12,Defensive
2013-14,Texas A&M,13,13,Offense
2013-14,Texas A&M,0,13,Defensive
2014-15,Texas A&M,13,13,Offense
2014-15,Texas A&M,0,13,Defensive
2015-16,Texas A&M,13,13,Offense
2015-16,Texas A&M,0,13,Defensive
2016-17,Texas A&M,13,13,Offense
2016-17,Texas A&M,0,13,Defensive
2017-18,Texas A&M,12,12,Offense
2017-18,Texas A&M,0,12,Defensive
2013-14,Texas A&M,13,13,Offense
2013-14,Texas A&M,0,13,Defensive
2014-15,Texas A&M,13,13,Offense
2014-15,Texas A&M,0,13,Defensive
2015-16,Texas A&M,13,13,Offense
2015-16,Texas A&M,0,13,Defensive
2016-17,Texas A&M,13,13,Offense
2016-17,Texas A&M,0,13,Defensive
2017-18,Texas A&M,12,12,Offense
2017-18,Texas A&M,0,12,Defensive
2013-14,Texas A&M,13,13,Offense
2013-14,Texas A&M,0,13,Defensive
2014-15,Texas A&M,13,13,Offense
2014-15,Texas A&M,0,13,Defensive
2015-16,Texas A&M,13,13,Offense
2015-16,Texas A&M,0,13,Defensive
2016-17,Texas A&M,13,13,Offense
2016-17,Texas A&M,0,13,Defensive
2017-18,Texas A&M,12,12,Offense
2017-18,Texas A&M,0,12,Defensive
2013-14,Texas,13,13,Offense
2013-14,Texas,0,13,Defensive
2014-15,Texas,13,13,Offense
2014-15,Texas,0,13,Defensive
2015-16,Texas,12,12,Offense
2015-16,Texas,0,12,Defensive
2016-17,Texas,12,12,Offense
2016-17,Texas,0,12,Defensive
2017-18,Texas,12,12,Offense
2017-18,Texas,0,12,Defensive
2013-14,Texas,13,13,Offense
2013-14,Texas,0,13,Defensive
2014-15,Texas,13,13,Offense
2014-15,Texas,0,13,Defensive
2015-16,Texas,12,12,Offense
2015-16,Texas,0,12,Defensive
2016-17,Texas,12,12,Offense
2016-17,Texas,0,12,Defensive
2017-18,Texas,12,12,Offense
2017-18,Texas,0,12,Defensive
2013-14,Texas,13,13,Offense
2013-14,Texas,0,13,Defensive
2014-15,Texas,13,13,Offense
2014-15,Texas,0,13,Defensive
2015-16,Texas,12,12,Offense
2015-16,Texas,0,12,Defensive
2016-17,Texas,12,12,Offense
2016-17,Texas,0,12,Defensive
2017-18,Texas,12,12,Offense
2017-18,Texas,0,12,Defensive
2013-14,Texas,13,13,Offense
2013-14,Texas,0,13,Defensive
2014-15,Texas,13,13,Offense
2014-15,Texas,0,13,Defensive
2015-16,Texas,12,12,Offense
2015-16,Texas,0,12,Defensive
2016-17,Texas,12,12,Offense
2016-17,Texas,0,12,Defensive
2017-18,Texas,12,12,Offense
2017-18,Texas,0,12,Defensive
2013-14,Texas St.,12,12,Offense
2013-14,Texas St.,0,12,Defensive
2014-15,Texas St.,12,12,Offense
2014-15,Texas St.,0,12,Defensive
2015-16,Texas St.,12,12,Offense
2015-16,Texas St.,0,12,Defensive
2016-17,Texas St.,12,12,Offense
2016-17,Texas St.,0,12,Defensive
2017-18,Texas St.,12,12,Offense
2017-18,Texas St.,0,12,Defensive
2013-14,Texas St.,12,12,Offense
2013-14,Texas St.,0,12,Defensive
2014-15,Texas St.,12,12,Offense
2014-15,Texas St.,0,12,Defensive
2015-16,Texas St.,12,12,Offense
2015-16,Texas St.,0,12,Defensive
2016-17,Texas St.,12,12,Offense
2016-17,Texas St.,0,12,Defensive
2017-18,Texas St.,12,12,Offense
2017-18,Texas St.,0,12,Defensive
2013-14,Texas St.,12,12,Offense
2013-14,Texas St.,0,12,Defensive
2014-15,Texas St.,12,12,Offense
2014-15,Texas St.,0,12,Defensive
2015-16,Texas St.,12,12,Offense
2015-16,Texas St.,0,12,Defensive
2016-17,Texas St.,12,12,Offense
2016-17,Texas St.,0,12,Defensive
2017-18,Texas St.,12,12,Offense
2017-18,Texas St.,0,12,Defensive
2013-14,Texas St.,12,12,Offense
2013-14,Texas St.,0,12,Defensive
2014-15,Texas St.,12,12,Offense
2014-15,Texas St.,0,12,Defensive
2015-16,Texas St.,12,12,Offense
2015-16,Texas St.,0,12,Defensive
2016-17,Texas St.,12,12,Offense
2016-17,Texas St.,0,12,Defensive
2017-18,Texas St.,12,12,Offense
2017-18,Texas St.,0,12,Defensive
2013-14,Texas Tech,13,13,Offense
2013-14,Texas Tech,0,13,Defensive
2014-15,Texas Tech,12,12,Offense
2014-15,Texas Tech,0,12,Defensive
2015-16,Texas Tech,13,13,Offense
2015-16,Texas Tech,0,13,Defensive
2016-17,Texas Tech,12,12,Offense
2016-17,Texas Tech,0,12,Defensive
2017-18,Texas Tech,12,12,Offense
2017-18,Texas Tech,0,12,Defensive
2013-14,Texas Tech,13,13,Offense
2013-14,Texas Tech,0,13,Defensive
2014-15,Texas Tech,12,12,Offense
2014-15,Texas Tech,0,12,Defensive
2015-16,Texas Tech,13,13,Offense
2015-16,Texas Tech,0,13,Defensive
2016-17,Texas Tech,12,12,Offense
2016-17,Texas Tech,0,12,Defensive
2017-18,Texas Tech,12,12,Offense
2017-18,Texas Tech,0,12,Defensive
2013-14,Toledo,12,12,Offense
2013-14,Toledo,0,12,Defensive
2014-15,Toledo,13,13,Offense
2014-15,Toledo,0,13,Defensive
2015-16,Toledo,12,12,Offense
2015-16,Toledo,0,12,Defensive
2016-17,Toledo,13,13,Offense
2016-17,Toledo,0,13,Defensive
2017-18,Toledo,13,13,Offense
2017-18,Toledo,0,13,Defensive
2013-14,Toledo,12,12,Offense
2013-14,Toledo,0,12,Defensive
2014-15,Toledo,13,13,Offense
2014-15,Toledo,0,13,Defensive
2015-16,Toledo,12,12,Offense
2015-16,Toledo,0,12,Defensive
2016-17,Toledo,13,13,Offense
2016-17,Toledo,0,13,Defensive
2017-18,Toledo,13,13,Offense
2017-18,Toledo,0,13,Defensive
2013-14,Toledo,12,12,Offense
2013-14,Toledo,0,12,Defensive
2014-15,Toledo,13,13,Offense
2014-15,Toledo,0,13,Defensive
2015-16,Toledo,12,12,Offense
2015-16,Toledo,0,12,Defensive
2016-17,Toledo,13,13,Offense
2016-17,Toledo,0,13,Defensive
2017-18,Toledo,13,13,Offense
2017-18,Toledo,0,13,Defensive
2013-14,Toledo,12,12,Offense
2013-14,Toledo,0,12,Defensive
2014-15,Toledo,13,13,Offense
2014-15,Toledo,0,13,Defensive
2015-16,Toledo,12,12,Offense
2015-16,Toledo,0,12,Defensive
2016-17,Toledo,13,13,Offense
2016-17,Toledo,0,13,Defensive
2017-18,Toledo,13,13,Offense
2017-18,Toledo,0,13,Defensive
2013-14,Troy,12,12,Offense
2013-14,Troy,0,12,Defensive
2014-15,Troy,12,12,Offense
2014-15,Troy,0,12,Defensive
2015-16,Troy,12,12,Offense
2015-16,Troy,0,12,Defensive
2016-17,Troy,13,13,Offense
2016-17,Troy,0,13,Defensive
2017-18,Troy,12,12,Offense
2017-18,Troy,0,12,Defensive
2013-14,Troy,12,12,Offense
2013-14,Troy,0,12,Defensive
2014-15,Troy,12,12,Offense
2014-15,Troy,0,12,Defensive
2015-16,Troy,12,12,Offense
2015-16,Troy,0,12,Defensive
2016-17,Troy,13,13,Offense
2016-17,Troy,0,13,Defensive
2017-18,Troy,12,12,Offense
2017-18,Troy,0,12,Defensive
2013-14,Troy,12,12,Offense
2013-14,Troy,0,12,Defensive
2014-15,Troy,12,12,Offense
2014-15,Troy,0,12,Defensive
2015-16,Troy,12,12,Offense
2015-16,Troy,0,12,Defensive
2016-17,Troy,13,13,Offense
2016-17,Troy,0,13,Defensive
2017-18,Troy,12,12,Offense
2017-18,Troy,0,12,Defensive
2013-14,Troy,12,12,Offense
2013-14,Troy,0,12,Defensive
2014-15,Troy,12,12,Offense
2014-15,Troy,0,12,Defensive
2015-16,Troy,12,12,Offense
2015-16,Troy,0,12,Defensive
2016-17,Troy,13,13,Offense
2016-17,Troy,0,13,Defensive
2017-18,Troy,12,12,Offense
2017-18,Troy,0,12,Defensive
2013-14,Tulane,13,13,Offense
2013-14,Tulane,0,13,Defensive
2014-15,Tulane,12,12,Offense
2014-15,Tulane,0,12,Defensive
2015-16,Tulane,12,12,Offense
2015-16,Tulane,0,12,Defensive
2016-17,Tulane,12,12,Offense
2016-17,Tulane,0,12,Defensive
2017-18,Tulane,12,12,Offense
2017-18,Tulane,0,12,Defensive
2013-14,Tulane,13,13,Offense
2013-14,Tulane,0,13,Defensive
2014-15,Tulane,12,12,Offense
2014-15,Tulane,0,12,Defensive
2015-16,Tulane,12,12,Offense
2015-16,Tulane,0,12,Defensive
2016-17,Tulane,12,12,Offense
2016-17,Tulane,0,12,Defensive
2017-18,Tulane,12,12,Offense
2017-18,Tulane,0,12,Defensive
2013-14,Tulane,13,13,Offense
2013-14,Tulane,0,13,Defensive
2014-15,Tulane,12,12,Offense
2014-15,Tulane,0,12,Defensive
2015-16,Tulane,12,12,Offense
2015-16,Tulane,0,12,Defensive
2016-17,Tulane,12,12,Offense
2016-17,Tulane,0,12,Defensive
2017-18,Tulane,12,12,Offense
2017-18,Tulane,0,12,Defensive
2013-14,Tulane,13,13,Offense
2013-14,Tulane,0,13,Defensive
2014-15,Tulane,12,12,Offense
2014-15,Tulane,0,12,Defensive
2015-16,Tulane,12,12,Offense
2015-16,Tulane,0,12,Defensive
2016-17,Tulane,12,12,Offense
2016-17,Tulane,0,12,Defensive
2017-18,Tulane,12,12,Offense
2017-18,Tulane,0,12,Defensive
2013-14,Tulsa,12,12,Offense
2013-14,Tulsa,0,12,Defensive
2014-15,Tulsa,12,12,Offense
2014-15,Tulsa,0,12,Defensive
2015-16,Tulsa,13,13,Offense
2015-16,Tulsa,0,13,Defensive
2016-17,Tulsa,13,13,Offense
2016-17,Tulsa,0,13,Defensive
2017-18,Tulsa,12,12,Offense
2017-18,Tulsa,0,12,Defensive
2013-14,Tulsa,12,12,Offense
2013-14,Tulsa,0,12,Defensive
2014-15,Tulsa,12,12,Offense
2014-15,Tulsa,0,12,Defensive
2015-16,Tulsa,13,13,Offense
2015-16,Tulsa,0,13,Defensive
2016-17,Tulsa,13,13,Offense
2016-17,Tulsa,0,13,Defensive
2017-18,Tulsa,12,12,Offense
2017-18,Tulsa,0,12,Defensive
2013-14,Tulsa,12,12,Offense
2013-14,Tulsa,0,12,Defensive
2014-15,Tulsa,12,12,Offense
2014-15,Tulsa,0,12,Defensive
2015-16,Tulsa,13,13,Offense
2015-16,Tulsa,0,13,Defensive
2016-17,Tulsa,13,13,Offense
2016-17,Tulsa,0,13,Defensive
2017-18,Tulsa,12,12,Offense
2017-18,Tulsa,0,12,Defensive
2013-14,Tulsa,12,12,Offense
2013-14,Tulsa,0,12,Defensive
2014-15,Tulsa,12,12,Offense
2014-15,Tulsa,0,12,Defensive
2015-16,Tulsa,13,13,Offense
2015-16,Tulsa,0,13,Defensive
2016-17,Tulsa,13,13,Offense
2016-17,Tulsa,0,13,Defensive
2017-18,Tulsa,12,12,Offense
2017-18,Tulsa,0,12,Defensive
2013-14,UCF,13,13,Offense
2013-14,UCF,0,13,Defensive
2014-15,UCF,13,13,Offense
2014-15,UCF,0,13,Defensive
2015-16,UCF,12,12,Offense
2015-16,UCF,0,12,Defensive
2016-17,UCF,12,12,Offense
2016-17,UCF,0,12,Defensive
2017-18,UCF,12,12,Offense
2017-18,UCF,0,12,Defensive
2013-14,UCF,13,13,Offense
2013-14,UCF,0,13,Defensive
2014-15,UCF,13,13,Offense
2014-15,UCF,0,13,Defensive
2015-16,UCF,12,12,Offense
2015-16,UCF,0,12,Defensive
2016-17,UCF,12,12,Offense
2016-17,UCF,0,12,Defensive
2017-18,UCF,12,12,Offense
2017-18,UCF,0,12,Defensive
2013-14,UCF,13,13,Offense
2013-14,UCF,0,13,Defensive
2014-15,UCF,13,13,Offense
2014-15,UCF,0,13,Defensive
2015-16,UCF,12,12,Offense
2015-16,UCF,0,12,Defensive
2016-17,UCF,12,12,Offense
2016-17,UCF,0,12,Defensive
2017-18,UCF,12,12,Offense
2017-18,UCF,0,12,Defensive
2013-14,UCF,13,13,Offense
2013-14,UCF,0,13,Defensive
2014-15,UCF,13,13,Offense
2014-15,UCF,0,13,Defensive
2015-16,UCF,12,12,Offense
2015-16,UCF,0,12,Defensive
2016-17,UCF,12,12,Offense
2016-17,UCF,0,12,Defensive
2017-18,UCF,12,12,Offense
2017-18,UCF,0,12,Defensive
2013-14,UAB,12,12,Offense
2013-14,UAB,0,12,Defensive
2014-15,UAB,12,12,Offense
2014-15,UAB,0,12,Defensive
2017-18,UAB,12,12,Offense
2017-18,UAB,0,12,Defensive
2013-14,UCLA,13,13,Offense
2013-14,UCLA,0,13,Defensive
2014-15,UCLA,13,13,Offense
2014-15,UCLA,0,13,Defensive
2015-16,UCLA,13,13,Offense
2015-16,UCLA,0,13,Defensive
2016-17,UCLA,12,12,Offense
2016-17,UCLA,0,12,Defensive
2017-18,UCLA,12,12,Offense
2017-18,UCLA,0,12,Defensive
2013-14,UCLA,13,13,Offense
2013-14,UCLA,0,13,Defensive
2014-15,UCLA,13,13,Offense
2014-15,UCLA,0,13,Defensive
2015-16,UCLA,13,13,Offense
2015-16,UCLA,0,13,Defensive
2016-17,UCLA,12,12,Offense
2016-17,UCLA,0,12,Defensive
2017-18,UCLA,12,12,Offense
2017-18,UCLA,0,12,Defensive
2013-14,UCLA,13,13,Offense
2013-14,UCLA,0,13,Defensive
2014-15,UCLA,13,13,Offense
2014-15,UCLA,0,13,Defensive
2015-16,UCLA,13,13,Offense
2015-16,UCLA,0,13,Defensive
2016-17,UCLA,12,12,Offense
2016-17,UCLA,0,12,Defensive
2017-18,UCLA,12,12,Offense
2017-18,UCLA,0,12,Defensive
2013-14,UCLA,13,13,Offense
2013-14,UCLA,0,13,Defensive
2014-15,UCLA,13,13,Offense
2014-15,UCLA,0,13,Defensive
2015-16,UCLA,13,13,Offense
2015-16,UCLA,0,13,Defensive
2016-17,UCLA,12,12,Offense
2016-17,UCLA,0,12,Defensive
2017-18,UCLA,12,12,Offense
2017-18,UCLA,0,12,Defensive
2013-14,UConn,12,12,Offense
2013-14,UConn,0,12,Defensive
2014-15,UConn,12,12,Offense
2014-15,UConn,0,12,Defensive
2015-16,UConn,13,13,Offense
2015-16,UConn,0,13,Defensive
2016-17,UConn,12,12,Offense
2016-17,UConn,0,12,Defensive
2017-18,UConn,12,12,Offense
2017-18,UConn,0,12,Defensive
2013-14,UConn,12,12,Offense
2013-14,UConn,0,12,Defensive
2014-15,UConn,12,12,Offense
2014-15,UConn,0,12,Defensive
2015-16,UConn,13,13,Offense
2015-16,UConn,0,13,Defensive
2016-17,UConn,12,12,Offense
2016-17,UConn,0,12,Defensive
2017-18,UConn,12,12,Offense
2017-18,UConn,0,12,Defensive
2013-14,UConn,12,12,Offense
2013-14,UConn,0,12,Defensive
2014-15,UConn,12,12,Offense
2014-15,UConn,0,12,Defensive
2015-16,UConn,13,13,Offense
2015-16,UConn,0,13,Defensive
2016-17,UConn,12,12,Offense
2016-17,UConn,0,12,Defensive
2017-18,UConn,12,12,Offense
2017-18,UConn,0,12,Defensive
2013-14,UConn,12,12,Offense
2013-14,UConn,0,12,Defensive
2014-15,UConn,12,12,Offense
2014-15,UConn,0,12,Defensive
2015-16,UConn,13,13,Offense
2015-16,UConn,0,13,Defensive
2016-17,UConn,12,12,Offense
2016-17,UConn,0,12,Defensive
2017-18,UConn,12,12,Offense
2017-18,UConn,0,12,Defensive
2013-14,UNLV,13,13,Offense
2013-14,UNLV,0,13,Defensive
2014-15,UNLV,13,13,Offense
2014-15,UNLV,0,13,Defensive
2015-16,UNLV,12,12,Offense
2015-16,UNLV,0,12,Defensive
2016-17,UNLV,12,12,Offense
2016-17,UNLV,0,12,Defensive
2017-18,UNLV,12,12,Offense
2017-18,UNLV,0,12,Defensive
2013-14,UNLV,13,13,Offense
2013-14,UNLV,0,13,Defensive
2014-15,UNLV,13,13,Offense
2014-15,UNLV,0,13,Defensive
2015-16,UNLV,12,12,Offense
2015-16,UNLV,0,12,Defensive
2016-17,UNLV,12,12,Offense
2016-17,UNLV,0,12,Defensive
2017-18,UNLV,12,12,Offense
2017-18,UNLV,0,12,Defensive
2013-14,UNLV,13,13,Offense
2013-14,UNLV,0,13,Defensive
2014-15,UNLV,13,13,Offense
2014-15,UNLV,0,13,Defensive
2015-16,UNLV,12,12,Offense
2015-16,UNLV,0,12,Defensive
2016-17,UNLV,12,12,Offense
2016-17,UNLV,0,12,Defensive
2017-18,UNLV,12,12,Offense
2017-18,UNLV,0,12,Defensive
2013-14,UNLV,13,13,Offense
2013-14,UNLV,0,13,Defensive
2014-15,UNLV,13,13,Offense
2014-15,UNLV,0,13,Defensive
2015-16,UNLV,12,12,Offense
2015-16,UNLV,0,12,Defensive
2016-17,UNLV,12,12,Offense
2016-17,UNLV,0,12,Defensive
2017-18,UNLV,12,12,Offense
2017-18,UNLV,0,12,Defensive
2013-14,UTEP,12,12,Offense
2013-14,UTEP,0,12,Defensive
2014-15,UTEP,13,13,Offense
2014-15,UTEP,0,13,Defensive
2015-16,UTEP,12,12,Offense
2015-16,UTEP,0,12,Defensive
2016-17,UTEP,12,12,Offense
2016-17,UTEP,0,12,Defensive
2017-18,UTEP,12,12,Offense
2017-18,UTEP,0,12,Defensive
2013-14,UTEP,12,12,Offense
2013-14,UTEP,0,12,Defensive
2014-15,UTEP,13,13,Offense
2014-15,UTEP,0,13,Defensive
2015-16,UTEP,12,12,Offense
2015-16,UTEP,0,12,Defensive
2016-17,UTEP,12,12,Offense
2016-17,UTEP,0,12,Defensive
2017-18,UTEP,12,12,Offense
2017-18,UTEP,0,12,Defensive
2013-14,UTEP,12,12,Offense
2013-14,UTEP,0,12,Defensive
2014-15,UTEP,13,13,Offense
2014-15,UTEP,0,13,Defensive
2015-16,UTEP,12,12,Offense
2015-16,UTEP,0,12,Defensive
2016-17,UTEP,12,12,Offense
2016-17,UTEP,0,12,Defensive
2017-18,UTEP,12,12,Offense
2017-18,UTEP,0,12,Defensive
2013-14,UTEP,12,12,Offense
2013-14,UTEP,0,12,Defensive
2014-15,UTEP,13,13,Offense
2014-15,UTEP,0,13,Defensive
