Date,Opponent,Result,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,Team,OffenseDefense
10/15/2016,@ Tennessee,W 49 - 10,1/,55,18,9,nan,48,73,Alabama Crimson Tide,Defense
10/22/2016,Texas A&M,W 33 - 14,1/,46,18,10,2,74/,64,Alabama Crimson Tide,Offense
10/22/2016,Texas A&M,W 33 - 14,1/,56,30,8,8,36,86,Alabama Crimson Tide,Defense
11/05/2016,@ LSU,W 10 - 0,1/,20,44,3,12,31,64,Alabama Crimson Tide,Offense
11/05/2016,@ LSU,W 10 - 0,1/,31,60,6,12,33,91,Alabama Crimson Tide,Defense
11/12/2016,Mississippi St.,W 51 - 3,1/,39,38,8,nan,38,77,Alabama Crimson Tide,Offense
11/12/2016,Mississippi St.,W 51 - 3,1/,46,22,4,4,12,68,Alabama Crimson Tide,Defense
11/19/2016,Chattanooga,W 31 - 3,1/,40,22,7,2,31,62,Alabama Crimson Tide,Offense
11/19/2016,Chattanooga,W 31 - 3,1/,39,26,6,2,29,65,Alabama Crimson Tide,Defense
11/26/2016,Auburn,W 30 - 12,1/,23,26,5,4,18,49,Alabama Crimson Tide,Offense
11/26/2016,Auburn,W 30 - 12,1/,61,20,9,nan,25,81,Alabama Crimson Tide,Defense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,39,34,6,6,51,73,Alabama Crimson Tide,Offense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,38,20,5,4,28,58,Alabama Crimson Tide,Defense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,33,34,6,2,48,67,Alabama Crimson Tide,Offense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,35,44,5,8,35,79,Alabama Crimson Tide,Defense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,47,38,4,4,30,85,Alabama Crimson Tide,Offense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,40,14,6,2,20,54,Alabama Crimson Tide,Defense
08/29/2013,@ UCF,L 7 - 38,1/,32,40,6,4,28,72,Akron Zips,Offense
08/29/2013,@ UCF,L 7 - 38,1/,34,42,5,10/,25,76,Akron Zips,Defense
09/07/2013,James Madison,W 35 - 33,1/,60,46,5,8,42,106,Akron Zips,Offense
09/07/2013,James Madison,W 35 - 33,1/,37,14,5,nan,43,51,Akron Zips,Defense
09/14/2013,@ Michigan,L 24 - 28,1/,40,10,8,nan,31,50,Akron Zips,Offense
09/14/2013,@ Michigan,L 24 - 28,1/,43,26,4,nan,9,69,Akron Zips,Defense
09/21/2013,Louisiana,L 30 - 35,1/,56,24,5,2,13,80,Akron Zips,Offense
09/21/2013,Louisiana,L 30 - 35,1/,39,26,2,4,9,65,Akron Zips,Defense
09/28/2013,@ Bowling Green,L 14 - 31,1/,36,38,7,nan,31,74,Akron Zips,Offense
09/28/2013,@ Bowling Green,L 14 - 31,1/,40,16,3,nan,7,56,Akron Zips,Defense
10/05/2013,Ohio,L 3 - 43,1/,46,22,2,2,17,68,Akron Zips,Offense
10/05/2013,Ohio,L 3 - 43,1/,53,10,8,6,50,63,Akron Zips,Defense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,38,32,2,4,10,70,Akron Zips,Offense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,48,22,4,4,21,70,Akron Zips,Defense
10/19/2013,@ Miami (OH),W 24 - 17,1/,41,14,7,nan,32,55,Akron Zips,Offense
10/19/2013,@ Miami (OH),W 24 - 17,1/,44,26,5,nan,23,70,Akron Zips,Defense
10/26/2013,Ball St.,L 24 - 42,1/,31,51,3,4,17,82,Akron Zips,Offense
10/26/2013,Ball St.,L 24 - 42,1/,42,28,3,2,22,70,Akron Zips,Defense
11/02/2013,Kent St.,W 16 - 7,1/,27,42,nan,nan,nan,69,Akron Zips,Offense
11/02/2013,Kent St.,W 16 - 7,1/,40,26,7,4,36,66,Akron Zips,Defense
11/16/2013,@ Massachusetts,W 14 - 13,1/,24,72,4,8,22,96,Akron Zips,Offense
11/16/2013,@ Massachusetts,W 14 - 13,1/,32,42,3,2,9,74,Akron Zips,Defense
11/29/2013,Toledo,W 31 - 29,1/,39,40,2,nan,8,79,Akron Zips,Offense
11/29/2013,Toledo,W 31 - 29,1/,28,30,5,2,12,58,Akron Zips,Defense
08/28/2014,Howard,W 41 - 0,1/,55,20,8,4,24,75,Akron Zips,Offense
08/28/2014,Howard,W 41 - 0,1/,40,11,3,nan,12,51,Akron Zips,Defense
09/06/2014,@ Penn St.,L 3 - 21,1/,35,32,2,6,17,nan,Akron Zips,Offense
09/06/2014,@ Penn St.,L 3 - 21,1/,40,22,4,6,20,nan,Akron Zips,Defense
09/20/2014,Marshall,L 17 - 48,1/,42,14,2,nan,10,56,Akron Zips,Offense
09/20/2014,Marshall,L 17 - 48,1/,46,nan,6,nan,21,46,Akron Zips,Defense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,46,27,4,2,32,73,Akron Zips,Offense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,37,18,2,nan,14,55,Akron Zips,Defense
10/04/2014,Eastern Mich.,W 31 - 6,1/,49,16,8,nan,48,65,Akron Zips,Offense
10/04/2014,Eastern Mich.,W 31 - 6,1/,55,6,3,nan,15,61,Akron Zips,Defense
10/11/2014,Miami (OH),W 29 - 19,1/,35,18,9/,2,64/,53,Akron Zips,Offense
10/11/2014,Miami (OH),W 29 - 19,1/,45,20,6,nan,28,65,Akron Zips,Defense
10/18/2014,@ Ohio,L 20 - 23,1/,47,32,4,nan,12,79,Akron Zips,Offense
10/18/2014,@ Ohio,L 20 - 23,1/,36,26,4,6,15,62,Akron Zips,Defense
10/25/2014,@ Ball St.,L 21 - 35,1/,33,46,4,2,12,79,Akron Zips,Offense
10/25/2014,@ Ball St.,L 21 - 35,1/,33,38,4,nan,15,71,Akron Zips,Defense
11/04/2014,Bowling Green,L 10 - 27,1/,44,44,3,4,18,88,Akron Zips,Offense
11/04/2014,Bowling Green,L 10 - 27,1/,37,38,3,4,11,75,Akron Zips,Defense
11/11/2014,@ Buffalo,L 24 - 55,1/,44,40,4,2,8,84,Akron Zips,Offense
11/11/2014,@ Buffalo,L 24 - 55,1/,41,20,5,nan,27,61,Akron Zips,Defense
11/18/2014,Massachusetts,W 30 - 6,1/,33,18,6,2,18,51,Akron Zips,Offense
11/18/2014,Massachusetts,W 30 - 6,1/,39,40,4,4,14,79,Akron Zips,Defense
11/28/2014,@ Kent St.,L 24 - 27,1/,38,20,5,2,17,58,Akron Zips,Offense
11/28/2014,@ Kent St.,L 24 - 27,1/,24,32,4,2,21,56,Akron Zips,Defense
09/03/2016,VMI,W 47 - 24,1/,57,28,11/,8,52,85,Akron Zips,Offense
09/03/2016,VMI,W 47 - 24,1/,40,18,7,nan,15,58,Akron Zips,Defense
09/10/2016,@ Wisconsin,L 10 - 54,1/,52,38,3,4,11,90,Akron Zips,Offense
09/10/2016,@ Wisconsin,L 10 - 54,1/,30,10,6,nan,22,40,Akron Zips,Defense
09/17/2016,@ Marshall,W 65 - 38,1/,35,82/,5,12,38,117/,Akron Zips,Offense
09/17/2016,@ Marshall,W 65 - 38,1/,25,48,3,6,22,73,Akron Zips,Defense
09/24/2016,Appalachian St.,L 38 - 45,1/,51,36,5,2,9,87,Akron Zips,Offense
09/24/2016,Appalachian St.,L 38 - 45,1/,45,14,7,nan,28,59,Akron Zips,Defense
10/01/2016,@ Kent St.,W 31 - 27,1/,48,34,7,4,39,82,Akron Zips,Offense
10/01/2016,@ Kent St.,W 31 - 27,1/,34,24,4,nan,10,58,Akron Zips,Defense
10/08/2016,Miami (OH),W 35 - 13,1/,34,28,4,2,19,62,Akron Zips,Offense
10/08/2016,Miami (OH),W 35 - 13,1/,33,16,7,4,19,49,Akron Zips,Defense
10/15/2016,Western Mich.,L 0 - 41,1/,42,56,2,nan,7,98,Akron Zips,Offense
10/15/2016,Western Mich.,L 0 - 41,1/,34,20,8,2,40,54,Akron Zips,Defense
10/22/2016,@ Ball St.,W 35 - 25,1/,33,62,2,4,10,95,Akron Zips,Offense
10/22/2016,@ Ball St.,W 35 - 25,1/,40,32,2,nan,4,72,Akron Zips,Defense
10/27/2016,@ Buffalo,L 20 - 41,1/,33,28,1,nan,2,61,Akron Zips,Offense
10/27/2016,@ Buffalo,L 20 - 41,1/,55,20,6,2,25,75,Akron Zips,Defense
11/02/2016,Toledo,L 17 - 48,1/,51,34,nan,nan,nan,85,Akron Zips,Offense
11/02/2016,Toledo,L 17 - 48,1/,38,10,5,nan,9,48,Akron Zips,Defense
11/09/2016,Bowling Green,L 28 - 38,1/,48,24,6,nan,29,72,Akron Zips,Offense
11/09/2016,Bowling Green,L 28 - 38,1/,52,16,6,2,21,68,Akron Zips,Defense
11/22/2016,@ Ohio,L 3 - 9,1/,40,16,2,nan,13,56,Akron Zips,Offense
11/22/2016,@ Ohio,L 3 - 9,1/,34,24,7,2,39,58,Akron Zips,Defense
08/30/2014,Nicholls St.,W 44 - 16,1/,32,24,6,nan,36,56,Air Force Falcons,Offense
08/30/2014,Nicholls St.,W 44 - 16,1/,49,46,2,2,13,95,Air Force Falcons,Defense
09/06/2014,@ Wyoming,L 13 - 17,1/,40,16,6,nan,11,56,Air Force Falcons,Offense
09/06/2014,@ Wyoming,L 13 - 17,1/,54,28,7,nan,29,82,Air Force Falcons,Defense
09/13/2014,@ Georgia St.,W 48 - 38,1/,40,14,3,4,32,54,Air Force Falcons,Offense
09/13/2014,@ Georgia St.,W 48 - 38,1/,54,38,4,2,17,92,Air Force Falcons,Defense
09/27/2014,Boise St.,W 28 - 14,1/,39,24,6,nan,18,63,Air Force Falcons,Offense
09/27/2014,Boise St.,W 28 - 14,1/,38,40,3,2,9,78,Air Force Falcons,Defense
10/04/2014,Navy,W 30 - 21,1/,35,42,7,4,25,77,Air Force Falcons,Offense
10/04/2014,Navy,W 30 - 21,1/,38,38,2,nan,4,76,Air Force Falcons,Defense
10/11/2014,@ Utah St.,L 16 - 34,1/,20,56,6,8,21,76,Air Force Falcons,Offense
10/11/2014,@ Utah St.,L 16 - 34,1/,35,62,4,8,30,97,Air Force Falcons,Defense
10/18/2014,New Mexico,W 35 - 31,1/,31,44,4,2,7,75,Air Force Falcons,Offense
10/18/2014,New Mexico,W 35 - 31,1/,50,46,5,nan,29,96,Air Force Falcons,Defense
11/01/2014,@ Army West Point,W 23 - 6,1/,38,14,7,2,34,52,Air Force Falcons,Offense
11/01/2014,@ Army West Point,W 23 - 6,1/,49,36,4,nan,11,85,Air Force Falcons,Defense
11/08/2014,@ UNLV,W 48 - 21,1/,43,22,5,6,35,65,Air Force Falcons,Offense
11/08/2014,@ UNLV,W 48 - 21,1/,52,48,4,4,13,100,Air Force Falcons,Defense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,38,48,2,4,6,86,Air Force Falcons,Offense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,48,42,5,4,14,90,Air Force Falcons,Defense
11/21/2014,@ San Diego St.,L 14 - 30,1/,49,18,4,nan,9,67,Air Force Falcons,Offense
11/21/2014,@ San Diego St.,L 14 - 30,1/,51,10,5,nan,8,61,Air Force Falcons,Defense
11/28/2014,Colorado St.,W 27 - 24,1/,37,26,5,2,32,63,Air Force Falcons,Offense
11/28/2014,Colorado St.,W 27 - 24,1/,48,38,4,4,14,86,Air Force Falcons,Defense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,40,4,7,nan,26,44,Air Force Falcons,Offense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,53,22,4,nan,18,75,Air Force Falcons,Defense
08/31/2013,Colgate,W 38 - 13,1/,31,44,1,2,3,75,Air Force Falcons,Offense
08/31/2013,Colgate,W 38 - 13,1/,41,40,4,nan,23,81,Air Force Falcons,Defense
09/07/2013,Utah St.,L 20 - 52,1/,49,36,2,2,21,85,Air Force Falcons,Offense
09/07/2013,Utah St.,L 20 - 52,1/,27,48,3,2,4,75,Air Force Falcons,Defense
09/13/2013,@ Boise St.,L 20 - 42,1/,47,30,2,nan,4,77,Air Force Falcons,Offense
09/13/2013,@ Boise St.,L 20 - 42,1/,34,40,3,nan,7,74,Air Force Falcons,Defense
09/21/2013,Wyoming,L 23 - 56,1/,46,38,1,8,15,84,Air Force Falcons,Offense
09/21/2013,Wyoming,L 23 - 56,1/,49,36,4,4,23,85,Air Force Falcons,Defense
09/28/2013,@ Nevada,L 42 - 45,1/,62,32,3,nan,4,94,Air Force Falcons,Offense
09/28/2013,@ Nevada,L 42 - 45,1/,35,36,3,2,8,71,Air Force Falcons,Defense
10/05/2013,@ Navy,L 10 - 28,1/,48,14,2,2,14,62,Air Force Falcons,Offense
10/05/2013,@ Navy,L 10 - 28,1/,53,22,3,nan,11,75,Air Force Falcons,Defense
10/10/2013,San Diego St.,L 20 - 27,1/,38,28,3,nan,23,66,Air Force Falcons,Offense
10/10/2013,San Diego St.,L 20 - 27,1/,32,38,6,4,38,70,Air Force Falcons,Defense
10/26/2013,Notre Dame,L 10 - 45,1/,33,26,5,nan,15,59,Air Force Falcons,Offense
10/26/2013,Notre Dame,L 10 - 45,1/,58,30,7,nan,11,88,Air Force Falcons,Defense
11/02/2013,Army West Point,W 42 - 28,1/,49,44,5,nan,24,93,Air Force Falcons,Offense
11/02/2013,Army West Point,W 42 - 28,1/,28,34,2,nan,8,62,Air Force Falcons,Defense
11/08/2013,@ New Mexico,L 37 - 45,1/,44,34,3,nan,19,78,Air Force Falcons,Offense
11/08/2013,@ New Mexico,L 37 - 45,1/,39,42,3,2,21,81,Air Force Falcons,Defense
11/21/2013,UNLV,L 21 - 41,1/,40,54,3,6,21,94,Air Force Falcons,Offense
11/21/2013,UNLV,L 21 - 41,1/,43,28,6,4,28,71,Air Force Falcons,Defense
11/30/2013,@ Colorado St.,L 13 - 58,1/,36,52,1,2,7,88,Air Force Falcons,Offense
11/30/2013,@ Colorado St.,L 13 - 58,1/,35,44,1,2,6,79,Air Force Falcons,Defense
09/03/2016,Abilene Christian,W 37 - 21,1/,28,30,4,2,15,58,Air Force Falcons,Offense
09/03/2016,Abilene Christian,W 37 - 21,1/,54,24,3,nan,13,78,Air Force Falcons,Defense
09/10/2016,Georgia St.,W 48 - 14,1/,15,14,2,2,6,29,Air Force Falcons,Offense
09/10/2016,Georgia St.,W 48 - 14,1/,45,60,1,nan,4,105,Air Force Falcons,Defense
09/24/2016,@ Utah St.,W 27 - 20,1/,39,42,8,6,59,81,Air Force Falcons,Offense
09/24/2016,@ Utah St.,W 27 - 20,1/,18,72/,3,2,13,90,Air Force Falcons,Defense
10/01/2016,Navy,W 28 - 14,1/,35,34,5,6,47,69,Air Force Falcons,Offense
10/01/2016,Navy,W 28 - 14,1/,35,42,1,nan,6,77,Air Force Falcons,Defense
10/08/2016,@ Wyoming,L 26 - 35,1/,43,44,5,nan,28,87,Air Force Falcons,Offense
10/08/2016,@ Wyoming,L 26 - 35,1/,30,24,6,2,33,54,Air Force Falcons,Defense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,44,20,3,2,10,64,Air Force Falcons,Offense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,48,16,6,2,38,64,Air Force Falcons,Defense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,25,28,2,4,19,53,Air Force Falcons,Offense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,57,58,7,4,23,115/,Air Force Falcons,Defense
10/28/2016,@ Fresno St.,W 31 - 21,1/,36,32,7,2,24,68,Air Force Falcons,Offense
10/28/2016,@ Fresno St.,W 31 - 21,1/,45,64,3,4,17,109,Air Force Falcons,Defense
11/05/2016,@ Army West Point,W 31 - 12,1/,35,22,5,2,25,57,Air Force Falcons,Offense
11/05/2016,@ Army West Point,W 31 - 12,1/,36,32,1,2,5,68,Air Force Falcons,Defense
11/12/2016,Colorado St.,W 49 - 46,1/,35,32,1,nan,3,nan,Air Force Falcons,Offense
11/12/2016,Colorado St.,W 49 - 46,1/,43,38,4,nan,4,nan,Air Force Falcons,Defense
11/19/2016,@ San Jose St.,W 41 - 38,1/,45,30,7,2,38,75,Air Force Falcons,Offense
11/19/2016,@ San Jose St.,W 41 - 38,1/,47,36,3,nan,13,83,Air Force Falcons,Defense
11/25/2016,Boise St.,W 27 - 20,1/,24,22,3,nan,11,46,Air Force Falcons,Offense
11/25/2016,Boise St.,W 27 - 20,1/,63,30,3,2,20,93,Air Force Falcons,Defense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,29,2,5,nan,34,31,Air Force Falcons,Offense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,55,14,8,4,35,69,Air Force Falcons,Defense
09/05/2015,Morgan St.,W 63 - 7,1/,32,24,6,2,32,56,Air Force Falcons,Offense
09/05/2015,Morgan St.,W 63 - 7,1/,39,38,nan,nan,nan,77,Air Force Falcons,Defense
09/12/2015,San Jose St.,W 37 - 16,1/,28,12,6,nan,28,40,Air Force Falcons,Offense
09/12/2015,San Jose St.,W 37 - 16,1/,45,36,5,2,17,81,Air Force Falcons,Defense
09/19/2015,@ Michigan St.,L 21 - 35,1/,31,48,4,8,28,79,Air Force Falcons,Offense
09/19/2015,@ Michigan St.,L 21 - 35,1/,28,52,2,6,11,80,Air Force Falcons,Defense
10/03/2015,@ Navy,L 11 - 33,1/,36,34,7,nan,26,70,Air Force Falcons,Offense
10/03/2015,@ Navy,L 11 - 33,1/,48,32,2,nan,4,80,Air Force Falcons,Defense
10/10/2015,Wyoming,W 31 - 17,1/,30,36,5,2,29,66,Air Force Falcons,Offense
10/10/2015,Wyoming,W 31 - 17,1/,43,28,4,2,10,71,Air Force Falcons,Defense
10/17/2015,@ Colorado St.,L 23 - 38,1/,41,28,6,2,16,69,Air Force Falcons,Offense
10/17/2015,@ Colorado St.,L 23 - 38,1/,43,44,5,2,44,87,Air Force Falcons,Defense
10/24/2015,Fresno St.,W 42 - 14,1/,23,18,5,4,22,41,Air Force Falcons,Offense
10/24/2015,Fresno St.,W 42 - 14,1/,49,54,2,nan,7,103/,Air Force Falcons,Defense
10/31/2015,@ Hawaii,W 58 - 7,1/,27,6,3,2,25,33,Air Force Falcons,Offense
10/31/2015,@ Hawaii,W 58 - 7,1/,60,38,3,nan,8,98,Air Force Falcons,Defense
11/07/2015,Army West Point,W 20 - 3,1/,25,42,3,4,14,67,Air Force Falcons,Offense
11/07/2015,Army West Point,W 20 - 3,1/,35,26,2,2,6,61,Air Force Falcons,Defense
11/14/2015,Utah St.,W 35 - 28,1/,31,16,3,6,23,47,Air Force Falcons,Offense
11/14/2015,Utah St.,W 35 - 28,1/,56,24,3,nan,6,80,Air Force Falcons,Defense
11/20/2015,@ Boise St.,W 37 - 30,1/,44,26,10,6,37,70,Air Force Falcons,Offense
11/20/2015,@ Boise St.,W 37 - 30,1/,44,30,7,nan,24,74,Air Force Falcons,Defense
11/28/2015,@ New Mexico,L 35 - 47,1/,45,22,6,4,29,67,Air Force Falcons,Offense
11/28/2015,@ New Mexico,L 35 - 47,1/,25,30,2,nan,5,55,Air Force Falcons,Defense
12/05/2015,@ San Diego St.,L 24 - 27,1/,38,34,6,2,14,72,Air Force Falcons,Offense
12/05/2015,@ San Diego St.,L 24 - 27,1/,38,32,2,4,11,70,Air Force Falcons,Defense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,37,38,2,2,21,75,Air Force Falcons,Offense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,41,44,3,2,10,85,Air Force Falcons,Defense
08/31/2013,Washington St.,W 31 - 24,1/,46,8,6,nan,21,54,Auburn Tigers,Offense
08/31/2013,Washington St.,W 31 - 24,1/,47,16,4,2,15,63,Auburn Tigers,Defense
09/07/2013,Arkansas St.,W 38 - 9,1/,51,33,8,10/,40,84,Auburn Tigers,Offense
09/07/2013,Arkansas St.,W 38 - 9,1/,36,34,5,nan,13,70,Auburn Tigers,Defense
09/14/2013,Mississippi St.,W 24 - 20,1/,33,34,2,2,6,67,Auburn Tigers,Offense
09/14/2013,Mississippi St.,W 24 - 20,1/,50,16,4,nan,21,66,Auburn Tigers,Defense
09/21/2013,@ LSU,L 21 - 35,1/,24,52,2,8,13,76,Auburn Tigers,Offense
09/21/2013,@ LSU,L 21 - 35,1/,32,74/,3,2,27,106/,Auburn Tigers,Defense
10/05/2013,Ole Miss,W 30 - 22,1/,53,18,12/,4,47,71,Auburn Tigers,Offense
10/05/2013,Ole Miss,W 30 - 22,1/,38,30,4,nan,9,68,Auburn Tigers,Defense
10/12/2013,Western Caro.,W 62 - 3,1/,30,12,7,nan,33,42,Auburn Tigers,Offense
10/12/2013,Western Caro.,W 62 - 3,1/,36,32,1,2,5,68,Auburn Tigers,Defense
10/19/2013,@ Texas A&M,W 45 - 41,1/,47,34,6,2,53,81,Auburn Tigers,Offense
10/19/2013,@ Texas A&M,W 45 - 41,1/,47,40,2,4,19,87,Auburn Tigers,Defense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,27,18,5,2,13,45,Auburn Tigers,Offense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,55,32,6,nan,22,87,Auburn Tigers,Defense
11/02/2013,@ Arkansas,W 35 - 17,1/,36,36,3,4,19,72,Auburn Tigers,Offense
11/02/2013,@ Arkansas,W 35 - 17,1/,31,34,3,2,13,65,Auburn Tigers,Defense
11/09/2013,@ Tennessee,W 55 - 23,1/,49,24,5,2,26,73,Auburn Tigers,Offense
11/09/2013,@ Tennessee,W 55 - 23,1/,42,24,3,nan,13,66,Auburn Tigers,Defense
11/16/2013,Georgia,W 43 - 38,1/,44,16,2,nan,6,60,Auburn Tigers,Offense
11/16/2013,Georgia,W 43 - 38,1/,58,30,4,nan,14,88,Auburn Tigers,Defense
11/30/2013,Alabama,W 34 - 28,1/,33,34,2,6,10,67,Auburn Tigers,Offense
11/30/2013,Alabama,W 34 - 28,1/,46,30,4,6,36,76,Auburn Tigers,Defense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,41,20,4,2,19,61,Auburn Tigers,Offense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,59,28,6,nan,19,87,Auburn Tigers,Defense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,40,20,4,2,23,60,Auburn Tigers,Offense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,50,28,4,6,29,78,Auburn Tigers,Defense
09/04/2015,Fordham,L 35 - 37,1/,43,22,6,4,58/,65,Army West Point Black Knights,Offense
09/04/2015,Fordham,L 35 - 37,1/,39,20,3,2,9,59,Army West Point Black Knights,Defense
09/12/2015,@ UConn,L 17 - 22,1/,40,38,9,2,39,78,Army West Point Black Knights,Offense
09/12/2015,@ UConn,L 17 - 22,1/,28,20,4,nan,9,48,Army West Point Black Knights,Defense
09/19/2015,Wake Forest,L 14 - 17,1/,39,14,6,2,21,53,Army West Point Black Knights,Offense
09/19/2015,Wake Forest,L 14 - 17,1/,40,34,6,6,23,74,Army West Point Black Knights,Defense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,37,24,3,nan,5,61,Army West Point Black Knights,Offense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,46,54,3,6,13,100,Army West Point Black Knights,Defense
10/03/2015,@ Penn St.,L 14 - 20,1/,25,26,6,nan,25,51,Army West Point Black Knights,Offense
10/03/2015,@ Penn St.,L 14 - 20,1/,36,38,6,nan,46,74,Army West Point Black Knights,Defense
10/10/2015,Duke,L 3 - 44,1/,47,30,3,nan,7,77,Army West Point Black Knights,Offense
10/10/2015,Duke,L 3 - 44,1/,42,26,10,2,61,68,Army West Point Black Knights,Defense
10/17/2015,Bucknell,W 21 - 14,1/,28,26,2,4,8,54,Army West Point Black Knights,Offense
10/17/2015,Bucknell,W 21 - 14,1/,49,28,3,2,6,77,Army West Point Black Knights,Defense
10/24/2015,@ Rice,L 31 - 38,1/,45,14,5,nan,11,59,Army West Point Black Knights,Offense
10/24/2015,@ Rice,L 31 - 38,1/,45,20,5,4,10,65,Army West Point Black Knights,Defense
11/07/2015,@ Air Force,L 3 - 20,1/,35,26,2,2,6,61,Army West Point Black Knights,Offense
11/07/2015,@ Air Force,L 3 - 20,1/,25,42,3,4,14,67,Army West Point Black Knights,Defense
11/14/2015,Tulane,L 31 - 34,1/,35,18,3,4,26,53,Army West Point Black Knights,Offense
11/14/2015,Tulane,L 31 - 34,1/,54,14,9,2,26,68,Army West Point Black Knights,Defense
11/21/2015,Rutgers,L 21 - 31,1/,39,22,1,nan,1,61,Army West Point Black Knights,Offense
11/21/2015,Rutgers,L 21 - 31,1/,46,20,3,4,13,66,Army West Point Black Knights,Defense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,30,26,4,nan,7,56,Army West Point Black Knights,Offense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,45,14,7,2,38,59,Army West Point Black Knights,Defense
09/06/2014,Buffalo,W 47 - 39,1/,58,12,4,nan,8,70,Army West Point Black Knights,Offense
09/06/2014,Buffalo,W 47 - 39,1/,45,24,4,nan,14,69,Army West Point Black Knights,Defense
09/13/2014,@ Stanford,L 0 - 35,1/,32,30,5,2,12,62,Army West Point Black Knights,Offense
09/13/2014,@ Stanford,L 0 - 35,1/,39,42,8,2,33,81,Army West Point Black Knights,Defense
09/20/2014,@ Wake Forest,L 21 - 24,1/,45,14,9,2,36,59,Army West Point Black Knights,Offense
09/20/2014,@ Wake Forest,L 21 - 24,1/,46,30,4,4,12,76,Army West Point Black Knights,Defense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,49,22,2,nan,11,71,Army West Point Black Knights,Offense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,49,18,4,2,10,67,Army West Point Black Knights,Defense
10/04/2014,Ball St.,W 33 - 24,1/,26,32,1,2,10,58,Army West Point Black Knights,Offense
10/04/2014,Ball St.,W 33 - 24,1/,50,34,7,nan,22,84,Army West Point Black Knights,Defense
10/11/2014,Rice,L 21 - 41,1/,38,18,8,nan,30,56,Army West Point Black Knights,Offense
10/11/2014,Rice,L 21 - 41,1/,51,14,13/,nan,37,65,Army West Point Black Knights,Defense
10/18/2014,@ Kent St.,L 17 - 39,1/,36,24,2,4,11,60,Army West Point Black Knights,Offense
10/18/2014,@ Kent St.,L 17 - 39,1/,41,48,4,4,27,89,Army West Point Black Knights,Defense
11/01/2014,Air Force,L 6 - 23,1/,49,36,4,nan,11,85,Army West Point Black Knights,Offense
11/01/2014,Air Force,L 6 - 23,1/,38,14,7,2,34,52,Army West Point Black Knights,Defense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,1/,40,14,2,nan,6,54,Army West Point Black Knights,Offense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,1/,49,24,1,2,3,73,Army West Point Black Knights,Defense
11/15/2014,@ Western Ky.,L 24 - 52,1/,42,16,3,nan,11,58,Army West Point Black Knights,Offense
11/15/2014,@ Western Ky.,L 24 - 52,1/,54,16,8,nan,21,70,Army West Point Black Knights,Defense
11/22/2014,Fordham,W 42 - 31,1/,43,8,4,nan,16,51,Army West Point Black Knights,Offense
11/22/2014,Fordham,W 42 - 31,1/,47,32,2,nan,5,79,Army West Point Black Knights,Defense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,1/,33,46,4,4,17,79,Army West Point Black Knights,Offense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,1/,30,44,5,nan,19,74,Army West Point Black Knights,Defense
09/02/2016,@ Temple,W 28 - 13,1/,31,16,6,nan,21,47,Army West Point Black Knights,Offense
