Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
10/16/2014,Virginia Tech,W 21 - 16,1/,,240,2,4,nan,87,Pittsburgh Panthers,Offense
10/16/2014,Virginia Tech,W 21 - 16,1/,,245,nan,1,nan,9,Pittsburgh Panthers,Defense
10/25/2014,Georgia Tech,L 28 - 56,1/,,323,3,3,nan,60,Pittsburgh Panthers,Offense
10/25/2014,Georgia Tech,L 28 - 56,1/,,577,6,2,nan,33,Pittsburgh Panthers,Defense
11/01/2014,Duke,L 48 - 51 (2OT),1/,,439,2,6,nan,152,Pittsburgh Panthers,Offense
11/01/2014,Duke,L 48 - 51 (2OT),1/,,372,nan,5,1/,180,Pittsburgh Panthers,Defense
11/15/2014,@ North Carolina,L 35 - 40,1/,,368,2,3,nan,58,Pittsburgh Panthers,Offense
11/15/2014,@ North Carolina,L 35 - 40,1/,,449,4,3,nan,51,Pittsburgh Panthers,Defense
11/22/2014,Syracuse,W 30 - 7,1/,,450,4,2,nan,27,Pittsburgh Panthers,Offense
11/22/2014,Syracuse,W 30 - 7,1/,,92,nan,3,nan,52,Pittsburgh Panthers,Defense
11/29/2014,@ Miami (FL),W 35 - 23,1/,,385,2,6,nan,190,Pittsburgh Panthers,Offense
11/29/2014,@ Miami (FL),W 35 - 23,1/,,366,nan,4,nan,59,Pittsburgh Panthers,Defense
01/02/2015,"Houston @ Fort Worth, Texas",L 34 - 35,1/,,380,1,4,nan,87,Pittsburgh Panthers,Offense
01/02/2015,"Houston @ Fort Worth, Texas",L 34 - 35,1/,,239,nan,5,nan,63,Pittsburgh Panthers,Defense
08/30/2014,"UCF @ Dublin, Ireland",W 26 - 24,1/,,366,1,5,nan,129,Penn St. Nittany Lions,Offense
08/30/2014,"UCF @ Dublin, Ireland",W 26 - 24,1/,,306,nan,5,nan,142,Penn St. Nittany Lions,Defense
09/06/2014,Akron,W 21 - 3,1/,,247,1,2,nan,53,Penn St. Nittany Lions,Offense
09/06/2014,Akron,W 21 - 3,1/,,130,nan,2,nan,36,Penn St. Nittany Lions,Defense
09/13/2014,@ Rutgers,W 13 - 10,1/,,246,2,2,nan,36,Penn St. Nittany Lions,Offense
09/13/2014,@ Rutgers,W 13 - 10,1/,,173,nan,2,nan,42,Penn St. Nittany Lions,Defense
09/20/2014,Massachusetts,W 48 - 7,1/,,576,8,1,nan,25,Penn St. Nittany Lions,Offense
09/20/2014,Massachusetts,W 48 - 7,1/,,130,1,1,nan,20,Penn St. Nittany Lions,Defense
09/27/2014,Northwestern,L 6 - 29,1/,,191,1,4,nan,67,Penn St. Nittany Lions,Offense
09/27/2014,Northwestern,L 6 - 29,1/,,384,2,2,nan,56,Penn St. Nittany Lions,Defense
10/11/2014,@ Michigan,L 13 - 18,1/,,270,2,2,nan,38,Penn St. Nittany Lions,Offense
10/11/2014,@ Michigan,L 13 - 18,1/,,320,3,2,nan,52,Penn St. Nittany Lions,Defense
10/25/2014,Ohio St.,L 24 - 31 (2OT),1/,,246,1,2,nan,35,Penn St. Nittany Lions,Offense
10/25/2014,Ohio St.,L 24 - 31 (2OT),1/,,257,2,3,nan,81,Penn St. Nittany Lions,Defense
11/01/2014,Maryland,L 19 - 20,1/,,366,2,4,nan,76,Penn St. Nittany Lions,Offense
11/01/2014,Maryland,L 19 - 20,1/,,317,1,4,nan,75,Penn St. Nittany Lions,Defense
11/08/2014,@ Indiana,W 13 - 7,1/,,233,nan,1,nan,8,Penn St. Nittany Lions,Offense
11/08/2014,@ Indiana,W 13 - 7,1/,,130,1,3,nan,58,Penn St. Nittany Lions,Defense
11/15/2014,Temple,W 30 - 13,1/,,380,2,3,nan,72,Penn St. Nittany Lions,Offense
11/15/2014,Temple,W 30 - 13,1/,,246,1,4,nan,87,Penn St. Nittany Lions,Defense
11/22/2014,@ Illinois,L 14 - 16,1/,,160,1,1,nan,21,Penn St. Nittany Lions,Offense
11/22/2014,@ Illinois,L 14 - 16,1/,,249,3,1,nan,7,Penn St. Nittany Lions,Defense
11/29/2014,Michigan St.,L 10 - 34,1/,,180,nan,5,nan,107,Penn St. Nittany Lions,Offense
11/29/2014,Michigan St.,L 10 - 34,1/,,459,2,3,1/,135,Penn St. Nittany Lions,Defense
12/27/2014,Boston College,W 31 - 30 (1OT),1/,,261,nan,3,nan,64,Penn St. Nittany Lions,Offense
12/27/2014,Boston College,W 31 - 30 (1OT),1/,,301,1,4,nan,149,Penn St. Nittany Lions,Defense
09/03/2016,Kent St.,W 33 - 13,1/,7,453,6,4,nan,88,Penn St. Nittany Lions,Offense
09/03/2016,Kent St.,W 33 - 13,1/,4,242,nan,1,nan,22,Penn St. Nittany Lions,Defense
09/10/2016,@ Pittsburgh,L 39 - 42,1/,7,424,4,5,nan,110,Penn St. Nittany Lions,Offense
09/10/2016,@ Pittsburgh,L 39 - 42,1/,7,430,2,3,nan,98,Penn St. Nittany Lions,Defense
09/17/2016,Temple,W 34 - 27,1/,7,451,6,4,nan,83,Penn St. Nittany Lions,Offense
09/17/2016,Temple,W 34 - 27,1/,6,295,1,nan,nan,nan,Penn St. Nittany Lions,Defense
09/24/2016,@ Michigan,L 10 - 49,1/,3,159,nan,3,nan,67,Penn St. Nittany Lions,Offense
09/24/2016,@ Michigan,L 10 - 49,1/,8,518,5,3,nan,27,Penn St. Nittany Lions,Defense
10/01/2016,Minnesota,W 29 - 26 (1OT),1/,6,372,3,2,nan,26,Penn St. Nittany Lions,Offense
10/01/2016,Minnesota,W 29 - 26 (1OT),1/,6,351,3,3,nan,52,Penn St. Nittany Lions,Defense
10/08/2016,Maryland,W 38 - 14,1/,7,428,2,3,nan,50,Penn St. Nittany Lions,Offense
10/08/2016,Maryland,W 38 - 14,1/,3,177,nan,5,nan,84,Penn St. Nittany Lions,Defense
10/22/2016,Ohio St.,W 24 - 21,1/,6,356,1,4,nan,89,Penn St. Nittany Lions,Offense
10/22/2016,Ohio St.,W 24 - 21,1/,5,300,1,5,nan,80,Penn St. Nittany Lions,Defense
10/29/2016,@ Purdue,W 62 - 24,1/,11,705,5,3,nan,27,Penn St. Nittany Lions,Offense
10/29/2016,@ Purdue,W 62 - 24,1/,5,226,nan,5,nan,97,Penn St. Nittany Lions,Defense
11/05/2016,Iowa,W 41 - 14,1/,7,450,3,3,nan,77,Penn St. Nittany Lions,Offense
11/05/2016,Iowa,W 41 - 14,1/,3,194,nan,4,nan,78,Penn St. Nittany Lions,Defense
11/12/2016,@ Indiana,W 45 - 31,1/,8,491,3,5,nan,79,Penn St. Nittany Lions,Offense
11/12/2016,@ Indiana,W 45 - 31,1/,6,344,1,4,nan,77,Penn St. Nittany Lions,Defense
11/19/2016,@ Rutgers,W 39 - 0,1/,9,523,4,1,nan,12,Penn St. Nittany Lions,Offense
11/19/2016,@ Rutgers,W 39 - 0,1/,1,58,nan,5,nan,97,Penn St. Nittany Lions,Defense
11/26/2016,Michigan St.,W 45 - 12,1/,8,513,4,3,nan,63,Penn St. Nittany Lions,Offense
11/26/2016,Michigan St.,W 45 - 12,1/,5,288,1,3,nan,53,Penn St. Nittany Lions,Defense
12/03/2016,"Wisconsin @ Indianapolis, Ind.",W 38 - 31,1/,7,450,4,4,nan,83,Penn St. Nittany Lions,Offense
12/03/2016,"Wisconsin @ Indianapolis, Ind.",W 38 - 31,1/,6,386,2,3,nan,62,Penn St. Nittany Lions,Defense
01/02/2017,"Southern California @ Pasadena, Calif.",L 49 - 52,1/,8,461,1,5,nan,111,Penn St. Nittany Lions,Offense
01/02/2017,"Southern California @ Pasadena, Calif.",L 49 - 52,1/,9,563,3,6,nan,114,Penn St. Nittany Lions,Defense
08/31/2013,"Syracuse @ E. Rutherford, N.J.",W 23 - 17,1/,,390,4,3,nan,66,Penn St. Nittany Lions,Offense
08/31/2013,"Syracuse @ E. Rutherford, N.J.",W 23 - 17,1/,,256,1,2,nan,70,Penn St. Nittany Lions,Defense
09/07/2013,Eastern Mich.,W 45 - 7,1/,,489,3,2,nan,44,Penn St. Nittany Lions,Offense
09/07/2013,Eastern Mich.,W 45 - 7,1/,,116,nan,5,nan,111,Penn St. Nittany Lions,Defense
09/14/2013,UCF,L 31 - 34,1/,,381,1,7/,nan,162,Penn St. Nittany Lions,Offense
09/14/2013,UCF,L 31 - 34,1/,,444,nan,5,nan,115,Penn St. Nittany Lions,Defense
09/21/2013,Kent St.,W 34 - 0,1/,,439,nan,1,nan,15,Penn St. Nittany Lions,Offense
09/21/2013,Kent St.,W 34 - 0,1/,,63,nan,7,nan,144,Penn St. Nittany Lions,Defense
10/05/2013,@ Indiana,L 24 - 44,1/,,315,4,3,nan,64,Penn St. Nittany Lions,Offense
10/05/2013,@ Indiana,L 24 - 44,1/,,455,4,1,nan,13,Penn St. Nittany Lions,Defense
10/12/2013,Michigan,W 43 - 40 (1OT),1/,,431,1,2,nan,39,Penn St. Nittany Lions,Offense
10/12/2013,Michigan,W 43 - 40 (1OT),1/,,446,5,6,nan,154,Penn St. Nittany Lions,Defense
10/26/2013,@ Ohio St.,L 14 - 63,1/,,189,2,5,nan,71,Penn St. Nittany Lions,Offense
10/26/2013,@ Ohio St.,L 14 - 63,1/,,545,3,1,nan,49,Penn St. Nittany Lions,Defense
11/02/2013,Illinois,W 24 - 17 (1OT),1/,,259,2,1,nan,27,Penn St. Nittany Lions,Offense
11/02/2013,Illinois,W 24 - 17 (1OT),1/,,193,2,2,nan,37,Penn St. Nittany Lions,Defense
11/09/2013,@ Minnesota,L 10 - 24,1/,,186,nan,2,nan,39,Penn St. Nittany Lions,Offense
11/09/2013,@ Minnesota,L 10 - 24,1/,,311,3,3,nan,67,Penn St. Nittany Lions,Defense
11/16/2013,Purdue,W 45 - 21,1/,,451,1,3,nan,52,Penn St. Nittany Lions,Offense
11/16/2013,Purdue,W 45 - 21,1/,,238,1,7/,1/,205,Penn St. Nittany Lions,Defense
11/23/2013,Nebraska,L 20 - 23 (1OT),1/,,229,nan,2,nan,37,Penn St. Nittany Lions,Offense
11/23/2013,Nebraska,L 20 - 23 (1OT),1/,,320,3,4,1/,143,Penn St. Nittany Lions,Defense
11/30/2013,@ Wisconsin,W 31 - 24,1/,,320,nan,5,nan,73,Penn St. Nittany Lions,Offense
11/30/2013,@ Wisconsin,W 31 - 24,1/,,235,nan,6,nan,78,Penn St. Nittany Lions,Defense
09/05/2015,@ Temple,L 10 - 27,1/,3,195,1,5,nan,128,Penn St. Nittany Lions,Offense
09/05/2015,@ Temple,L 10 - 27,1/,6,360,nan,2,nan,36,Penn St. Nittany Lions,Defense
09/12/2015,Buffalo,W 27 - 14,1/,6,383,3,2,nan,76,Penn St. Nittany Lions,Offense
09/12/2015,Buffalo,W 27 - 14,1/,3,124,nan,3,nan,54,Penn St. Nittany Lions,Defense
09/19/2015,Rutgers,W 28 - 3,1/,5,318,4,2,nan,57,Penn St. Nittany Lions,Offense
09/19/2015,Rutgers,W 28 - 3,1/,2,130,nan,1,nan,8,Penn St. Nittany Lions,Defense
09/26/2015,San Diego St.,W 37 - 21,1/,8,513,5,4,nan,98,Penn St. Nittany Lions,Offense
09/26/2015,San Diego St.,W 37 - 21,1/,4,248,nan,2,1/,137,Penn St. Nittany Lions,Defense
10/03/2015,Army West Point,W 20 - 14,1/,5,318,1,1,nan,14,Penn St. Nittany Lions,Offense
10/03/2015,Army West Point,W 20 - 14,1/,3,187,2,4,nan,85,Penn St. Nittany Lions,Defense
10/10/2015,Indiana,W 29 - 7,1/,6,387,4,1,nan,21,Penn St. Nittany Lions,Offense
10/10/2015,Indiana,W 29 - 7,1/,1,63,nan,1,nan,20,Penn St. Nittany Lions,Defense
10/17/2015,@ Ohio St.,L 10 - 38,1/,3,190,1,7,nan,117,Penn St. Nittany Lions,Offense
10/17/2015,@ Ohio St.,L 10 - 38,1/,7,417,nan,2,nan,46,Penn St. Nittany Lions,Defense
10/24/2015,@ Maryland,W 31 - 30,1/,6,376,1,6,nan,125,Penn St. Nittany Lions,Offense
10/24/2015,@ Maryland,W 31 - 30,1/,7,440,1,4,nan,100,Penn St. Nittany Lions,Defense
10/31/2015,Illinois,W 39 - 0,1/,8,490,3,1,nan,57,Penn St. Nittany Lions,Offense
10/31/2015,Illinois,W 39 - 0,1/,1,65,nan,3,nan,39,Penn St. Nittany Lions,Defense
11/07/2015,@ Northwestern,L 21 - 23,1/,4,227,1,3,nan,56,Penn St. Nittany Lions,Offense
11/07/2015,@ Northwestern,L 21 - 23,1/,5,297,2,3,1/,119,Penn St. Nittany Lions,Defense
11/21/2015,Michigan,L 16 - 28,1/,5,293,nan,4,nan,61,Penn St. Nittany Lions,Offense
11/21/2015,Michigan,L 16 - 28,1/,5,307,1,5,nan,122,Penn St. Nittany Lions,Defense
11/28/2015,@ Michigan St.,L 16 - 55,1/,3,141,nan,4,nan,63,Penn St. Nittany Lions,Offense
11/28/2015,@ Michigan St.,L 16 - 55,1/,9,565,4,2,nan,25,Penn St. Nittany Lions,Defense
01/02/2016,"Georgia @ Jacksonville, Fla.",L 17 - 24,1/,4,189,1,3,nan,69,Penn St. Nittany Lions,Offense
01/02/2016,"Georgia @ Jacksonville, Fla.",L 17 - 24,1/,5,309,1,1,nan,27,Penn St. Nittany Lions,Defense
08/31/2013,Eastern Wash.,L 46 - 49,1/,,475,4,8,nan,162,Oregon St. Beavers,Offense
08/31/2013,Eastern Wash.,L 46 - 49,1/,,614,2,4,nan,69,Oregon St. Beavers,Defense
09/07/2013,Hawaii,W 33 - 14,1/,,384,2,4,nan,72,Oregon St. Beavers,Offense
09/07/2013,Hawaii,W 33 - 14,1/,,232,nan,4,nan,54,Oregon St. Beavers,Defense
09/14/2013,@ Utah,W 51 - 48 (1OT),1/,,586,5,8,nan,145,Oregon St. Beavers,Offense
09/14/2013,@ Utah,W 51 - 48 (1OT),1/,,496,nan,4,nan,84,Oregon St. Beavers,Defense
09/21/2013,@ San Diego St.,W 34 - 30,1/,,388,2,4,nan,75,Oregon St. Beavers,Offense
09/21/2013,@ San Diego St.,W 34 - 30,1/,,430,2,4,nan,101,Oregon St. Beavers,Defense
09/28/2013,Colorado,W 44 - 17,1/,,399,3,1,nan,27,Oregon St. Beavers,Offense
09/28/2013,Colorado,W 44 - 17,1/,,126,1,4,nan,97,Oregon St. Beavers,Defense
10/12/2013,@ Washington St.,W 52 - 24,1/,,541,3,3,nan,51,Oregon St. Beavers,Offense
10/12/2013,@ Washington St.,W 52 - 24,1/,,315,2,5,nan,110,Oregon St. Beavers,Defense
10/19/2013,@ California,W 49 - 17,1/,,465,nan,2,nan,53,Oregon St. Beavers,Offense
10/19/2013,@ California,W 49 - 17,1/,,258,1,8,nan,191,Oregon St. Beavers,Defense
10/26/2013,Stanford,L 12 - 20,1/,,243,1,4,nan,57,Oregon St. Beavers,Offense
10/26/2013,Stanford,L 12 - 20,1/,,235,nan,3,nan,50,Oregon St. Beavers,Defense
11/01/2013,Southern California,L 14 - 31,1/,,195,3,6,nan,145,Oregon St. Beavers,Offense
11/01/2013,Southern California,L 14 - 31,1/,,386,nan,nan,nan,nan,Oregon St. Beavers,Defense
11/16/2013,@ Arizona St.,L 17 - 30,1/,,125,1,3,nan,55,Oregon St. Beavers,Offense
11/16/2013,@ Arizona St.,L 17 - 30,1/,,378,3,1,nan,25,Oregon St. Beavers,Defense
11/23/2013,Washington,L 27 - 69,1/,,318,3,12/,1/,305/,Oregon St. Beavers,Offense
11/23/2013,Washington,L 27 - 69,1/,,713/,nan,2,nan,71,Oregon St. Beavers,Defense
11/29/2013,@ Oregon,L 35 - 36,1/,,482,1,7,nan,138,Oregon St. Beavers,Offense
11/29/2013,@ Oregon,L 35 - 36,1/,,401,nan,7,nan,135,Oregon St. Beavers,Defense
12/24/2013,"Boise St. @ Honolulu, O'ahu",W 38 - 23,1/,,447,nan,4,nan,82,Oregon St. Beavers,Offense
12/24/2013,"Boise St. @ Honolulu, O'ahu",W 38 - 23,1/,,305,1,7,nan,145,Oregon St. Beavers,Defense
08/30/2014,Portland St.,W 29 - 14,1/,,462,1,3,nan,70,Oregon St. Beavers,Offense
08/30/2014,Portland St.,W 29 - 14,1/,,186,nan,6,nan,113,Oregon St. Beavers,Defense
09/06/2014,@ Hawaii,W 38 - 30,1/,,440,3,1,nan,20,Oregon St. Beavers,Offense
09/06/2014,@ Hawaii,W 38 - 30,1/,,260,3,4,nan,66,Oregon St. Beavers,Defense
09/20/2014,San Diego St.,W 28 - 7,1/,,294,1,nan,nan,nan,Oregon St. Beavers,Offense
09/20/2014,San Diego St.,W 28 - 7,1/,,130,2,3,nan,54,Oregon St. Beavers,Defense
09/27/2014,@ Southern California,L 10 - 35,1/,,187,nan,4,1,170,Oregon St. Beavers,Offense
09/27/2014,@ Southern California,L 10 - 35,1/,,306,1,3,nan,76,Oregon St. Beavers,Defense
10/04/2014,@ Colorado,W 36 - 31,1/,,520,8,4,nan,64,Oregon St. Beavers,Offense
10/04/2014,@ Colorado,W 36 - 31,1/,,349,1,nan,nan,nan,Oregon St. Beavers,Defense
10/16/2014,Utah,L 23 - 29 (2OT),1/,,195,2,5,nan,67,Oregon St. Beavers,Offense
10/16/2014,Utah,L 23 - 29 (2OT),1/,,302,nan,1,nan,42,Oregon St. Beavers,Defense
10/25/2014,@ Stanford,L 14 - 38,1/,,189,2,2,nan,30,Oregon St. Beavers,Offense
10/25/2014,@ Stanford,L 14 - 38,1/,,455,5,1,nan,16,Oregon St. Beavers,Defense
11/01/2014,California,L 31 - 45,1/,,380,2,6,nan,161,Oregon St. Beavers,Offense
11/01/2014,California,L 31 - 45,1/,,549,2,4,nan,89,Oregon St. Beavers,Defense
11/08/2014,Washington St.,L 32 - 39,1/,,452,2,5,nan,108,Oregon St. Beavers,Offense
11/08/2014,Washington St.,L 32 - 39,1/,,404,1,6,nan,100,Oregon St. Beavers,Defense
11/15/2014,Arizona St.,W 35 - 27,1/,,376,4,6,nan,147,Oregon St. Beavers,Offense
11/15/2014,Arizona St.,W 35 - 27,1/,,374,nan,2,nan,36,Oregon St. Beavers,Defense
11/22/2014,@ Washington,L 13 - 37,1/,,190,nan,7,nan,139,Oregon St. Beavers,Offense
11/22/2014,@ Washington,L 13 - 37,1/,,470,1,3,nan,82,Oregon St. Beavers,Defense
11/29/2014,Oregon,L 19 - 47,1/,,174,nan,10/,nan,229,Oregon St. Beavers,Offense
11/29/2014,Oregon,L 19 - 47,1/,,594,nan,3,nan,66,Oregon St. Beavers,Defense
09/04/2015,Weber St.,W 26 - 7,1/,7,427,nan,nan,nan,nan,Oregon St. Beavers,Offense
09/04/2015,Weber St.,W 26 - 7,1/,2,130,2,7,nan,123,Oregon St. Beavers,Defense
09/12/2015,@ Michigan,L 7 - 35,1/,2,95,nan,3,nan,57,Oregon St. Beavers,Offense
09/12/2015,@ Michigan,L 7 - 35,1/,7,417,3,1,nan,11,Oregon St. Beavers,Defense
09/19/2015,San Jose St.,W 35 - 21,1/,6,352,nan,1,nan,25,Oregon St. Beavers,Offense
09/19/2015,San Jose St.,W 35 - 21,1/,4,249,2,5,nan,109,Oregon St. Beavers,Defense
09/25/2015,Stanford,L 24 - 42,1/,5,272,nan,4,nan,73,Oregon St. Beavers,Offense
09/25/2015,Stanford,L 24 - 42,1/,7,417,2,5,nan,104,Oregon St. Beavers,Defense
10/10/2015,@ Arizona,L 7 - 44,1/,2,130,1,7,nan,131,Oregon St. Beavers,Offense
10/10/2015,@ Arizona,L 7 - 44,1/,9,577,2,1,nan,23,Oregon St. Beavers,Defense
10/17/2015,@ Washington St.,L 31 - 52,1/,4,177,nan,4,1/,130,Oregon St. Beavers,Offense
10/17/2015,@ Washington St.,L 31 - 52,1/,9,499,4,4,nan,86,Oregon St. Beavers,Defense
10/24/2015,Colorado,L 13 - 17,1/,4,241,1,4,nan,110,Oregon St. Beavers,Offense
10/24/2015,Colorado,L 13 - 17,1/,4,251,nan,3,nan,58,Oregon St. Beavers,Defense
10/31/2015,@ Utah,L 12 - 27,1/,4,217,3,4,nan,85,Oregon St. Beavers,Offense
10/31/2015,@ Utah,L 12 - 27,1/,6,389,2,1,nan,2,Oregon St. Beavers,Defense
11/07/2015,UCLA,L 0 - 41,1/,1,65,nan,2,nan,47,Oregon St. Beavers,Offense
11/07/2015,UCLA,L 0 - 41,1/,8,512,6,1,nan,39,Oregon St. Beavers,Defense
11/14/2015,@ California,L 24 - 54,1/,5,281,1,9,nan,165,Oregon St. Beavers,Offense
11/14/2015,@ California,L 24 - 54,1/,10,566,nan,4,nan,98,Oregon St. Beavers,Defense
11/21/2015,Washington,L 7 - 52,1/,2,105,nan,7,nan,106,Oregon St. Beavers,Offense
11/21/2015,Washington,L 7 - 52,1/,9,531,2,2,nan,65,Oregon St. Beavers,Defense
11/27/2015,@ Oregon,L 42 - 52,1/,6,315,1,5,nan,104,Oregon St. Beavers,Offense
11/27/2015,@ Oregon,L 42 - 52,1/,9,575,4,4,nan,99,Oregon St. Beavers,Defense
09/01/2016,@ Minnesota,L 23 - 30,1/,4,224,nan,3,nan,55,Oregon St. Beavers,Offense
09/01/2016,@ Minnesota,L 23 - 30,1/,6,377,3,4,nan,96,Oregon St. Beavers,Defense
09/17/2016,Idaho St.,W 37 - 7,1/,8,501,3,2,nan,33,Oregon St. Beavers,Offense
09/17/2016,Idaho St.,W 37 - 7,1/,2,100,nan,4,nan,65,Oregon St. Beavers,Defense
09/24/2016,Boise St.,L 24 - 38,1/,3,195,2,4,1/,206,Oregon St. Beavers,Offense
09/24/2016,Boise St.,L 24 - 38,1/,6,386,2,1,nan,28,Oregon St. Beavers,Defense
10/01/2016,@ Colorado,L 6 - 47,1/,3,194,2,5,nan,127,Oregon St. Beavers,Offense
10/01/2016,@ Colorado,L 6 - 47,1/,9,577,4,1,nan,33,Oregon St. Beavers,Defense
10/08/2016,California,W 47 - 44 (1OT),1/,8,491,2,2,nan,21,Oregon St. Beavers,Offense
10/08/2016,California,W 47 - 44 (1OT),1/,8,453,4,6,nan,122,Oregon St. Beavers,Defense
10/15/2016,Utah,L 14 - 19,1/,3,199,2,1,nan,15,Oregon St. Beavers,Offense
10/15/2016,Utah,L 14 - 19,1/,4,249,2,1,nan,27,Oregon St. Beavers,Defense
10/22/2016,@ Washington,L 17 - 41,1/,3,153,nan,2,nan,46,Oregon St. Beavers,Offense
10/22/2016,@ Washington,L 17 - 41,1/,7,447,4,4,nan,39,Oregon St. Beavers,Defense
10/29/2016,Washington St.,L 31 - 35,1/,5,301,nan,5,nan,90,Oregon St. Beavers,Offense
10/29/2016,Washington St.,L 31 - 35,1/,6,355,1,4,nan,54,Oregon St. Beavers,Defense
11/05/2016,@ Stanford,L 15 - 26,1/,3,145,nan,4,nan,85,Oregon St. Beavers,Offense
11/05/2016,@ Stanford,L 15 - 26,1/,7,430,3,3,nan,36,Oregon St. Beavers,Defense
11/12/2016,@ UCLA,L 24 - 38,1/,5,318,1,5,nan,117,Oregon St. Beavers,Offense
11/12/2016,@ UCLA,L 24 - 38,1/,7,429,1,4,nan,91,Oregon St. Beavers,Defense
11/19/2016,Arizona,W 42 - 17,1/,7,434,4,2,nan,25,Oregon St. Beavers,Offense
11/19/2016,Arizona,W 42 - 17,1/,3,158,nan,3,nan,49,Oregon St. Beavers,Defense
11/26/2016,Oregon,W 34 - 24,1/,6,337,4,1,nan,22,Oregon St. Beavers,Offense
11/26/2016,Oregon,W 34 - 24,1/,5,325,4,1,nan,21,Oregon St. Beavers,Defense
09/05/2015,Eastern Wash.,W 61 - 42,1/,10,636,5,4,nan,113,Oregon Ducks,Offense
09/05/2015,Eastern Wash.,W 61 - 42,1/,6,296,nan,5,nan,105,Oregon Ducks,Defense
09/12/2015,@ Michigan St.,L 28 - 31,1/,5,315,3,4,nan,88,Oregon Ducks,Offense
09/12/2015,@ Michigan St.,L 28 - 31,1/,6,345,1,2,nan,47,Oregon Ducks,Defense
09/19/2015,Georgia St.,W 61 - 28,1/,11,715,8,4,nan,97,Oregon Ducks,Offense
09/19/2015,Georgia St.,W 61 - 28,1/,5,279,nan,3,nan,69,Oregon Ducks,Defense
09/26/2015,Utah,L 20 - 62,1/,4,266,3,11/,nan,256/,Oregon Ducks,Offense
09/26/2015,Utah,L 20 - 62,1/,11,653,nan,1,nan,16,Oregon Ducks,Defense
10/03/2015,@ Colorado,W 41 - 24,1/,8,531,7,4,nan,124,Oregon Ducks,Offense
10/03/2015,@ Colorado,W 41 - 24,1/,5,314,1,1,nan,24,Oregon Ducks,Defense
10/10/2015,Washington St.,L 38 - 45 (2OT),1/,6,390,5,3,nan,17,Oregon Ducks,Offense
10/10/2015,Washington St.,L 38 - 45 (2OT),1/,6,265,1,1,nan,28,Oregon Ducks,Defense
10/17/2015,@ Washington,W 26 - 20,1/,6,388,2,4,nan,132,Oregon Ducks,Offense
10/17/2015,@ Washington,W 26 - 20,1/,5,310,1,4,nan,101,Oregon Ducks,Defense
10/29/2015,@ Arizona St.,W 61 - 55 (3OT),1/,8,489,5,4,1/,185,Oregon Ducks,Offense
10/29/2015,@ Arizona St.,W 61 - 55 (3OT),1/,8,515,3,3,nan,50,Oregon Ducks,Defense
11/07/2015,California,W 44 - 28,1/,9,584,4,3,nan,52,Oregon Ducks,Offense
11/07/2015,California,W 44 - 28,1/,6,333,1,5,nan,122,Oregon Ducks,Defense
11/14/2015,@ Stanford,W 38 - 36,1/,7,455,5,3,nan,59,Oregon Ducks,Offense
11/14/2015,@ Stanford,W 38 - 36,1/,6,381,3,2,nan,60,Oregon Ducks,Defense
11/21/2015,Southern California,W 48 - 28,1/,9,514,5,5,nan,114,Oregon Ducks,Offense
11/21/2015,Southern California,W 48 - 28,1/,5,305,nan,4,nan,81,Oregon Ducks,Defense
11/27/2015,Oregon St.,W 52 - 42,1/,9,575,4,4,nan,99,Oregon Ducks,Offense
11/27/2015,Oregon St.,W 52 - 42,1/,6,315,1,5,nan,104,Oregon Ducks,Defense
01/02/2016,"TCU @ San Antonio, Texas",L 41 - 47 (3OT),1/,6,390,6,5,nan,123,Oregon Ducks,Offense
01/02/2016,"TCU @ San Antonio, Texas",L 41 - 47 (3OT),1/,6,383,1,nan,nan,nan,Oregon Ducks,Defense
09/03/2016,UC Davis,W 53 - 28,1/,9,575,6,4,nan,153,Oregon Ducks,Offense
09/03/2016,UC Davis,W 53 - 28,1/,5,299,nan,2,nan,19,Oregon Ducks,Defense
09/10/2016,Virginia,W 44 - 26,1/,7,451,6,3,nan,84,Oregon Ducks,Offense
09/10/2016,Virginia,W 44 - 26,1/,5,319,2,1,nan,42,Oregon Ducks,Defense
09/17/2016,@ Nebraska,L 32 - 35,1/,6,403,4,4,nan,70,Oregon Ducks,Offense
09/17/2016,@ Nebraska,L 32 - 35,1/,6,377,2,2,nan,40,Oregon Ducks,Defense
09/24/2016,Colorado,L 38 - 41,1/,7,450,6,5,nan,97,Oregon Ducks,Offense
09/24/2016,Colorado,L 38 - 41,1/,7,402,1,1,nan,8,Oregon Ducks,Defense
10/01/2016,@ Washington St.,L 33 - 51,1/,7,459,3,6,1/,235/,Oregon Ducks,Offense
10/01/2016,@ Washington St.,L 33 - 51,1/,8,518,2,4,nan,70,Oregon Ducks,Defense
10/08/2016,Washington,L 21 - 70,1/,4,260,4,7,nan,90,Oregon Ducks,Offense
10/08/2016,Washington,L 21 - 70,1/,11,600,2,nan,nan,nan,Oregon Ducks,Defense
10/21/2016,@ California,L 49 - 52 (2OT),1/,7,448,2,3,nan,56,Oregon Ducks,Offense
10/21/2016,@ California,L 49 - 52 (2OT),1/,8,338,nan,5,nan,108,Oregon Ducks,Defense
10/29/2016,Arizona St.,W 54 - 35,1/,11,693,4,3,nan,75,Oregon Ducks,Offense
