Date,Opponent,Result,SackUA,G,SackA,SackYds,Sacks,Team,OffenseDefense
11/25/2016,@ Memphis,L 44 - 48,nan,1/,nan,15,3.0,Houston Cougars,Defense
12/17/2016,San Diego St. @ Las Vegas,L 10 - 34,nan,1/,nan,19,2.0,Houston Cougars,Offense
12/17/2016,San Diego St. @ Las Vegas,L 10 - 34,nan,1/,nan,51,7.0/,Houston Cougars,Defense
08/30/2013,Southern U.,W 62 - 13,nan,1/,nan,nan,nan,Houston Cougars,Offense
08/30/2013,Southern U.,W 62 - 13,nan,1/,nan,7,1.0,Houston Cougars,Defense
09/07/2013,@ Temple,W 22 - 13,nan,1/,nan,26,3.0,Houston Cougars,Offense
09/07/2013,@ Temple,W 22 - 13,nan,1/,nan,16,2.0,Houston Cougars,Defense
09/21/2013,"Rice @ Houston, Texas",W 31 - 26,nan,1/,nan,14,2.0,Houston Cougars,Offense
09/21/2013,"Rice @ Houston, Texas",W 31 - 26,nan,1/,nan,14,1.0,Houston Cougars,Defense
09/28/2013,@ UTSA,W 59 - 28,nan,1/,nan,nan,nan,Houston Cougars,Offense
09/28/2013,@ UTSA,W 59 - 28,nan,1/,nan,nan,nan,Houston Cougars,Defense
10/12/2013,Memphis,W 25 - 15,nan,1/,nan,14,2.0,Houston Cougars,Offense
10/12/2013,Memphis,W 25 - 15,nan,1/,nan,10,1.0,Houston Cougars,Defense
10/19/2013,BYU,L 46 - 47,nan,1/,nan,66/,8.0/,Houston Cougars,Offense
10/19/2013,BYU,L 46 - 47,nan,1/,nan,35,3.0,Houston Cougars,Defense
10/26/2013,@ Rutgers,W 49 - 14,nan,1/,nan,nan,nan,Houston Cougars,Offense
10/26/2013,@ Rutgers,W 49 - 14,nan,1/,nan,29,4.0,Houston Cougars,Defense
10/31/2013,South Fla.,W 35 - 23,nan,1/,nan,24,3.0,Houston Cougars,Offense
10/31/2013,South Fla.,W 35 - 23,nan,1/,nan,23,2.0,Houston Cougars,Defense
11/09/2013,@ UCF,L 14 - 19,nan,1/,nan,17,2.0,Houston Cougars,Offense
11/09/2013,@ UCF,L 14 - 19,nan,1/,nan,10,3.0,Houston Cougars,Defense
11/16/2013,@ Louisville,L 13 - 20,nan,1/,nan,26,3.0,Houston Cougars,Offense
11/16/2013,@ Louisville,L 13 - 20,nan,1/,nan,22,3.0,Houston Cougars,Defense
11/23/2013,Cincinnati,L 17 - 24,nan,1/,nan,23,2.0,Houston Cougars,Offense
11/23/2013,Cincinnati,L 17 - 24,nan,1/,nan,21,3.0,Houston Cougars,Defense
11/29/2013,SMU,W 34 - 0,nan,1/,nan,34,5.0,Houston Cougars,Offense
11/29/2013,SMU,W 34 - 0,nan,1/,nan,2,2.0,Houston Cougars,Defense
01/04/2014,"Vanderbilt @ Birmingham, Ala.",L 24 - 41,nan,1/,nan,4,1.0,Houston Cougars,Offense
01/04/2014,"Vanderbilt @ Birmingham, Ala.",L 24 - 41,nan,1/,nan,20,4.0,Houston Cougars,Defense
08/29/2014,UTSA,L 7 - 27,nan,1/,nan,18,2.0,Houston Cougars,Offense
08/29/2014,UTSA,L 7 - 27,nan,1/,nan,24,4.0,Houston Cougars,Defense
09/06/2014,Grambling,W 47 - 0,nan,1/,nan,22,2.0,Houston Cougars,Offense
09/06/2014,Grambling,W 47 - 0,nan,1/,nan,nan,nan,Houston Cougars,Defense
09/11/2014,@ BYU,L 25 - 33,nan,1/,nan,18,4.0,Houston Cougars,Offense
09/11/2014,@ BYU,L 25 - 33,nan,1/,nan,4,2.0,Houston Cougars,Defense
09/20/2014,UNLV,W 47 - 14,nan,1/,nan,7,1.0,Houston Cougars,Offense
09/20/2014,UNLV,W 47 - 14,nan,1/,nan,20,3.0,Houston Cougars,Defense
10/02/2014,UCF,L 12 - 17,nan,1/,nan,nan,nan,Houston Cougars,Offense
10/02/2014,UCF,L 12 - 17,nan,1/,nan,43,5.0,Houston Cougars,Defense
10/11/2014,@ Memphis,W 28 - 24,nan,1/,nan,11,2.0,Houston Cougars,Offense
10/11/2014,@ Memphis,W 28 - 24,nan,1/,nan,14,2.0,Houston Cougars,Defense
10/17/2014,Temple,W 31 - 10,nan,1/,nan,11,2.0,Houston Cougars,Offense
10/17/2014,Temple,W 31 - 10,nan,1/,nan,16,3.0,Houston Cougars,Defense
11/01/2014,@ South Fla.,W 27 - 3,nan,1/,nan,21,3.0,Houston Cougars,Offense
11/01/2014,@ South Fla.,W 27 - 3,nan,1/,nan,2,1.0,Houston Cougars,Defense
11/08/2014,Tulane,L 24 - 31,nan,1/,nan,11,1.0,Houston Cougars,Offense
11/08/2014,Tulane,L 24 - 31,nan,1/,nan,29,3.0,Houston Cougars,Defense
11/22/2014,Tulsa,W 38 - 28,nan,1/,nan,5,1.0,Houston Cougars,Offense
11/22/2014,Tulsa,W 38 - 28,nan,1/,nan,13,2.0,Houston Cougars,Defense
11/28/2014,@ SMU,W 35 - 9,nan,1/,nan,24,4.0,Houston Cougars,Offense
11/28/2014,@ SMU,W 35 - 9,nan,1/,nan,18,4.0,Houston Cougars,Defense
12/06/2014,@ Cincinnati,L 31 - 38,nan,1/,nan,25,4.0,Houston Cougars,Offense
12/06/2014,@ Cincinnati,L 31 - 38,nan,1/,nan,14,2.0,Houston Cougars,Defense
01/02/2015,"Pittsburgh @ Fort Worth, Texas",W 35 - 34,nan,1/,nan,2,1.0,Houston Cougars,Offense
01/02/2015,"Pittsburgh @ Fort Worth, Texas",W 35 - 34,nan,1/,nan,18,3.0,Houston Cougars,Defense
09/05/2015,Tennessee Tech,W 52 - 24,nan,1/,nan,21,2.0,Houston Cougars,Offense
09/05/2015,Tennessee Tech,W 52 - 24,nan,1/,nan,10,2.0,Houston Cougars,Defense
09/12/2015,@ Louisville,W 34 - 31,nan,1/,nan,25,2.0,Houston Cougars,Offense
09/12/2015,@ Louisville,W 34 - 31,nan,1/,nan,11,2.0,Houston Cougars,Defense
09/26/2015,Texas St.,W 59 - 14,nan,1/,nan,24,4.0,Houston Cougars,Offense
09/26/2015,Texas St.,W 59 - 14,nan,1/,nan,4,1.0,Houston Cougars,Defense
10/03/2015,@ Tulsa,W 38 - 24,nan,1/,nan,19,5.0,Houston Cougars,Offense
10/03/2015,@ Tulsa,W 38 - 24,nan,1/,nan,15,2.0,Houston Cougars,Defense
10/08/2015,SMU,W 49 - 28,nan,1/,nan,45,5.0,Houston Cougars,Offense
10/08/2015,SMU,W 49 - 28,nan,1/,nan,15,3.0,Houston Cougars,Defense
10/16/2015,@ Tulane,W 42 - 7,nan,1/,nan,25,2.0,Houston Cougars,Offense
10/16/2015,@ Tulane,W 42 - 7,nan,1/,nan,15,2.0,Houston Cougars,Defense
10/24/2015,@ UCF,W 59 - 10,nan,1/,nan,10,2.0,Houston Cougars,Offense
10/24/2015,@ UCF,W 59 - 10,nan,1/,nan,6,2.0,Houston Cougars,Defense
10/31/2015,Vanderbilt,W 34 - 0,nan,1/,nan,21,3.0,Houston Cougars,Offense
10/31/2015,Vanderbilt,W 34 - 0,nan,1/,nan,29,3.0,Houston Cougars,Defense
11/07/2015,Cincinnati,W 33 - 30,nan,1/,nan,23,3.0,Houston Cougars,Offense
11/07/2015,Cincinnati,W 33 - 30,nan,1/,nan,5,1.0,Houston Cougars,Defense
11/14/2015,Memphis,W 35 - 34,nan,1/,nan,10,1.0,Houston Cougars,Offense
11/14/2015,Memphis,W 35 - 34,nan,1/,nan,23,4.0,Houston Cougars,Defense
11/21/2015,@ UConn,L 17 - 20,nan,1/,nan,nan,nan,Houston Cougars,Offense
11/21/2015,@ UConn,L 17 - 20,nan,1/,nan,8,3.0,Houston Cougars,Defense
11/27/2015,Navy,W 52 - 31,nan,1/,nan,26,3.0,Houston Cougars,Offense
11/27/2015,Navy,W 52 - 31,nan,1/,nan,7,1.0,Houston Cougars,Defense
12/05/2015,Temple,W 24 - 13,nan,1/,nan,4,1.0,Houston Cougars,Offense
12/05/2015,Temple,W 24 - 13,nan,1/,nan,nan,nan,Houston Cougars,Defense
12/31/2015,"Florida St. @ Atlanta, Georgia",W 38 - 24,nan,1/,nan,21,3.0,Houston Cougars,Offense
12/31/2015,"Florida St. @ Atlanta, Georgia",W 38 - 24,nan,1/,nan,12,2.0,Houston Cougars,Defense
08/30/2014,Washington,L 16 - 17,nan,1/,nan,16,1.0,Hawaii Rainbow Warriors,Offense
08/30/2014,Washington,L 16 - 17,nan,1/,nan,10,3.0,Hawaii Rainbow Warriors,Defense
09/06/2014,Oregon St.,L 30 - 38,nan,1/,nan,14,2.0,Hawaii Rainbow Warriors,Offense
09/06/2014,Oregon St.,L 30 - 38,nan,1/,nan,12,2.0,Hawaii Rainbow Warriors,Defense
09/13/2014,UNI,W 27 - 24,nan,1/,nan,9,1.0,Hawaii Rainbow Warriors,Offense
09/13/2014,UNI,W 27 - 24,nan,1/,nan,22,3.0,Hawaii Rainbow Warriors,Defense
09/20/2014,@ Colorado,L 12 - 21,nan,1/,nan,2,1.0,Hawaii Rainbow Warriors,Offense
09/20/2014,@ Colorado,L 12 - 21,nan,1/,nan,23,4.0,Hawaii Rainbow Warriors,Defense
10/04/2014,@ Rice,L 14 - 28,nan,1/,nan,23,4.0,Hawaii Rainbow Warriors,Offense
10/04/2014,@ Rice,L 14 - 28,nan,1/,nan,45,7.0,Hawaii Rainbow Warriors,Defense
10/11/2014,Wyoming,W 38 - 28,nan,1/,nan,28,4.0,Hawaii Rainbow Warriors,Offense
10/11/2014,Wyoming,W 38 - 28,nan,1/,nan,6,1.0,Hawaii Rainbow Warriors,Defense
10/18/2014,@ San Diego St.,L 10 - 20,nan,1/,nan,8,1.0,Hawaii Rainbow Warriors,Offense
10/18/2014,@ San Diego St.,L 10 - 20,nan,1/,nan,5,1.0,Hawaii Rainbow Warriors,Defense
10/25/2014,Nevada,L 18 - 26,nan,1/,nan,9,1.0,Hawaii Rainbow Warriors,Offense
10/25/2014,Nevada,L 18 - 26,nan,1/,nan,6,1.0,Hawaii Rainbow Warriors,Defense
11/01/2014,Utah St.,L 14 - 35,nan,1/,nan,10,1.0,Hawaii Rainbow Warriors,Offense
11/01/2014,Utah St.,L 14 - 35,nan,1/,nan,54,6.0,Hawaii Rainbow Warriors,Defense
11/08/2014,@ Colorado St.,L 22 - 49,nan,1/,nan,nan,nan,Hawaii Rainbow Warriors,Offense
11/08/2014,@ Colorado St.,L 22 - 49,nan,1/,nan,12,2.0,Hawaii Rainbow Warriors,Defense
11/15/2014,@ San Jose St.,W 13 - 0,nan,1/,nan,18,3.0,Hawaii Rainbow Warriors,Offense
11/15/2014,@ San Jose St.,W 13 - 0,nan,1/,nan,13,2.0,Hawaii Rainbow Warriors,Defense
11/22/2014,UNLV,W 37 - 35,nan,1/,nan,25,3.0,Hawaii Rainbow Warriors,Offense
11/22/2014,UNLV,W 37 - 35,nan,1/,nan,22,3.0,Hawaii Rainbow Warriors,Defense
11/29/2014,@ Fresno St.,L 21 - 28,nan,1/,nan,17,2.0,Hawaii Rainbow Warriors,Offense
11/29/2014,@ Fresno St.,L 21 - 28,nan,1/,nan,34,6.0,Hawaii Rainbow Warriors,Defense
08/29/2013,Southern California,L 13 - 30,nan,1/,nan,13,3.0,Hawaii Rainbow Warriors,Offense
08/29/2013,Southern California,L 13 - 30,nan,1/,nan,36,7.0,Hawaii Rainbow Warriors,Defense
09/07/2013,@ Oregon St.,L 14 - 33,nan,1/,nan,19,2.0,Hawaii Rainbow Warriors,Offense
09/07/2013,@ Oregon St.,L 14 - 33,nan,1/,nan,20,3.0,Hawaii Rainbow Warriors,Defense
09/21/2013,@ Nevada,L 9 - 31,nan,1/,nan,13,3.0,Hawaii Rainbow Warriors,Offense
09/21/2013,@ Nevada,L 9 - 31,nan,1/,nan,32,4.0,Hawaii Rainbow Warriors,Defense
09/28/2013,Fresno St.,L 37 - 42,nan,1/,nan,1,1.0,Hawaii Rainbow Warriors,Offense
09/28/2013,Fresno St.,L 37 - 42,nan,1/,nan,46,7.0,Hawaii Rainbow Warriors,Defense
10/05/2013,San Jose St.,L 27 - 37,nan,1/,nan,18,2.0,Hawaii Rainbow Warriors,Offense
10/05/2013,San Jose St.,L 27 - 37,nan,1/,nan,10,2.0,Hawaii Rainbow Warriors,Defense
10/12/2013,@ UNLV,L 37 - 39,nan,1/,nan,24,3.0,Hawaii Rainbow Warriors,Offense
10/12/2013,@ UNLV,L 37 - 39,nan,1/,nan,11,2.0,Hawaii Rainbow Warriors,Defense
10/26/2013,Colorado St.,L 28 - 35,nan,1/,nan,9,2.0,Hawaii Rainbow Warriors,Offense
10/26/2013,Colorado St.,L 28 - 35,nan,1/,nan,26,4.0,Hawaii Rainbow Warriors,Defense
11/02/2013,@ Utah St.,L 10 - 47,nan,1/,nan,nan,nan,Hawaii Rainbow Warriors,Offense
11/02/2013,@ Utah St.,L 10 - 47,nan,1/,nan,13,2.0,Hawaii Rainbow Warriors,Defense
11/09/2013,@ Navy,L 28 - 42,nan,1/,nan,10,1.0,Hawaii Rainbow Warriors,Offense
11/09/2013,@ Navy,L 28 - 42,nan,1/,nan,10,2.0,Hawaii Rainbow Warriors,Defense
11/16/2013,San Diego St.,L 21 - 28 (1OT),nan,1/,nan,15,2.0,Hawaii Rainbow Warriors,Offense
11/16/2013,San Diego St.,L 21 - 28 (1OT),nan,1/,nan,20,3.0,Hawaii Rainbow Warriors,Defense
11/23/2013,@ Wyoming,L 56 - 59 (1OT),nan,1/,nan,18,3.0,Hawaii Rainbow Warriors,Offense
11/23/2013,@ Wyoming,L 56 - 59 (1OT),nan,1/,nan,36,6.0,Hawaii Rainbow Warriors,Defense
11/30/2013,Army West Point,W 49 - 42,nan,1/,nan,14,4.0,Hawaii Rainbow Warriors,Offense
11/30/2013,Army West Point,W 49 - 42,nan,1/,nan,4,1.0,Hawaii Rainbow Warriors,Defense
09/05/2015,South Dakota,W 34 - 0,nan,1/,nan,17,2.0,Kansas St. Wildcats,Offense
09/05/2015,South Dakota,W 34 - 0,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
09/12/2015,@ UTSA,W 30 - 3,nan,1/,nan,24,4.0,Kansas St. Wildcats,Offense
09/12/2015,@ UTSA,W 30 - 3,nan,1/,nan,10,2.0,Kansas St. Wildcats,Defense
09/19/2015,Louisiana Tech,W 39 - 33 (3OT),nan,1/,nan,35,6.0,Kansas St. Wildcats,Offense
09/19/2015,Louisiana Tech,W 39 - 33 (3OT),nan,1/,nan,8,1.0,Kansas St. Wildcats,Defense
10/03/2015,@ Oklahoma St.,L 34 - 36,nan,1/,nan,9,2.0,Kansas St. Wildcats,Offense
10/03/2015,@ Oklahoma St.,L 34 - 36,nan,1/,nan,40,6.0,Kansas St. Wildcats,Defense
10/10/2015,TCU,L 45 - 52,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
10/10/2015,TCU,L 45 - 52,nan,1/,nan,15,2.0,Kansas St. Wildcats,Defense
10/17/2015,Oklahoma,L 0 - 55,nan,1/,nan,16,3.0,Kansas St. Wildcats,Offense
10/17/2015,Oklahoma,L 0 - 55,nan,1/,nan,31,6.0,Kansas St. Wildcats,Defense
10/24/2015,@ Texas,L 9 - 23,nan,1/,nan,5,1.0,Kansas St. Wildcats,Offense
10/24/2015,@ Texas,L 9 - 23,nan,1/,nan,33,5.0,Kansas St. Wildcats,Defense
11/05/2015,Baylor,L 24 - 31,nan,1/,nan,13,3.0,Kansas St. Wildcats,Offense
11/05/2015,Baylor,L 24 - 31,nan,1/,nan,15,1.0,Kansas St. Wildcats,Defense
11/14/2015,@ Texas Tech,L 44 - 59,nan,1/,nan,22,2.0,Kansas St. Wildcats,Offense
11/14/2015,@ Texas Tech,L 44 - 59,nan,1/,nan,11,2.0,Kansas St. Wildcats,Defense
11/21/2015,Iowa St.,W 38 - 35,nan,1/,nan,18,5.0,Kansas St. Wildcats,Offense
11/21/2015,Iowa St.,W 38 - 35,nan,1/,nan,10,3.0,Kansas St. Wildcats,Defense
11/28/2015,@ Kansas,W 45 - 14,nan,1/,nan,24,4.0,Kansas St. Wildcats,Offense
11/28/2015,@ Kansas,W 45 - 14,nan,1/,nan,13,2.0,Kansas St. Wildcats,Defense
12/05/2015,West Virginia,W 24 - 23,nan,1/,nan,22,4.0,Kansas St. Wildcats,Offense
12/05/2015,West Virginia,W 24 - 23,nan,1/,nan,22,3.0,Kansas St. Wildcats,Defense
01/02/2016,"Arkansas @ Memphis, Tenn.",L 23 - 45,nan,1/,nan,9,2.0,Kansas St. Wildcats,Offense
01/02/2016,"Arkansas @ Memphis, Tenn.",L 23 - 45,nan,1/,nan,14,2.0,Kansas St. Wildcats,Defense
09/02/2016,@ Stanford,L 13 - 26,nan,1/,nan,5,2.0,Kansas St. Wildcats,Offense
09/02/2016,@ Stanford,L 13 - 26,nan,1/,nan,34,7.0,Kansas St. Wildcats,Defense
09/17/2016,Fla. Atlantic,W 63 - 7,nan,1/,nan,41,4.0,Kansas St. Wildcats,Offense
09/17/2016,Fla. Atlantic,W 63 - 7,nan,1/,nan,9,2.0,Kansas St. Wildcats,Defense
09/24/2016,Missouri St.,W 35 - 0,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
09/24/2016,Missouri St.,W 35 - 0,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
10/01/2016,@ West Virginia,L 16 - 17,nan,1/,nan,14,3.0,Kansas St. Wildcats,Offense
10/01/2016,@ West Virginia,L 16 - 17,nan,1/,nan,22,3.0,Kansas St. Wildcats,Defense
10/08/2016,Texas Tech,W 44 - 38,nan,1/,nan,33,3.0,Kansas St. Wildcats,Offense
10/08/2016,Texas Tech,W 44 - 38,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
10/15/2016,@ Oklahoma,L 17 - 38,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
10/15/2016,@ Oklahoma,L 17 - 38,nan,1/,nan,18,2.0,Kansas St. Wildcats,Defense
10/22/2016,Texas,W 24 - 21,nan,1/,nan,35,4.0,Kansas St. Wildcats,Offense
10/22/2016,Texas,W 24 - 21,nan,1/,nan,16,2.0,Kansas St. Wildcats,Defense
10/29/2016,@ Iowa St.,W 31 - 26,nan,1/,nan,26,2.0,Kansas St. Wildcats,Offense
10/29/2016,@ Iowa St.,W 31 - 26,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
11/05/2016,Oklahoma St.,L 37 - 43,nan,1/,nan,9,1.0,Kansas St. Wildcats,Offense
11/05/2016,Oklahoma St.,L 37 - 43,nan,1/,nan,8,2.0,Kansas St. Wildcats,Defense
11/19/2016,@ Baylor,W 42 - 21,nan,1/,nan,10,4.0,Kansas St. Wildcats,Offense
11/19/2016,@ Baylor,W 42 - 21,nan,1/,nan,27,3.0,Kansas St. Wildcats,Defense
11/26/2016,Kansas,W 34 - 19,nan,1/,nan,16,4.0,Kansas St. Wildcats,Offense
11/26/2016,Kansas,W 34 - 19,nan,1/,nan,7,1.0,Kansas St. Wildcats,Defense
12/03/2016,@ TCU,W 30 - 6,nan,1/,nan,19,3.0,Kansas St. Wildcats,Offense
12/03/2016,@ TCU,W 30 - 6,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
12/28/2016,"Texas A&M @ Houston, Texas",W 33 - 28,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
12/28/2016,"Texas A&M @ Houston, Texas",W 33 - 28,nan,1/,nan,6,3.0,Kansas St. Wildcats,Defense
08/30/2014,SFA,W 55 - 16,nan,1/,nan,19,3.0,Kansas St. Wildcats,Offense
08/30/2014,SFA,W 55 - 16,nan,1/,nan,20,3.0,Kansas St. Wildcats,Defense
09/06/2014,@ Iowa St.,W 32 - 28,nan,1/,nan,16,2.0,Kansas St. Wildcats,Offense
09/06/2014,@ Iowa St.,W 32 - 28,nan,1/,nan,5,2.0,Kansas St. Wildcats,Defense
09/18/2014,Auburn,L 14 - 20,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
09/18/2014,Auburn,L 14 - 20,nan,1/,nan,14,3.0,Kansas St. Wildcats,Defense
09/27/2014,UTEP,W 58 - 28,nan,1/,nan,7,1.0,Kansas St. Wildcats,Offense
09/27/2014,UTEP,W 58 - 28,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
10/04/2014,Texas Tech,W 45 - 13,nan,1/,nan,8,1.0,Kansas St. Wildcats,Offense
10/04/2014,Texas Tech,W 45 - 13,nan,1/,nan,11,3.0,Kansas St. Wildcats,Defense
10/18/2014,@ Oklahoma,W 31 - 30,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
10/18/2014,@ Oklahoma,W 31 - 30,nan,1/,nan,23,3.0,Kansas St. Wildcats,Defense
10/25/2014,Texas,W 23 - 0,nan,1/,nan,18,2.0,Kansas St. Wildcats,Offense
10/25/2014,Texas,W 23 - 0,nan,1/,nan,19,2.0,Kansas St. Wildcats,Defense
11/01/2014,Oklahoma St.,W 48 - 14,nan,1/,nan,33,5.0,Kansas St. Wildcats,Offense
11/01/2014,Oklahoma St.,W 48 - 14,nan,1/,nan,4,1.0,Kansas St. Wildcats,Defense
11/08/2014,@ TCU,L 20 - 41,nan,1/,nan,nan,nan,Kansas St. Wildcats,Offense
11/08/2014,@ TCU,L 20 - 41,nan,1/,nan,6,3.0,Kansas St. Wildcats,Defense
11/20/2014,@ West Virginia,W 26 - 20,nan,1/,nan,25,4.0,Kansas St. Wildcats,Offense
11/20/2014,@ West Virginia,W 26 - 20,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
11/29/2014,Kansas,W 51 - 13,nan,1/,nan,16,4.0,Kansas St. Wildcats,Offense
11/29/2014,Kansas,W 51 - 13,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
12/06/2014,@ Baylor,L 27 - 38,nan,1/,nan,14,2.0,Kansas St. Wildcats,Offense
12/06/2014,@ Baylor,L 27 - 38,nan,1/,nan,20,4.0,Kansas St. Wildcats,Defense
01/02/2015,"UCLA @ San Antonio, Texas",L 35 - 40,nan,1/,nan,14,2.0,Kansas St. Wildcats,Offense
01/02/2015,"UCLA @ San Antonio, Texas",L 35 - 40,nan,1/,nan,51,7.0,Kansas St. Wildcats,Defense
08/30/2013,North Dakota St.,L 21 - 24,nan,1/,nan,15,3.0,Kansas St. Wildcats,Offense
08/30/2013,North Dakota St.,L 21 - 24,nan,1/,nan,7,3.0,Kansas St. Wildcats,Defense
09/07/2013,Louisiana,W 48 - 27,nan,1/,nan,11,2.0,Kansas St. Wildcats,Offense
09/07/2013,Louisiana,W 48 - 27,nan,1/,nan,nan,nan,Kansas St. Wildcats,Defense
09/14/2013,Massachusetts,W 37 - 7,nan,1/,nan,1,1.0,Kansas St. Wildcats,Offense
09/14/2013,Massachusetts,W 37 - 7,nan,1/,nan,2,1.0,Kansas St. Wildcats,Defense
09/21/2013,@ Texas,L 21 - 31,nan,1/,nan,8,1.0,Kansas St. Wildcats,Offense
09/21/2013,@ Texas,L 21 - 31,nan,1/,nan,20,4.0,Kansas St. Wildcats,Defense
10/05/2013,@ Oklahoma St.,L 29 - 33,nan,1/,nan,4,2.0,Kansas St. Wildcats,Offense
10/05/2013,@ Oklahoma St.,L 29 - 33,nan,1/,nan,20,3.0,Kansas St. Wildcats,Defense
10/12/2013,Baylor,L 25 - 35,nan,1/,nan,9,2.0,Kansas St. Wildcats,Offense
10/12/2013,Baylor,L 25 - 35,nan,1/,nan,13,2.0,Kansas St. Wildcats,Defense
10/26/2013,West Virginia,W 35 - 12,nan,1/,nan,8,2.0,Kansas St. Wildcats,Offense
10/26/2013,West Virginia,W 35 - 12,nan,1/,nan,4,1.0,Kansas St. Wildcats,Defense
11/02/2013,Iowa St.,W 41 - 7,nan,1/,nan,8,3.0,Kansas St. Wildcats,Offense
11/02/2013,Iowa St.,W 41 - 7,nan,1/,nan,16,2.0,Kansas St. Wildcats,Defense
11/09/2013,@ Texas Tech,W 49 - 26,nan,1/,nan,30,5.0,Kansas St. Wildcats,Offense
11/09/2013,@ Texas Tech,W 49 - 26,nan,1/,nan,7,1.0,Kansas St. Wildcats,Defense
11/16/2013,TCU,W 33 - 31,nan,1/,nan,9,1.0,Kansas St. Wildcats,Offense
11/16/2013,TCU,W 33 - 31,nan,1/,nan,4,1.0,Kansas St. Wildcats,Defense
11/23/2013,Oklahoma,L 31 - 41,nan,1/,nan,5,1.0,Kansas St. Wildcats,Offense
11/23/2013,Oklahoma,L 31 - 41,nan,1/,nan,22,3.0,Kansas St. Wildcats,Defense
11/30/2013,@ Kansas,W 31 - 10,nan,1/,nan,30,4.0,Kansas St. Wildcats,Offense
11/30/2013,@ Kansas,W 31 - 10,nan,1/,nan,24,3.0,Kansas St. Wildcats,Defense
12/28/2013,"Michigan @ Tempe, Ariz",W 31 - 14,nan,1/,nan,2,1.0,Kansas St. Wildcats,Offense
12/28/2013,"Michigan @ Tempe, Ariz",W 31 - 14,nan,1/,nan,11,2.0,Kansas St. Wildcats,Defense
09/07/2013,South Dakota,W 31 - 14,nan,1/,nan,16,3.0,Kansas Jayhawks,Offense
09/07/2013,South Dakota,W 31 - 14,nan,1/,nan,16,2.0,Kansas Jayhawks,Defense
09/14/2013,@ Rice,L 14 - 23,nan,1/,nan,17,3.0,Kansas Jayhawks,Offense
09/14/2013,@ Rice,L 14 - 23,nan,1/,nan,33,3.0,Kansas Jayhawks,Defense
09/21/2013,Louisiana Tech,W 13 - 10,nan,1/,nan,29,3.0,Kansas Jayhawks,Offense
09/21/2013,Louisiana Tech,W 13 - 10,nan,1/,nan,4,1.0,Kansas Jayhawks,Defense
10/05/2013,Texas Tech,L 16 - 54,nan,1/,nan,10,1.0,Kansas Jayhawks,Offense
10/05/2013,Texas Tech,L 16 - 54,nan,1/,nan,37,5.0,Kansas Jayhawks,Defense
10/12/2013,@ TCU,L 17 - 27,nan,1/,nan,18,3.0,Kansas Jayhawks,Offense
10/12/2013,@ TCU,L 17 - 27,nan,1/,nan,34,4.0,Kansas Jayhawks,Defense
10/19/2013,Oklahoma,L 19 - 34,nan,1/,nan,14,1.0,Kansas Jayhawks,Offense
10/19/2013,Oklahoma,L 19 - 34,nan,1/,nan,19,3.0,Kansas Jayhawks,Defense
10/26/2013,Baylor,L 14 - 59,nan,1/,nan,nan,nan,Kansas Jayhawks,Offense
10/26/2013,Baylor,L 14 - 59,nan,1/,nan,20,3.0,Kansas Jayhawks,Defense
11/02/2013,@ Texas,L 13 - 35,nan,1/,nan,8,1.0,Kansas Jayhawks,Offense
11/02/2013,@ Texas,L 13 - 35,nan,1/,nan,18,2.0,Kansas Jayhawks,Defense
11/09/2013,@ Oklahoma St.,L 6 - 42,nan,1/,nan,4,1.0,Kansas Jayhawks,Offense
11/09/2013,@ Oklahoma St.,L 6 - 42,nan,1/,nan,16,3.0,Kansas Jayhawks,Defense
11/16/2013,West Virginia,W 31 - 19,nan,1/,nan,11,2.0,Kansas Jayhawks,Offense
11/16/2013,West Virginia,W 31 - 19,nan,1/,nan,nan,nan,Kansas Jayhawks,Defense
11/23/2013,@ Iowa St.,L 0 - 34,nan,1/,nan,nan,nan,Kansas Jayhawks,Offense
11/23/2013,@ Iowa St.,L 0 - 34,nan,1/,nan,nan,nan,Kansas Jayhawks,Defense
11/30/2013,Kansas St.,L 10 - 31,nan,1/,nan,24,3.0,Kansas Jayhawks,Offense
11/30/2013,Kansas St.,L 10 - 31,nan,1/,nan,30,4.0,Kansas Jayhawks,Defense
09/03/2016,Rhode Island,W 55 - 6,nan,1/,nan,5,1.0,Kansas Jayhawks,Offense
09/03/2016,Rhode Island,W 55 - 6,nan,1/,nan,nan,nan,Kansas Jayhawks,Defense
09/10/2016,Ohio,L 21 - 37,nan,1/,nan,nan,nan,Kansas Jayhawks,Offense
