Date,Opponent,Result,G,FumblesRecovered,Int,Blkd,Team,OffenseDefense
10/22/2016,UT Martin,W 31 - 6,1/,1,3,nan,Georgia St. Panthers,Offense
10/22/2016,UT Martin,W 31 - 6,1/,nan,2,nan,Georgia St. Panthers,Defense
10/29/2016,@ South Ala.,L 10 - 13,1/,1,1,nan,Georgia St. Panthers,Offense
10/29/2016,@ South Ala.,L 10 - 13,1/,1,nan,nan,Georgia St. Panthers,Defense
11/03/2016,Arkansas St.,L 16 - 31,1/,1,nan,nan,Georgia St. Panthers,Offense
11/03/2016,Arkansas St.,L 16 - 31,1/,nan,2,2/,Georgia St. Panthers,Defense
11/12/2016,La.-Monroe,L 23 - 37,1/,nan,nan,nan,Georgia St. Panthers,Offense
11/12/2016,La.-Monroe,L 23 - 37,1/,nan,nan,1,Georgia St. Panthers,Defense
11/19/2016,Ga. Southern,W 30 - 24,1/,2,nan,nan,Georgia St. Panthers,Offense
11/19/2016,Ga. Southern,W 30 - 24,1/,nan,nan,2/,Georgia St. Panthers,Defense
12/03/2016,@ Idaho,L 12 - 37,1/,nan,nan,nan,Georgia St. Panthers,Offense
12/03/2016,@ Idaho,L 12 - 37,1/,2,4,1,Georgia St. Panthers,Defense
09/04/2015,Charlotte,L 20 - 23,1/,3/,2,nan,Georgia St. Panthers,Offense
09/04/2015,Charlotte,L 20 - 23,1/,2,1,nan,Georgia St. Panthers,Defense
09/12/2015,@ New Mexico St.,W 34 - 32,1/,nan,1,1,Georgia St. Panthers,Offense
09/12/2015,@ New Mexico St.,W 34 - 32,1/,2,1,nan,Georgia St. Panthers,Defense
09/19/2015,@ Oregon,L 28 - 61,1/,1,nan,nan,Georgia St. Panthers,Offense
09/19/2015,@ Oregon,L 28 - 61,1/,2,2,nan,Georgia St. Panthers,Defense
10/03/2015,Liberty,L 33 - 41,1/,1,nan,nan,Georgia St. Panthers,Offense
10/03/2015,Liberty,L 33 - 41,1/,nan,1,nan,Georgia St. Panthers,Defense
10/10/2015,Appalachian St.,L 3 - 37,1/,nan,1,nan,Georgia St. Panthers,Offense
10/10/2015,Appalachian St.,L 3 - 37,1/,1,1,nan,Georgia St. Panthers,Defense
10/17/2015,@ Ball St.,W 31 - 19,1/,nan,1,nan,Georgia St. Panthers,Offense
10/17/2015,@ Ball St.,W 31 - 19,1/,1,nan,1,Georgia St. Panthers,Defense
10/31/2015,@ Arkansas St.,L 34 - 48,1/,1,2,nan,Georgia St. Panthers,Offense
10/31/2015,@ Arkansas St.,L 34 - 48,1/,1,1,2/,Georgia St. Panthers,Defense
11/07/2015,Louisiana,L 21 - 23,1/,nan,1,nan,Georgia St. Panthers,Offense
11/07/2015,Louisiana,L 21 - 23,1/,nan,1,1,Georgia St. Panthers,Defense
11/14/2015,@ Texas St.,W 41 - 19,1/,nan,2,nan,Georgia St. Panthers,Offense
11/14/2015,@ Texas St.,W 41 - 19,1/,nan,2,nan,Georgia St. Panthers,Defense
11/21/2015,South Ala.,W 24 - 10,1/,nan,1,nan,Georgia St. Panthers,Offense
11/21/2015,South Ala.,W 24 - 10,1/,nan,nan,nan,Georgia St. Panthers,Defense
11/27/2015,Troy,W 31 - 21,1/,1,1,nan,Georgia St. Panthers,Offense
11/27/2015,Troy,W 31 - 21,1/,2,nan,1,Georgia St. Panthers,Defense
12/05/2015,@ Ga. Southern,W 34 - 7,1/,nan,2,nan,Georgia St. Panthers,Offense
12/05/2015,@ Ga. Southern,W 34 - 7,1/,nan,1,nan,Georgia St. Panthers,Defense
12/19/2015,"San Jose St. @ Orlando, Fla.",L 16 - 27,1/,nan,1,nan,Georgia St. Panthers,Offense
12/19/2015,"San Jose St. @ Orlando, Fla.",L 16 - 27,1/,nan,1,nan,Georgia St. Panthers,Defense
08/30/2013,Samford,L 21 - 31,1/,nan,1,nan,Georgia St. Panthers,Offense
08/30/2013,Samford,L 21 - 31,1/,nan,2,1,Georgia St. Panthers,Defense
09/07/2013,Chattanooga,L 14 - 42,1/,nan,nan,nan,Georgia St. Panthers,Offense
09/07/2013,Chattanooga,L 14 - 42,1/,nan,nan,nan,Georgia St. Panthers,Defense
09/14/2013,@ West Virginia,L 7 - 41,1/,nan,1,nan,Georgia St. Panthers,Offense
09/14/2013,@ West Virginia,L 7 - 41,1/,1,nan,nan,Georgia St. Panthers,Defense
09/21/2013,Jacksonville St.,L 26 - 32 (1OT),1/,2,nan,1,Georgia St. Panthers,Offense
09/21/2013,Jacksonville St.,L 26 - 32 (1OT),1/,1,1,nan,Georgia St. Panthers,Defense
10/05/2013,@ Alabama,L 3 - 45,1/,nan,nan,nan,Georgia St. Panthers,Offense
10/05/2013,@ Alabama,L 3 - 45,1/,1,nan,nan,Georgia St. Panthers,Defense
10/12/2013,Troy,L 28 - 35,1/,1,2,1,Georgia St. Panthers,Offense
10/12/2013,Troy,L 28 - 35,1/,nan,1,nan,Georgia St. Panthers,Defense
10/19/2013,@ Texas St.,L 17 - 24,1/,nan,1,nan,Georgia St. Panthers,Offense
10/19/2013,@ Texas St.,L 17 - 24,1/,nan,1,nan,Georgia St. Panthers,Defense
10/26/2013,@ La.-Monroe,L 10 - 38,1/,1,nan,nan,Georgia St. Panthers,Offense
10/26/2013,@ La.-Monroe,L 10 - 38,1/,1,3,nan,Georgia St. Panthers,Defense
11/02/2013,Western Ky.,L 28 - 44,1/,nan,1,nan,Georgia St. Panthers,Offense
11/02/2013,Western Ky.,L 28 - 44,1/,nan,2,nan,Georgia St. Panthers,Defense
11/16/2013,Louisiana,L 21 - 35,1/,1,nan,nan,Georgia St. Panthers,Offense
11/16/2013,Louisiana,L 21 - 35,1/,1,1,nan,Georgia St. Panthers,Defense
11/23/2013,@ Arkansas St.,L 33 - 35,1/,2,nan,nan,Georgia St. Panthers,Offense
11/23/2013,@ Arkansas St.,L 33 - 35,1/,4/,nan,1,Georgia St. Panthers,Defense
11/30/2013,South Ala.,L 17 - 38,1/,1,nan,nan,Georgia St. Panthers,Offense
11/30/2013,South Ala.,L 17 - 38,1/,2,1,nan,Georgia St. Panthers,Defense
09/03/2016,"North Carolina @ Atlanta, Georgia",W 33 - 24,1/,nan,nan,nan,Georgia Bulldogs,Offense
09/03/2016,"North Carolina @ Atlanta, Georgia",W 33 - 24,1/,1,nan,nan,Georgia Bulldogs,Defense
09/10/2016,Nicholls St.,W 26 - 24,1/,1,2,nan,Georgia Bulldogs,Offense
09/10/2016,Nicholls St.,W 26 - 24,1/,2,1,nan,Georgia Bulldogs,Defense
09/17/2016,@ Missouri,W 28 - 27,1/,2,3/,nan,Georgia Bulldogs,Offense
09/17/2016,@ Missouri,W 28 - 27,1/,nan,1,nan,Georgia Bulldogs,Defense
09/24/2016,@ Ole Miss,L 14 - 45,1/,nan,1,nan,Georgia Bulldogs,Offense
09/24/2016,@ Ole Miss,L 14 - 45,1/,1,1,nan,Georgia Bulldogs,Defense
10/01/2016,Tennessee,L 31 - 34,1/,2,1,nan,Georgia Bulldogs,Offense
10/01/2016,Tennessee,L 31 - 34,1/,1,1,nan,Georgia Bulldogs,Defense
10/09/2016,@ South Carolina,W 28 - 14,1/,2,1,nan,Georgia Bulldogs,Offense
10/09/2016,@ South Carolina,W 28 - 14,1/,nan,1,nan,Georgia Bulldogs,Defense
10/15/2016,Vanderbilt,L 16 - 17,1/,nan,nan,nan,Georgia Bulldogs,Offense
10/15/2016,Vanderbilt,L 16 - 17,1/,nan,nan,nan,Georgia Bulldogs,Defense
10/29/2016,"Florida @ Jacksonville, Fla.",L 10 - 24,1/,nan,1,nan,Georgia Bulldogs,Offense
10/29/2016,"Florida @ Jacksonville, Fla.",L 10 - 24,1/,nan,nan,nan,Georgia Bulldogs,Defense
11/05/2016,@ Kentucky,W 27 - 24,1/,1,1,nan,Georgia Bulldogs,Offense
11/05/2016,@ Kentucky,W 27 - 24,1/,3,nan,nan,Georgia Bulldogs,Defense
11/12/2016,Auburn,W 13 - 7,1/,nan,1,nan,Georgia Bulldogs,Offense
11/12/2016,Auburn,W 13 - 7,1/,nan,1,nan,Georgia Bulldogs,Defense
11/19/2016,Louisiana,W 35 - 21,1/,1,3/,nan,Georgia Bulldogs,Offense
11/19/2016,Louisiana,W 35 - 21,1/,1,1,nan,Georgia Bulldogs,Defense
11/26/2016,Georgia Tech,L 27 - 28,1/,1,1,nan,Georgia Bulldogs,Offense
11/26/2016,Georgia Tech,L 27 - 28,1/,nan,2,nan,Georgia Bulldogs,Defense
12/30/2016,"TCU @ Memphis, Tenn.",W 31 - 23,1/,2,nan,nan,Georgia Bulldogs,Offense
12/30/2016,"TCU @ Memphis, Tenn.",W 31 - 23,1/,1,nan,1,Georgia Bulldogs,Defense
08/31/2013,@ Clemson,L 35 - 38,1/,1,nan,nan,Georgia Bulldogs,Offense
08/31/2013,@ Clemson,L 35 - 38,1/,1,1,nan,Georgia Bulldogs,Defense
09/07/2013,South Carolina,W 41 - 30,1/,1,nan,nan,Georgia Bulldogs,Offense
09/07/2013,South Carolina,W 41 - 30,1/,nan,nan,nan,Georgia Bulldogs,Defense
09/21/2013,North Texas,W 45 - 21,1/,nan,1,nan,Georgia Bulldogs,Offense
09/21/2013,North Texas,W 45 - 21,1/,1,1,1,Georgia Bulldogs,Defense
09/28/2013,LSU,W 44 - 41,1/,1,nan,nan,Georgia Bulldogs,Offense
09/28/2013,LSU,W 44 - 41,1/,nan,1,nan,Georgia Bulldogs,Defense
10/05/2013,@ Tennessee,W 34 - 31 (1OT),1/,1,nan,nan,Georgia Bulldogs,Offense
10/05/2013,@ Tennessee,W 34 - 31 (1OT),1/,nan,nan,1,Georgia Bulldogs,Defense
10/12/2013,Missouri,L 26 - 41,1/,nan,nan,nan,Georgia Bulldogs,Offense
10/12/2013,Missouri,L 26 - 41,1/,2,2,nan,Georgia Bulldogs,Defense
10/19/2013,@ Vanderbilt,L 27 - 31,1/,nan,2,nan,Georgia Bulldogs,Offense
10/19/2013,@ Vanderbilt,L 27 - 31,1/,2,1,nan,Georgia Bulldogs,Defense
11/02/2013,"Florida @ Jacksonville, Fla.",W 23 - 20,1/,nan,nan,nan,Georgia Bulldogs,Offense
11/02/2013,"Florida @ Jacksonville, Fla.",W 23 - 20,1/,1,nan,nan,Georgia Bulldogs,Defense
11/09/2013,Appalachian St.,W 45 - 6,1/,1,1,1,Georgia Bulldogs,Offense
11/09/2013,Appalachian St.,W 45 - 6,1/,1,2,nan,Georgia Bulldogs,Defense
11/16/2013,@ Auburn,L 38 - 43,1/,nan,nan,1,Georgia Bulldogs,Offense
11/16/2013,@ Auburn,L 38 - 43,1/,nan,1,nan,Georgia Bulldogs,Defense
11/23/2013,Kentucky,W 59 - 17,1/,3/,nan,nan,Georgia Bulldogs,Offense
11/23/2013,Kentucky,W 59 - 17,1/,1,1,nan,Georgia Bulldogs,Defense
11/30/2013,@ Georgia Tech,W 41 - 34 (2OT),1/,nan,2,nan,Georgia Bulldogs,Offense
11/30/2013,@ Georgia Tech,W 41 - 34 (2OT),1/,nan,1,nan,Georgia Bulldogs,Defense
01/01/2014,"Nebraska @ Jacksonville, Fla.",L 19 - 24,1/,nan,1,nan,Georgia Bulldogs,Offense
01/01/2014,"Nebraska @ Jacksonville, Fla.",L 19 - 24,1/,1,1,nan,Georgia Bulldogs,Defense
09/05/2015,La.-Monroe,W 51 - 14,1/,nan,1,1,Georgia Bulldogs,Offense
09/05/2015,La.-Monroe,W 51 - 14,1/,nan,nan,nan,Georgia Bulldogs,Defense
09/12/2015,@ Vanderbilt,W 31 - 14,1/,nan,3,nan,Georgia Bulldogs,Offense
09/12/2015,@ Vanderbilt,W 31 - 14,1/,1,nan,nan,Georgia Bulldogs,Defense
09/19/2015,South Carolina,W 52 - 20,1/,nan,1,nan,Georgia Bulldogs,Offense
09/19/2015,South Carolina,W 52 - 20,1/,1,nan,nan,Georgia Bulldogs,Defense
09/26/2015,Southern U.,W 48 - 6,1/,nan,nan,1,Georgia Bulldogs,Offense
09/26/2015,Southern U.,W 48 - 6,1/,1,nan,nan,Georgia Bulldogs,Defense
10/03/2015,Alabama,L 10 - 38,1/,2,nan,nan,Georgia Bulldogs,Offense
10/03/2015,Alabama,L 10 - 38,1/,1,3,1,Georgia Bulldogs,Defense
10/10/2015,@ Tennessee,L 31 - 38,1/,1,1,nan,Georgia Bulldogs,Offense
10/10/2015,@ Tennessee,L 31 - 38,1/,1,nan,nan,Georgia Bulldogs,Defense
10/17/2015,Missouri,W 9 - 6,1/,1,nan,nan,Georgia Bulldogs,Offense
10/17/2015,Missouri,W 9 - 6,1/,nan,1,nan,Georgia Bulldogs,Defense
10/31/2015,"Florida @ Jacksonville, Fla.",L 3 - 27,1/,1,nan,1,Georgia Bulldogs,Offense
10/31/2015,"Florida @ Jacksonville, Fla.",L 3 - 27,1/,1,4/,nan,Georgia Bulldogs,Defense
11/07/2015,Kentucky,W 27 - 3,1/,1,2,nan,Georgia Bulldogs,Offense
11/07/2015,Kentucky,W 27 - 3,1/,2,nan,nan,Georgia Bulldogs,Defense
11/14/2015,@ Auburn,W 20 - 13,1/,2,1,nan,Georgia Bulldogs,Offense
11/14/2015,@ Auburn,W 20 - 13,1/,nan,nan,nan,Georgia Bulldogs,Defense
11/21/2015,Ga. Southern,W 23 - 17 (1OT),1/,1,nan,nan,Georgia Bulldogs,Offense
11/21/2015,Ga. Southern,W 23 - 17 (1OT),1/,2,nan,nan,Georgia Bulldogs,Defense
11/28/2015,@ Georgia Tech,W 13 - 7,1/,1,2,nan,Georgia Bulldogs,Offense
11/28/2015,@ Georgia Tech,W 13 - 7,1/,nan,nan,nan,Georgia Bulldogs,Defense
01/02/2016,"Penn St. @ Jacksonville, Fla.",W 24 - 17,1/,nan,1,nan,Georgia Bulldogs,Offense
01/02/2016,"Penn St. @ Jacksonville, Fla.",W 24 - 17,1/,nan,nan,nan,Georgia Bulldogs,Defense
08/30/2014,Clemson,W 45 - 21,1/,nan,1,nan,Georgia Bulldogs,Offense
08/30/2014,Clemson,W 45 - 21,1/,1,nan,nan,Georgia Bulldogs,Defense
09/13/2014,@ South Carolina,L 35 - 38,1/,1,1,nan,Georgia Bulldogs,Offense
09/13/2014,@ South Carolina,L 35 - 38,1/,nan,nan,nan,Georgia Bulldogs,Defense
09/20/2014,Troy,W 66 - 0,1/,1,1,nan,Georgia Bulldogs,Offense
09/20/2014,Troy,W 66 - 0,1/,nan,nan,nan,Georgia Bulldogs,Defense
09/27/2014,Tennessee,W 35 - 32,1/,2,nan,nan,Georgia Bulldogs,Offense
09/27/2014,Tennessee,W 35 - 32,1/,nan,2,nan,Georgia Bulldogs,Defense
10/04/2014,Vanderbilt,W 44 - 17,1/,nan,1,nan,Georgia Bulldogs,Offense
10/04/2014,Vanderbilt,W 44 - 17,1/,nan,1,1,Georgia Bulldogs,Defense
10/11/2014,@ Missouri,W 34 - 0,1/,1,4/,nan,Georgia Bulldogs,Offense
10/11/2014,@ Missouri,W 34 - 0,1/,nan,nan,nan,Georgia Bulldogs,Defense
10/18/2014,"Arkansas @ Little Rock, Ark.",W 45 - 32,1/,2,2,1,Georgia Bulldogs,Offense
10/18/2014,"Arkansas @ Little Rock, Ark.",W 45 - 32,1/,nan,nan,nan,Georgia Bulldogs,Defense
11/01/2014,"Florida @ Jacksonville, Fla.",L 20 - 38,1/,1,nan,nan,Georgia Bulldogs,Offense
11/01/2014,"Florida @ Jacksonville, Fla.",L 20 - 38,1/,1,nan,nan,Georgia Bulldogs,Defense
11/08/2014,@ Kentucky,W 63 - 31,1/,nan,1,nan,Georgia Bulldogs,Offense
11/08/2014,@ Kentucky,W 63 - 31,1/,1,nan,nan,Georgia Bulldogs,Defense
11/15/2014,Auburn,W 34 - 7,1/,2,1,nan,Georgia Bulldogs,Offense
11/15/2014,Auburn,W 34 - 7,1/,nan,nan,nan,Georgia Bulldogs,Defense
11/22/2014,Charleston So.,W 55 - 9,1/,1,1,nan,Georgia Bulldogs,Offense
11/22/2014,Charleston So.,W 55 - 9,1/,1,1,nan,Georgia Bulldogs,Defense
11/29/2014,Georgia Tech,L 24 - 30 (1OT),1/,2,nan,2/,Georgia Bulldogs,Offense
11/29/2014,Georgia Tech,L 24 - 30 (1OT),1/,2,1,1,Georgia Bulldogs,Defense
12/30/2014,"Louisville @ Charlotte, NC",W 37 - 14,1/,nan,3,nan,Georgia Bulldogs,Offense
12/30/2014,"Louisville @ Charlotte, NC",W 37 - 14,1/,1,1,nan,Georgia Bulldogs,Defense
09/03/2016,Savannah St.,W 54 - 0,1/,2,1,nan,Ga. Southern Eagles,Offense
09/03/2016,Savannah St.,W 54 - 0,1/,1,1,nan,Ga. Southern Eagles,Defense
09/10/2016,@ South Ala.,W 24 - 9,1/,nan,1,nan,Ga. Southern Eagles,Offense
09/10/2016,@ South Ala.,W 24 - 9,1/,1,nan,nan,Ga. Southern Eagles,Defense
09/17/2016,La.-Monroe,W 23 - 21,1/,1,1,1,Ga. Southern Eagles,Offense
09/17/2016,La.-Monroe,W 23 - 21,1/,1,nan,nan,Ga. Southern Eagles,Defense
09/24/2016,@ Western Mich.,L 31 - 49,1/,nan,nan,nan,Ga. Southern Eagles,Offense
09/24/2016,@ Western Mich.,L 31 - 49,1/,2,2,nan,Ga. Southern Eagles,Defense
10/05/2016,@ Arkansas St.,L 26 - 27,1/,3/,2,nan,Ga. Southern Eagles,Offense
10/05/2016,@ Arkansas St.,L 26 - 27,1/,nan,nan,nan,Ga. Southern Eagles,Defense
10/15/2016,@ Georgia Tech,L 24 - 35,1/,nan,nan,nan,Ga. Southern Eagles,Offense
10/15/2016,@ Georgia Tech,L 24 - 35,1/,nan,nan,nan,Ga. Southern Eagles,Defense
10/22/2016,@ New Mexico St.,W 22 - 19,1/,2,1,1,Ga. Southern Eagles,Offense
10/22/2016,@ New Mexico St.,W 22 - 19,1/,1,2,nan,Ga. Southern Eagles,Defense
10/27/2016,Appalachian St.,L 10 - 34,1/,1,2,1,Ga. Southern Eagles,Offense
10/27/2016,Appalachian St.,L 10 - 34,1/,nan,3,nan,Ga. Southern Eagles,Defense
11/05/2016,@ Ole Miss,L 27 - 37,1/,nan,1,1,Ga. Southern Eagles,Offense
11/05/2016,@ Ole Miss,L 27 - 37,1/,nan,1,nan,Ga. Southern Eagles,Defense
11/10/2016,Louisiana,L 26 - 33,1/,1,nan,1,Ga. Southern Eagles,Offense
11/10/2016,Louisiana,L 26 - 33,1/,nan,nan,nan,Ga. Southern Eagles,Defense
11/19/2016,@ Georgia St.,L 24 - 30,1/,nan,nan,2/,Ga. Southern Eagles,Offense
11/19/2016,@ Georgia St.,L 24 - 30,1/,2,nan,nan,Ga. Southern Eagles,Defense
12/03/2016,Troy,W 28 - 24,1/,nan,nan,nan,Ga. Southern Eagles,Offense
12/03/2016,Troy,W 28 - 24,1/,1,nan,nan,Ga. Southern Eagles,Defense
08/30/2014,@ NC State,L 23 - 24,1/,nan,1,nan,Ga. Southern Eagles,Offense
08/30/2014,@ NC State,L 23 - 24,1/,1,nan,nan,Ga. Southern Eagles,Defense
09/06/2014,Savannah St.,W 83 - 9,1/,2,1,1/,Ga. Southern Eagles,Offense
09/06/2014,Savannah St.,W 83 - 9,1/,nan,nan,nan,Ga. Southern Eagles,Defense
09/13/2014,@ Georgia Tech,L 38 - 42,1/,nan,nan,nan,Ga. Southern Eagles,Offense
09/13/2014,@ Georgia Tech,L 38 - 42,1/,1,nan,nan,Ga. Southern Eagles,Defense
09/20/2014,@ South Ala.,W 28 - 6,1/,nan,2,nan,Ga. Southern Eagles,Offense
09/20/2014,@ South Ala.,W 28 - 6,1/,1,1,nan,Ga. Southern Eagles,Defense
09/25/2014,Appalachian St.,W 34 - 14,1/,nan,2,1/,Ga. Southern Eagles,Offense
09/25/2014,Appalachian St.,W 34 - 14,1/,nan,1,1/,Ga. Southern Eagles,Defense
10/04/2014,@ New Mexico St.,W 36 - 28,1/,1,3,nan,Ga. Southern Eagles,Offense
10/04/2014,@ New Mexico St.,W 36 - 28,1/,1,nan,1/,Ga. Southern Eagles,Defense
10/11/2014,Idaho,W 47 - 24,1/,nan,1,nan,Ga. Southern Eagles,Offense
10/11/2014,Idaho,W 47 - 24,1/,1,nan,nan,Ga. Southern Eagles,Defense
10/25/2014,@ Georgia St.,W 69 - 31,1/,2,1,nan,Ga. Southern Eagles,Offense
10/25/2014,@ Georgia St.,W 69 - 31,1/,nan,nan,nan,Ga. Southern Eagles,Defense
10/30/2014,Troy,W 42 - 10,1/,1,nan,nan,Ga. Southern Eagles,Offense
10/30/2014,Troy,W 42 - 10,1/,2,nan,nan,Ga. Southern Eagles,Defense
11/08/2014,@ Texas St.,W 28 - 25,1/,nan,2,nan,Ga. Southern Eagles,Offense
11/08/2014,@ Texas St.,W 28 - 25,1/,nan,nan,nan,Ga. Southern Eagles,Defense
11/15/2014,@ Navy,L 19 - 52,1/,nan,nan,nan,Ga. Southern Eagles,Offense
11/15/2014,@ Navy,L 19 - 52,1/,1,2,nan,Ga. Southern Eagles,Defense
11/29/2014,La.-Monroe,W 22 - 16,1/,1,nan,1/,Ga. Southern Eagles,Offense
11/29/2014,La.-Monroe,W 22 - 16,1/,nan,nan,nan,Ga. Southern Eagles,Defense
09/05/2015,@ West Virginia,L 0 - 44,1/,nan,nan,nan,Ga. Southern Eagles,Offense
09/05/2015,@ West Virginia,L 0 - 44,1/,1,4,nan,Ga. Southern Eagles,Defense
09/12/2015,Western Mich.,W 43 - 17,1/,1,3,nan,Ga. Southern Eagles,Offense
09/12/2015,Western Mich.,W 43 - 17,1/,nan,nan,nan,Ga. Southern Eagles,Defense
09/19/2015,The Citadel,W 48 - 13,1/,3/,2,nan,Ga. Southern Eagles,Offense
09/19/2015,The Citadel,W 48 - 13,1/,1,nan,nan,Ga. Southern Eagles,Defense
09/26/2015,@ Idaho,W 44 - 20,1/,nan,2,1,Ga. Southern Eagles,Offense
09/26/2015,@ Idaho,W 44 - 20,1/,1,1,nan,Ga. Southern Eagles,Defense
10/03/2015,@ La.-Monroe,W 51 - 31,1/,nan,3,1,Ga. Southern Eagles,Offense
10/03/2015,@ La.-Monroe,W 51 - 31,1/,nan,1,nan,Ga. Southern Eagles,Defense
10/17/2015,New Mexico St.,W 56 - 26,1/,nan,1,1,Ga. Southern Eagles,Offense
10/17/2015,New Mexico St.,W 56 - 26,1/,1,nan,nan,Ga. Southern Eagles,Defense
10/22/2015,@ Appalachian St.,L 13 - 31,1/,nan,nan,nan,Ga. Southern Eagles,Offense
10/22/2015,@ Appalachian St.,L 13 - 31,1/,nan,2,nan,Ga. Southern Eagles,Defense
10/29/2015,Texas St.,W 37 - 13,1/,nan,2,nan,Ga. Southern Eagles,Offense
10/29/2015,Texas St.,W 37 - 13,1/,3/,nan,nan,Ga. Southern Eagles,Defense
11/14/2015,@ Troy,W 45 - 10,1/,2,1,nan,Ga. Southern Eagles,Offense
11/14/2015,@ Troy,W 45 - 10,1/,1,nan,nan,Ga. Southern Eagles,Defense
11/21/2015,@ Georgia,L 17 - 23 (1OT),1/,2,nan,nan,Ga. Southern Eagles,Offense
11/21/2015,@ Georgia,L 17 - 23 (1OT),1/,1,nan,nan,Ga. Southern Eagles,Defense
11/28/2015,South Ala.,W 55 - 17,1/,nan,2,nan,Ga. Southern Eagles,Offense
11/28/2015,South Ala.,W 55 - 17,1/,2,nan,1,Ga. Southern Eagles,Defense
12/05/2015,Georgia St.,L 7 - 34,1/,nan,1,nan,Ga. Southern Eagles,Offense
12/05/2015,Georgia St.,L 7 - 34,1/,nan,2,nan,Ga. Southern Eagles,Defense
12/23/2015,"Bowling Green @ Mobile, Ala.",W 58 - 27,1/,2,nan,1,Ga. Southern Eagles,Offense
12/23/2015,"Bowling Green @ Mobile, Ala.",W 58 - 27,1/,nan,nan,nan,Ga. Southern Eagles,Defense
08/31/2013,Savannah St.,W 77 - 9,1/,nan,3,nan,Ga. Southern Eagles,Offense
08/31/2013,Savannah St.,W 77 - 9,1/,nan,nan,1,Ga. Southern Eagles,Defense
09/07/2013,Saint Francis (PA),W 59 - 17,1/,nan,1,nan,Ga. Southern Eagles,Offense
09/07/2013,Saint Francis (PA),W 59 - 17,1/,nan,nan,nan,Ga. Southern Eagles,Defense
09/14/2013,@ Wofford,L 20 - 30,1/,nan,1,nan,Ga. Southern Eagles,Offense
09/14/2013,@ Wofford,L 20 - 30,1/,2,1,nan,Ga. Southern Eagles,Defense
09/28/2013,Chattanooga,W 23 - 21,1/,nan,1,nan,Ga. Southern Eagles,Offense
09/28/2013,Chattanooga,W 23 - 21,1/,nan,nan,nan,Ga. Southern Eagles,Defense
10/05/2013,@ Samford,L 34 - 44,1/,1,nan,nan,Ga. Southern Eagles,Offense
10/05/2013,@ Samford,L 34 - 44,1/,1,1,nan,Ga. Southern Eagles,Defense
10/12/2013,The Citadel,W 28 - 21,1/,nan,nan,nan,Ga. Southern Eagles,Offense
10/12/2013,The Citadel,W 28 - 21,1/,1,nan,1,Ga. Southern Eagles,Defense
10/26/2013,@ Appalachian St.,L 14 - 38,1/,nan,nan,1,Ga. Southern Eagles,Offense
10/26/2013,@ Appalachian St.,L 14 - 38,1/,1,1,nan,Ga. Southern Eagles,Defense
11/02/2013,Furman,L 14 - 16,1/,1,nan,1,Ga. Southern Eagles,Offense
11/02/2013,Furman,L 14 - 16,1/,2,1,nan,Ga. Southern Eagles,Defense
11/09/2013,Western Caro.,W 35 - 19,1/,nan,4/,1,Ga. Southern Eagles,Offense
11/09/2013,Western Caro.,W 35 - 19,1/,4/,nan,nan,Ga. Southern Eagles,Defense
11/16/2013,@ Elon,W 38 - 20,1/,nan,nan,nan,Ga. Southern Eagles,Offense
11/16/2013,@ Elon,W 38 - 20,1/,nan,nan,nan,Ga. Southern Eagles,Defense
11/23/2013,@ Florida,W 26 - 20,1/,nan,nan,1,Ga. Southern Eagles,Offense
11/23/2013,@ Florida,W 26 - 20,1/,2,nan,nan,Ga. Southern Eagles,Defense
09/01/2016,@ FIU,W 34 - 13,1/,nan,3,nan,Indiana Hoosiers,Offense
09/01/2016,@ FIU,W 34 - 13,1/,1,nan,nan,Indiana Hoosiers,Defense
09/10/2016,Ball St.,W 30 - 20,1/,2,1,nan,Indiana Hoosiers,Offense
09/10/2016,Ball St.,W 30 - 20,1/,nan,nan,1,Indiana Hoosiers,Defense
09/24/2016,Wake Forest,L 28 - 33,1/,nan,nan,nan,Indiana Hoosiers,Offense
09/24/2016,Wake Forest,L 28 - 33,1/,nan,5/,1,Indiana Hoosiers,Defense
10/01/2016,Michigan St.,W 24 - 21 (1OT),1/,1,nan,1,Indiana Hoosiers,Offense
10/01/2016,Michigan St.,W 24 - 21 (1OT),1/,nan,1,nan,Indiana Hoosiers,Defense
10/08/2016,@ Ohio St.,L 17 - 38,1/,1,1,nan,Indiana Hoosiers,Offense
10/08/2016,@ Ohio St.,L 17 - 38,1/,1,1,nan,Indiana Hoosiers,Defense
10/15/2016,Nebraska,L 22 - 27,1/,nan,2,1,Indiana Hoosiers,Offense
10/15/2016,Nebraska,L 22 - 27,1/,nan,2,nan,Indiana Hoosiers,Defense
10/22/2016,@ Northwestern,L 14 - 24,1/,nan,nan,1,Indiana Hoosiers,Offense
10/22/2016,@ Northwestern,L 14 - 24,1/,nan,2,nan,Indiana Hoosiers,Defense
10/29/2016,Maryland,W 42 - 36,1/,1,1,nan,Indiana Hoosiers,Offense
10/29/2016,Maryland,W 42 - 36,1/,nan,nan,nan,Indiana Hoosiers,Defense
11/05/2016,@ Rutgers,W 33 - 27,1/,1,nan,1,Indiana Hoosiers,Offense
11/05/2016,@ Rutgers,W 33 - 27,1/,2,2,2/,Indiana Hoosiers,Defense
11/12/2016,Penn St.,L 31 - 45,1/,nan,2,nan,Indiana Hoosiers,Offense
