Jersey,Player,Yr,Pos,GP,GS,FumblesRecovered,Int,FumblesLost,Interceptions,stat,year,team
4,"Gagliano, Sam",Jr,WR,11,8,nan,nan,1.0,nan,Turnover Margin,2013-14,Air Force Falcons
6A,"Roberts, Karson",So,QB,10,3,nan,nan,1.0,2.0,Turnover Margin,2013-14,Air Force Falcons
24,"Lee, Jonathan",Jr,RB,10,4,nan,nan,1.0,nan,Turnover Margin,2013-14,Air Force Falcons
17,"Byrd, Jamal",Jr,DB,10,6,nan,1.0,nan,nan,Turnover Margin,2013-14,Air Force Falcons
6B,"Romine, Nate",Fr,QB,9,5,nan,nan,2.0,1.0,Turnover Margin,2013-14,Air Force Falcons
8,"Steelhammer, Weston",Sr,DB,13,12,nan,7.0,nan,nan,Turnover Margin,2016-17,Air Force Falcons
47,"Alexander, Claude",Sr,LB,13,7,1.0,nan,nan,nan,Turnover Margin,2016-17,Air Force Falcons
34,"Dunn, Haji",Sr,LB,13,13,3.0,nan,nan,nan,Turnover Margin,2016-17,Air Force Falcons
28,"Owens, Jocobi",Sr,RB,13,10,nan,nan,2.0,nan,Turnover Margin,2016-17,Air Force Falcons
12,"Williams, Tyler",Jr,WR,13,8,nan,nan,nan,2.0,Turnover Margin,2016-17,Air Force Falcons
4,"Cleveland, Ronald",So,WR,13,3,nan,nan,1.0,nan,Turnover Margin,2016-17,Air Force Falcons
21,"Washington, Jesse",Sr,DB,13,9,nan,2.0,nan,nan,Turnover Margin,2016-17,Air Force Falcons
97,"Coppola, Santo",Jr,DL,13,2,1.0,nan,nan,nan,Turnover Margin,2016-17,Air Force Falcons
18,"Hicks, Brodie",Sr,DB,13,12,1.0,4.0,nan,nan,Turnover Margin,2016-17,Air Force Falcons
3,"Johnson, D.J.",Sr,RB,12,5,nan,nan,3.0,nan,Turnover Margin,2016-17,Air Force Falcons
41,"Healy, Patrick",Sr,LB,12,6,nan,1.0,nan,nan,Turnover Margin,2016-17,Air Force Falcons
44,"Ross, Grant",Jr,LB,11,10,1.0,nan,nan,nan,Turnover Margin,2016-17,Air Force Falcons
36,"Wilson, Parker",So,RB,10,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Air Force Falcons
25,"Ladipo, Roland",Sr,DB,10,9,1.0,1.0,nan,nan,Turnover Margin,2016-17,Air Force Falcons
28,"Owens, Jocobi",Jr,RB,14,14,nan,nan,2.0,nan,Turnover Margin,2015-16,Air Force Falcons
25,"Ladipo, Roland",Jr,DB,14,14,nan,3.0,nan,nan,Turnover Margin,2015-16,Air Force Falcons
8,"Steelhammer, Weston",Jr,DB,14,14,1.0,5.0,nan,nan,Turnover Margin,2015-16,Air Force Falcons
9,"Robinette, Jalen",Jr,WR,14,13,nan,nan,1.0,nan,Turnover Margin,2015-16,Air Force Falcons
16,"Roberts, Karson",Sr,QB,14,12,nan,nan,4.0,11.0,Turnover Margin,2015-16,Air Force Falcons
7,"Brown, Garrett",Sr,WR,14,11,nan,nan,1.0,nan,Turnover Margin,2015-16,Air Force Falcons
34,"Dunn, D.J.",Jr,LB,13,8,3.0,nan,nan,nan,Turnover Margin,2015-16,Air Force Falcons
18,"Hicks, Brodie",Jr,DB,13,10,1.0,2.0,nan,nan,Turnover Margin,2015-16,Air Force Falcons
48,"Onyechi, Jacob",Jr,LB,12,7,1.0,nan,nan,nan,Turnover Margin,2015-16,Air Force Falcons
31,"Duty-Tyson, Aubrey",So,DL,10,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Air Force Falcons
41,"Healy, Patrick",Jr,LB,10,6,1.0,nan,nan,nan,Turnover Margin,2015-16,Air Force Falcons
3,"Johnson, D.J.",Jr,RB,8,4,nan,nan,2.0,nan,Turnover Margin,2015-16,Air Force Falcons
14,"Magloire Jr., Paul",Jr,DB,13,8,1,nan,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
16,"Brown, Shun",Fr,WR,13,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Arizona Wildcats
3,"Denson, Cam",So,DB,13,5,nan,3,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
6,"Phillips, Nate",Jr,WR,13,13,nan,nan,1.0,nan,Turnover Margin,2015-16,Arizona Wildcats
28,"Lopez, Anthony",Sr,DB,13,1,nan,1,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
7,"Allah, Jamar",Sr,DB,13,13,1,3,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
12,"Flannigan-Fowles, Demetrius",Fr,DB,13,1,nan,1,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
93,"Zellers, Parker",So,DL,12,0,1,nan,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
19,"Neal, Davonte'",Jr,WR,12,11,1,1,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
29,"McCall Jr., Jarvis",So,DB,12,5,nan,1,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
10,"Grant, Samajie",Jr,WR,12,9,nan,nan,1.0,nan,Turnover Margin,2015-16,Arizona Wildcats
1B,"Solomon, Anu",So,QB,11,11,nan,nan,1.0,5,Turnover Margin,2015-16,Arizona Wildcats
0H,"Randall, Jerrard",Sr,QB,11,2,nan,nan,1.0,3,Turnover Margin,2015-16,Arizona Wildcats
47,"Matthews, Jake",Jr,LB,11,8,1,nan,nan,nan,Turnover Margin,2015-16,Arizona Wildcats
2H,"Wilson, Nick",So,RB,9,9,nan,nan,2.0,nan,Turnover Margin,2015-16,Arizona Wildcats
5,"Griffey, Trey",Jr,WR,7,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Arizona Wildcats
31,"Wright III, Scooby",Fr,LB,13,12,nan,1,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
0F,"Phillips, Nate",Fr,WR,13,10,nan,nan,1.0,nan,Turnover Margin,2013-14,Arizona Wildcats
0C,"Jenkins, Daniel",Sr,RB,13,7,nan,nan,1.0,nan,Turnover Margin,2013-14,Arizona Wildcats
33,"Fischer, Jake",Sr,LB,13,12,1,1,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
2,"Flowers, Marquis",Sr,LB,13,13,2,1,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
5,"Richardson, Shaquille",Sr,DB,13,13,nan,3,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
6,"McKnight, Jonathan",Jr,DB,13,13,nan,2,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
26,"Grandon, Jourdon",Jr,DB,13,13,1,2,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
13,"Holiday, Devin",Fr,DB,13,0,nan,1,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
11,"Parks, William",So,DB,13,4,nan,2,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
7,"Denker, B.J.",Sr,QB,13,13,nan,nan,2.0,7,Turnover Margin,2013-14,Arizona Wildcats
21,"Bondurant, Tra'Mayne",Jr,DB,12,12,nan,4,nan,nan,Turnover Margin,2013-14,Arizona Wildcats
30,"Jackson, Johnny",So,WR,12,4,nan,nan,1.0,nan,Turnover Margin,2013-14,Arizona Wildcats
25,"Carey, Ka'Deem",Jr,RB,12,11,nan,nan,3.0,nan,Turnover Margin,2013-14,Arizona Wildcats
16,"Wharton, Garic",Jr,WR,12,3,nan,nan,1.0,nan,Turnover Margin,2013-14,Arizona Wildcats
33,"Tolbert, Shaquille",So,DB,12,12,nan,1.0,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
39,"Jenkins, Josh",Fr,DB,12,11,1.0,2.0,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
27,"Fraser, Stephen",Jr,RB,12,0,nan,nan,1.0,nan,Turnover Margin,2013-14,Army West Point Black Knights
98,"Glover, Richard",Jr,DL,12,10,1.0,nan,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
3,"Santiago, Angel",Jr,QB,12,11,1.0,nan,5.0,2.0,Turnover Margin,2013-14,Army West Point Black Knights
81,"Laird, Patrick",Sr,WR,12,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
78,"Kime, Michael",Sr,OL,12,12,nan,nan,1.0,nan,Turnover Margin,2013-14,Army West Point Black Knights
31,"Baggett, Terry",Jr,RB,12,12,nan,nan,1.0,nan,Turnover Margin,2013-14,Army West Point Black Knights
32,"Ricciardi, Stephen",Jr,DB,11,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
14,"Carnegie, Chris",So,DB,11,10,nan,1.0,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
55,"Linkul, Colin",Jr,DL,10,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
5,"Trimble, Justin",Sr,LB,10,4,1.0,2.0,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
48,"Miller, Colby",Sr,LB,9,4,1.0,nan,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
29,"Holloway, Thomas",Sr,LB,8,8,1.0,1.0,nan,nan,Turnover Margin,2013-14,Army West Point Black Knights
13,"White, Kelvin",So,QB,6,0,nan,nan,1.0,2.0,Turnover Margin,2013-14,Army West Point Black Knights
44,"Artis-Payne, Cameron",Jr,RB,14,1,nan,nan,1.0,nan,Turnover Margin,2013-14,Auburn Tigers
8,"McKinzy, Cassanova",So,LB,14,14,nan,1.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
17,"Frost, Kris",So,LB,14,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Auburn Tigers
9,"Whitehead, Jermaine",Jr,DB,14,14,1.0,2.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
90,"Wright, Gabe",Jr,DL,14,11,1.0,nan,nan,nan,Turnover Margin,2013-14,Auburn Tigers
27,"Therezie, Robenson",Jr,DB,14,14,nan,4.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
43,"Swain, Anthony",So,LB,14,0,1.0,nan,nan,nan,Turnover Margin,2013-14,Auburn Tigers
21,"Mason, Tre",Jr,RB,14,12,nan,nan,4.0,nan,Turnover Margin,2013-14,Auburn Tigers
24,"Smith, Ryan",Sr,DB,14,8,nan,3.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
19,"White, Ryan",Sr,DB,14,2,1.0,1.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
6,"Mincy, Jonathon",Jr,DB,14,14,nan,1.0,nan,nan,Turnover Margin,2013-14,Auburn Tigers
5,"Holland, Jake",Sr,LB,14,13,1.0,nan,nan,nan,Turnover Margin,2013-14,Auburn Tigers
14,"Marshall, Nick",Jr,QB,13,13,nan,nan,6.0,6.0,Turnover Margin,2013-14,Auburn Tigers
5,"Franklin, John",Jr,QB,13,1,nan,nan,1.0,nan,Turnover Margin,2016-17,Auburn Tigers
3,"Davidson, Marlon",Fr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Auburn Tigers
5B,"Brown, Derrick",Fr,DL,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Auburn Tigers
4H,"Holland, Jeff",So,LB,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Auburn Tigers
31,"Davis, Javaris",Fr,DB,13,5,nan,2.0,nan,nan,Turnover Margin,2016-17,Auburn Tigers
83,"Davis, Ryan",So,WR,13,7,nan,nan,1.0,nan,Turnover Margin,2016-17,Auburn Tigers
28,"Matthews, Tray",Jr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2016-17,Auburn Tigers
1,"Adams, Montravius",Sr,DL,13,13,2.0,1.0,nan,nan,Turnover Margin,2016-17,Auburn Tigers
21,"Johnson, Kerryon",So,RB,12,6,nan,nan,1.0,nan,Turnover Margin,2016-17,Auburn Tigers
14,"Roberts, Stephen",Jr,DB,12,8,nan,2.0,1.0,nan,Turnover Margin,2016-17,Auburn Tigers
23,"Ford, Johnathan",Sr,DB,12,10,1.0,nan,nan,nan,Turnover Margin,2016-17,Auburn Tigers
15,"Holsey, Joshua",Sr,DB,12,11,nan,3.0,nan,nan,Turnover Margin,2016-17,Auburn Tigers
27,"Cox, Chandler",So,RB,12,9,nan,nan,nan,1.0,Turnover Margin,2016-17,Auburn Tigers
24,"Thomas, Daniel",Fr,DB,11,1,nan,2.0,nan,nan,Turnover Margin,2016-17,Auburn Tigers
13,"White, Sean",So,QB,11,10,nan,nan,2.0,3.0,Turnover Margin,2016-17,Auburn Tigers
9,"Moss, Xavier",Jr,DB,12,10,nan,1.0,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
82,"Poe, Edgar",Jr,WR,12,10,nan,nan,1.0,nan,Turnover Margin,2015-16,Army West Point Black Knights
11,"King, Andrew",Jr,LB,12,12,2.0,nan,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
21,"Aukerman, Alex",So,DB,12,8,1.0,nan,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
15,"Bell, Deandre",Sr,WR,12,7,nan,nan,nan,1.0,Turnover Margin,2015-16,Army West Point Black Knights
14,"Carnegie, Chris",Sr,DB,12,11,nan,1.0,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
39,"Timpf, Jeremy",Jr,LB,12,12,nan,1.0,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
59,"Voit, John",So,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
40,"Giachinta, Matt",Sr,RB,12,8,nan,nan,1.0,nan,Turnover Margin,2015-16,Army West Point Black Knights
2F,"Black, Nicholas",Fr,RB,12,2,nan,nan,1.0,nan,Turnover Margin,2015-16,Army West Point Black Knights
28,"Jackson, Brandon",Fr,DB,12,9,nan,3.0,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
20,"England, Rhyan",So,DB,11,11,1.0,nan,nan,nan,Turnover Margin,2015-16,Army West Point Black Knights
42,"Asberry, Jordan",Fr,RB,10,2,nan,nan,1.0,nan,Turnover Margin,2015-16,Army West Point Black Knights
17,"Bradshaw, Ahmad",So,QB,8,7,nan,nan,4.0,2.0,Turnover Margin,2015-16,Army West Point Black Knights
39,"Timpf, Jeremy",So,LB,12,12,1.0,3.0,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
3A,"Jenkins, Josh",So,DB,12,12,nan,4.0,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
54,"Drummond, Joe",Sr,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
14,"Carnegie, Chris",Jr,DB,12,12,1.0,3.0,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
3,"Santiago, Angel",Sr,QB,12,10,nan,nan,5.0,1.0,Turnover Margin,2014-15,Army West Point Black Knights
26,"Dixon, Larry",Sr,RB,12,12,nan,nan,1.0,nan,Turnover Margin,2014-15,Army West Point Black Knights
79,"Voit, John",Fr,OL,11,0,nan,1.0,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
40,"Giachinta, Matt",Jr,RB,11,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Army West Point Black Knights
5,"Walker, Joe",So,RB,10,1,nan,nan,2.0,nan,Turnover Margin,2014-15,Army West Point Black Knights
9,"Moss, Xavier",Sr,DB,13,13,nan,2,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
11,"King, Andrew",Sr,LB,13,13,2,nan,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
21,"Aukerman, Alex",Jr,DB,13,12,1,nan,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
39,"Timpf, Jeremy",Sr,LB,13,13,nan,2,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
20,"England, Rhyan",Jr,DB,13,13,1,2,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
40,"Davidson, Andy",So,LB,13,9,nan,nan,4.0,nan,Turnover Margin,2016-17,Army West Point Black Knights
4A,"Regan, Max",So,DB,13,0,1,nan,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
56,"Brinson, Kenneth",So,LB,13,13,nan,2,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
6A,"Riley, Elijah",Fr,DB,13,9,nan,3,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
17,"Bradshaw, Ahmad",Jr,QB,12,12,nan,nan,4.0,9,Turnover Margin,2016-17,Army West Point Black Knights
7A,"McClinton, Jaylon",Fr,DB,12,5,nan,1,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
36,"Washle, Scott",Jr,LB,12,0,nan,1,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
2G,"Reynolds, Mike",So,DB,11,0,nan,1,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
1G,"McGue, Malik",Fr,QB,11,0,nan,nan,3.0,1,Turnover Margin,2016-17,Army West Point Black Knights
87,"Sharp, Jalen",So,WR,10,0,nan,1,nan,nan,Turnover Margin,2016-17,Army West Point Black Knights
7,"Carter, Chris",So,QB,9,1,nan,nan,nan,1,Turnover Margin,2016-17,Army West Point Black Knights
9A,"Schrage, Nick",So,K,8,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Army West Point Black Knights
55,"Woodson, Xavier",So,LB,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
27,"Hunter, Money",So,DB,13,11,nan,2,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
15,"Houston, Tres",Jr,WR,13,12,nan,nan,2,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
5B,"Ferguson, Luke",Jr,K,13,0,nan,nan,nan,1,Turnover Margin,2014-15,Arkansas St. Red Wolves
9,"Knighten, Fredi",Jr,QB,13,13,nan,nan,7,7,Turnover Margin,2014-15,Arkansas St. Red Wolves
42,"Stone, Chris",Jr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
10,"Brown, Artez",Sr,DB,13,13,nan,4,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
48,"Lee, Qushaun",Sr,LB,13,13,1.0,4,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
11,"Young, Sterling",Sr,DB,13,13,nan,2,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
21,"Tryon, Andrew",Sr,DB,13,13,1.0,2,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
8,"Hogan, Stephen",Jr,QB,13,0,nan,nan,1,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
6,"Jackson, Frankie",Sr,DB,13,4,1.0,1,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
77,"Blackmon, Dexter",Sr,DL,13,12,2.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
3,"Hayes, Rocky",Jr,DB,12,3,1.0,1,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
92,"Rosser, Darrius",So,DL,12,3,1.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
54,"Caston, Caleb",Fr,DL,11,1,1.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
28,"Byner, Brandon",Fr,RB,11,0,nan,nan,1,nan,Turnover Margin,2014-15,Arkansas St. Red Wolves
5B,"Hansen, Justice",So,QB,13,10,nan,nan,2,8,Turnover Margin,2016-17,Arkansas St. Red Wolves
10,"Clifton, Justin",So,DB,13,11,nan,2,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
6,"Wand, Warren",So,RB,13,12,nan,nan,1,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
1,"Taylor, Blaise",Jr,DB,13,12,nan,3,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
11,"Rolland-Jones, Ja'Von",Jr,DL,13,8,1.0,nan,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
19,"Stowers, Sterling",Jr,WR,13,4,nan,nan,1,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
27,"Hunter, Money",Sr,DB,13,10,2.0,1,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
29,"Humes, Chris",Sr,DB,13,13,3.0,1,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
1B,"Echols-Luper, Cam",Jr,WR,13,6,nan,nan,1,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
44,"Moragne, Logan",So,RB,12,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
21,"Brown, Cody",Sr,DB,12,12,1.0,3,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
14,"Murray, Chris",Jr,WR,12,7,nan,nan,1,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
30,"White, Johnston",Jr,RB,12,1,nan,nan,1,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
35,"Johnson, Mark",Jr,DB,12,0,nan,1,nan,nan,Turnover Margin,2016-17,Arkansas St. Red Wolves
9B,"Voytik, Chad",Sr,QB,11,3,nan,nan,1,1,Turnover Margin,2016-17,Arkansas St. Red Wolves
21,"Whaley, Devwah",Fr,RB,13,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Arkansas Razorbacks
22,"Williams, Rawleigh",So,RB,13,11,nan,nan,1.0,nan,Turnover Margin,2016-17,Arkansas Razorbacks
3,"Reed, Dominique",Sr,WR,13,2,nan,nan,1.0,nan,Turnover Margin,2016-17,Arkansas Razorbacks
11,"Pulley, Ryan",So,DB,13,12,1.0,2.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
5,"Toliver, Henre'",Jr,DB,13,10,nan,2.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
28,"Liddell, Josh",Jr,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
35,"Eugene, Dwayne",Jr,LB,13,6,2.0,1.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
80,"Morgan, Drew",Sr,WR,13,9,nan,nan,1.0,nan,Turnover Margin,2016-17,Arkansas Razorbacks
51,"Ellis, Brooks",Sr,LB,13,13,1.0,1.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
8,"Allen, Austin",Jr,QB,13,13,nan,nan,4.0,15.0,Turnover Margin,2016-17,Arkansas Razorbacks
13,"Stewart, Deon",Fr,WR,12,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Arkansas Razorbacks
9,"Ramirez, Santos",So,DB,12,7,nan,1.0,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
81,"Hollister, Cody",Sr,WR,12,4,2.0,nan,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
20,"Coley, De'Andre",Jr,DB,12,6,2.0,nan,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
10,"Ramsey, Randy",So,DL,12,3,1.0,nan,nan,nan,Turnover Margin,2016-17,Arkansas Razorbacks
5,"Toliver, Henre'",So,DB,13,10,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
28,"Liddell, Josh",So,DB,13,10,nan,2.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
30,"Richardson, Kevin",So,DB,13,5,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
51,"Ellis, Brooks",Jr,LB,13,13,1.0,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
3,"Collins, Alex",Jr,RB,13,12,nan,nan,2.0,nan,Turnover Margin,2015-16,Arkansas Razorbacks
97,"Beanum, Tevin",So,DL,13,8,1.0,nan,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
94,"Johnson, Taiwan",Jr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
83,"Sprinkle, Jeremy",Jr,TE,13,7,1.0,nan,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
29,"Collins, Jared",Jr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
13,"McKinney, Davyon",Sr,DB,13,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
26,"Gaines, Rohan",Sr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
10,"Allen, Brandon",Sr,QB,13,13,nan,nan,1.0,8.0,Turnover Margin,2015-16,Arkansas Razorbacks
2,"Dean, D.J.",Jr,DB,12,8,nan,2.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
9,"Ramirez, Santos",Fr,DB,12,3,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
10A,"Pulley, Ryan",Fr,DB,10,1,nan,1.0,nan,nan,Turnover Margin,2015-16,Arkansas Razorbacks
14,"Bennett, Eric",Sr,DB,12,12,nan,1.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
27,"Turner, Alan",Jr,DB,12,12,nan,2.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
42,"Smith, Chris",Sr,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
19,"Herndon, Javontee",Sr,WR,12,11,nan,nan,1.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
89,"Loewen, Mitchell",So,TE,12,8,nan,nan,1.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
32,"Williams, Jonathan",So,RB,12,11,nan,nan,1.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
48,"Wise Jr., Deatrich",Fr,DL,12,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
6,"Winston, Jamichael",Fr,DL,12,0,nan,1.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
84,"Henry, Hunter",Fr,TE,12,7,nan,nan,1.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
3,"Collins, Alex",Fr,RB,12,0,nan,nan,3.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
8L,"Lewis, Brandon",Fr,DL,12,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
39,"Lake, Jarrett",Sr,LB,11,11,1.0,nan,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
8,"Mitchel, Tevin",Jr,DB,11,10,nan,1.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
10,"Allen, Brandon",So,QB,11,11,nan,nan,2.0,10.0,Turnover Margin,2013-14,Arkansas Razorbacks
86,"Flowers, Trey",Jr,DL,11,11,nan,1.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
29,"Collins, Jared",Fr,DB,11,2,nan,1.0,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
4,"Hatcher, Keon",So,WR,10,6,nan,nan,2.0,nan,Turnover Margin,2013-14,Arkansas Razorbacks
26,"Gaines, Rohan",So,DB,10,5,1.0,nan,nan,nan,Turnover Margin,2013-14,Arkansas Razorbacks
11,"Derby, AJ",Jr,QB,7,1,nan,nan,1.0,1.0,Turnover Margin,2013-14,Arkansas Razorbacks
47,"Spaight, Martrell",Sr,LB,13,13,1.0,1.0,nan,nan,Turnover Margin,2014-15,Arkansas Razorbacks
2,"Dean, D.J.",So,DB,13,6,nan,2.0,1.0,nan,Turnover Margin,2014-15,Arkansas Razorbacks
3,"Collins, Alex",So,RB,13,2,nan,nan,4.0,nan,Turnover Margin,2014-15,Arkansas Razorbacks
94,"Johnson, Taiwan",So,DL,13,13,2.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas Razorbacks
91,"Philon, Darius",So,DL,13,13,3.0,nan,nan,nan,Turnover Margin,2014-15,Arkansas Razorbacks
32,"Williams, Jonathan",Jr,RB,13,11,nan,nan,1.0,nan,Turnover Margin,2014-15,Arkansas Razorbacks
29A,"Collins, Jared",So,DB,13,12,nan,nan,1.0,nan,Turnover Margin,2014-15,Arkansas Razorbacks
