Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
35,"Semke, T.J.",Sr,DL,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
59,"Rosser, Cameron",Jr,LB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
84,"Johnson, Ben",So,TE,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
30,"Shaw, Tevin",Jr,DB,12,9,12,3,nan,nan,nan,3.0,Passes Defended,2015-16,Kansas Jayhawks
10,"Goodman, Ben",Sr,DL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
5,"Roberts, Marcquis",Jr,LB,12,11,12,1,1,1,83,2.0,Passes Defended,2015-16,Kansas Jayhawks
99,"King, C.",nan,NT,11,10,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
16,"Sims, Jr., Steven",Fr,WR,11,6,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
73,"Hughes, Larry",Fr,OL,11,9,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
24,"Bates, Bazie",Jr,DB,11,4,11,1,1,nan,nan,2.0,Passes Defended,2015-16,Kansas Jayhawks
62,"Banks, D'Andre",Jr,OL,11,9,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
81,"Taylor, Kent",Jr,TE,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
9,"Smithson, Fish",Jr,DB,11,11,11,3,2,nan,22,5.0,Passes Defended,2015-16,Kansas Jayhawks
7,"Neal, Derrick",So,WR,11,2,11,2,1,nan,nan,3.0,Passes Defended,2015-16,Kansas Jayhawks
23,"Mann, De'Andre",Sr,RB,11,3,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
70,"Haughton, Keyon",Sr,OL,11,9,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
3G,"Graham, Chevy",Jr,DB,11,2,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
37,"Bell, Beau",Sr,LB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
28,"Arnick, Courtney",Jr,LB,11,3,11,nan,1,nan,26,1.0,Passes Defended,2015-16,Kansas Jayhawks
68,"Wirtel, John",Jr,OL,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
13,"Mosby, Damani",Jr,DL,10,3,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
12,"Crawley, Darious",So,WR,10,1,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
1W,"Willis, Ryan",Fr,QB,10,8,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
11,"Parmalee, Tre'",Sr,WR,10,9,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
8,"Stewart, Brandon",Jr,DB,10,9,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
76,"Peters, Bryan",Sr,OL,10,9,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
79,"Shelley-Smith, Jordan",Jr,OL,9,9,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
55,"Bragg, Jacob",Fr,OL,9,5,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
25,"Ogletree, Marnez",Jr,DB,9,6,9,5,nan,nan,nan,5.0,Passes Defended,2015-16,Kansas Jayhawks
14,"Bartolotta, Nick",So,K,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
54,"Dezir, Jacky",So,DL,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
20,"Moore, Emmanuel",Fr,WR,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
91,"Williams, D.J.",Fr,DL,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
5H,"Hartzog, Jr., Bobby",So,WR,8,2,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
83,"Booker, Jeremiah",Fr,WR,8,6,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
36,"Cox, Taylor",Sr,RB,8,4,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
41,"Duckworth, Kendall",Fr,LB,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
64,"Goldenberg, Jordan",So,OL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
24B,"Martin, Taylor",Fr,RB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
49,"Hall, Hudson",Fr,LB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
32,"Miles, Schyler",Jr,LB,6,1,6,1,nan,nan,nan,1.0,Passes Defended,2015-16,Kansas Jayhawks
18,"Kahn, Eric",Sr,K,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
77,"Gibson, Joe",So,OL,6,3,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
1F,"Feaster, Denzel",Fr,DB,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
83,"McCauley III, Clyde",Fr,OL,6,3,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
22,"Allen, Greg",Jr,DB,5,2,5,nan,2,nan,13,2.0,Passes Defended,2015-16,Kansas Jayhawks
2D,"Davis, Ronnie",Sr,DB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
2,"Cozart, Montell",Jr,QB,5,3,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
85,"Moses, Austin",Jr,WR,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
1E,"Ehambe, Josh",Fr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
71,"Williams, Devon",Jr,OL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
6W,"Watson, Kyron",So,LB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
1,"Millweard, T.J.",Jr,QB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
6,"Stanford, Joshua",Jr,WR,2,1,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
15,"Ford, Deondre",Jr,QB,2,1,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
65,"Rhodes, Jayson",So,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
40,"Randall, Preston",Jr,RB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
8B,"Perry, Keaton",Fr,QB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
2J,"Jolaoso, J.J.",Jr,RB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
94,"Holmes, Tyler",Jr,DL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
45,"Guzman, Ruben",Sr,P,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
38,"January, Hunter",Fr,DB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Kansas Jayhawks
9K,"King, Nigel",Jr,WR,12,8,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
9S,"Smithson, Anthony Fish",So,DB,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
78,"Mazyck, Larry",Jr,OL,12,9,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
6,"Avery, Corey",Fr,RB,12,4,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
68,"Wirtel, John",So,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
33,"Sendish, Cassius",Sr,DB,12,12,12,3,1,nan,30,4,Passes Defended,2014-15,Kansas Jayhawks
35,"Semke, T.J.",Jr,DL,12,6,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
16,"Pardula, Trevor",Sr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
12,"McDonald, Dexter",Sr,DB,12,12,12,13,2,nan,72,15,Passes Defended,2014-15,Kansas Jayhawks
99,"Johnson, Tedarian",Sr,DL,12,8,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
5,"Johnson, Isaiah",Jr,DB,12,12,12,2,1,nan,29,3,Passes Defended,2014-15,Kansas Jayhawks
84,"Johnson, Ben",Fr,TE,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
8,"Harwell, Nick",Sr,WR,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
24,"Shepherd, Jacorey",Sr,DB,12,12,12,15,3,nan,nan,18,Passes Defended,2014-15,Kansas Jayhawks
79,"Shelley-Smith, Jordan",So,OL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
30,"Shaw, Tevin",So,DB,12,8,12,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
19,"McCay, Justin",Sr,WR,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
94,"Holmes, Tyler",So,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
28,"Arnick, Courtney",So,LB,12,5,12,2,nan,nan,nan,2,Passes Defended,2014-15,Kansas Jayhawks
22,"Allen, Greg",So,DB,12,2,12,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
27,"Simmons, Victor",Sr,LB,12,1,12,2,nan,nan,nan,2,Passes Defended,2014-15,Kansas Jayhawks
55,"Reynolds, Michael",Sr,DL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
3,"Pierson, Tony",Sr,WR,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
31,"Heeney, Ben",Sr,LB,12,12,12,1,1,nan,37,2,Passes Defended,2014-15,Kansas Jayhawks
93,"Goodman, Ben",Jr,DL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
14,"Cummings, Micheal",Jr,QB,12,7,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
61,"Lewandowski, Pat",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
41,"Mundine, Jimmay",Sr,TE,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
75,"Visinia, Junior",Fr,OL,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
6W,"Watson, Kyron",Fr,LB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
29,"Dineen, Jr., Joe",Fr,RB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
17,"Wyman, Matthew",So,K,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
65,"Smithburg, Mike",Sr,OL,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
95,"Bolton, Andrew",Jr,DL,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
85,"Smiley, Trent",Sr,TE,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
60,"Jeffers, Reilly",Jr,OL,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
76,"Peters, Bryan",Jr,OL,11,1,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
57,"Love, Jake",Jr,LB,11,7,11,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
45,"Fink, Ed",Sr,RB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
98,"Stowers, Keon",Sr,DL,11,11,11,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
23,"Davis, Ronnie",Jr,DB,10,0,10,1,nan,nan,nan,1,Passes Defended,2014-15,Kansas Jayhawks
26,"Spencer, Colin",Fr,DB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
23M,"Mann, De'Andre",Jr,RB,9,1,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
5H,"Hartzog, Jr., Bobby",Fr,WR,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
37,"Bell, Beau",Jr,LB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
63,"Fusimalohi, Ngalu",Sr,OL,9,9,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
44,"Zunica, Michael",So,LB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
77,"Gibson, Joe",Fr,OL,8,7,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
40,"Randall, Preston",So,RB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
1,"Coleman, Rodriguez",Jr,WR,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
39,"Glatczak, Michael",Jr,WR,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
90,"Fletcher, Kapil",Jr,DL,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
43M,"Matlock, Alex",Jr,DB,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
2,"Cozart, Montell",So,QB,7,5,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
1B,"Boateng, Matthew",Fr,DB,7,0,7,5,1,nan,nan,6,Passes Defended,2014-15,Kansas Jayhawks
11,"Parmalee, Tre'",Jr,WR,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
34,"Plump, Aaron",Jr,RB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
12C,"Crawley, Darious",Fr,WR,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
70,"Haughton, Keyon",Jr,OL,5,5,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
36G,"Graham, Chevy",So,DB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
7,"Neal, Derrick",Fr,WR,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
59,"Rosser, Cameron",So,LB,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
10,"Millweard, T.J.",So,QB,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
18,"Kahn, Eric",Jr,K,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
83,"Baron, Scott",Jr,TE,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
73,"Martin, Damon",Jr,OL,2,2,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Kansas Jayhawks
87,"Harms, Sam",Jr,TE,12,7,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
39,"Wirtel, Steve",Fr,LB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
32,"Montgomery, David",Fr,RB,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
20,"Nwangwu, Kene",Fr,RB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
61,"Bobek, Brian",Sr,OL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1,"Netten, Cole",Sr,K,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
29,"Seeley, Kane",Sr,LB,12,10,12,1,1,nan,nan,2.0,Passes Defended,2016-17,Iowa St. Cyclones
58,"Meyers, Mitchell",Sr,DL,12,11,12,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
7,"Lanning, Joel",Jr,QB,12,8,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
25,"Mills, Brian",Jr,LB,12,1,12,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
31,"Jahlas, Josh",Sr,LB,12,2,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
2F,"Bonacci, Brian",Sr,RB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
99,"Trent, Vernell",Jr,DL,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
86,"Anderson, Cole",So,TE,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
88,"Chandler, Justin",Sr,TE,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1C,"Downing, Colin",Jr,P,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
62,"Fett, Nick",Sr,OL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
41,"Francis, Chris",So,K,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
7X,"Harvey, Willie",So,LB,12,8,12,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
5,"Lazard, Allen",Jr,WR,12,10,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
11,"Luna, Gabe",Sr,DL,12,2,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
10,"Peavy, Brian",So,DB,12,9,12,11,1,nan,4,12.0,Passes Defended,2016-17,Iowa St. Cyclones
68,"Seda, Brian",Sr,OL,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
49,"Spreen, Jack",Sr,LB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1I,"Bailey, Jaquan",Fr,DL,12,7,12,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
8X,"Jones, Deshaunte",Fr,WR,12,4,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
4,"Edwards, Evrett",Jr,DB,12,5,12,3,1,nan,nan,4.0,Passes Defended,2016-17,Iowa St. Cyclones
1X,"Payne, D'Andre",So,DB,12,7,12,7,nan,nan,nan,7.0,Passes Defended,2016-17,Iowa St. Cyclones
60,"Sonntag, Quinn",Fr,OL,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
33,"Lewis, Braxton",Fr,DB,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
97,"Tucker, Demond",Sr,DL,12,10,12,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
80,"Epps, Carson",So,WR,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
74,"Meeker, Bryce",Fr,OL,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
53,"Scoggins, Patrick",Sr,OL,12,11,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
42,"Spears, Marcel",Fr,LB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
17,"Wiltz, Jomal",Sr,DB,12,10,12,9,2,nan,27,11.0,Passes Defended,2016-17,Iowa St. Cyclones
12,"Jones, Jarnor",Sr,DB,12,2,12,4,1,nan,11,5.0,Passes Defended,2016-17,Iowa St. Cyclones
8,"Thomas, Jhaustin",Sr,DL,12,6,12,nan,1,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
3,"Johnson, Mike",Fr,DB,12,7,12,3,nan,nan,nan,3.0,Passes Defended,2016-17,Iowa St. Cyclones
19,"Ryen, Trever",Jr,WR,12,7,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1V,"Starcevich, Kyle",So,QB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
6,"Ruth, De'Monte",So,DB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
18,"Butler, Hakeem",Fr,WR,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
9,"Northrup, Reggan",So,LB,11,3,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
13,"Daley, Dondre",Sr,WR,11,8,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
24,"Richardson, Jamaal",So,DB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
2,"Warren, Mike",So,RB,11,7,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
51,"Good-Jones, Julian",Fr,OL,11,10,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
5X,"Cotton-Moya, Kamari",Jr,DB,11,9,11,5,2,1,48,7.0,Passes Defended,2016-17,Iowa St. Cyclones
46,"Benton, Spencer",So,DL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1J,"Park, Jacob",So,QB,10,3,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
16,"Murdock, Marchie",Jr,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
14,"Lee-Campbell, Darius",So,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
34,"Tribune, Nigel",Sr,DB,10,3,10,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
22,"Harger, Mitchell",Sr,RB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
23,"Daniels, Thadd",Jr,DB,9,0,9,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
91,"Aka, Pierre",Sr,DL,9,2,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1B,"Fernandez, Clifford",Jr,TE,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
73,"Windham, Will",So,OL,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
75,"Creer, Breion",Sr,DL,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
47,"Seonbuchner, Sam",So,TE,8,1,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
92,"Johnson, Jamahl",Fr,DL,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
50,"Larson, Bryan",Jr,OL,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
55,"Waggoner, J.D.",Jr,DL,5,1,5,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
44,"McMillen, Bobby",Fr,LB,5,0,5,1,nan,nan,nan,1.0,Passes Defended,2016-17,Iowa St. Cyclones
37,"Alexander, Mackenro",Jr,DB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
95,"Garcia, Robby",Jr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
5C,"Lazard, Anthony",Sr,LB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
56,"Philbert, Jaypee",Jr,OL,2,2,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
79,"Curtis, Shawn",Jr,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1G,"Kempt, Kyle",Jr,QB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
3H,"Paddock, Peyton",Fr,K,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Iowa St. Cyclones
1B,"Bibbs, E.J.",Jr,TE,12,10,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
90,"Meyers, Mitchell",Fr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
49,"Thornton, Spencer",Jr,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
48,"Morrissey, Cory",Jr,DL,12,11,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
15,"Arceo, Edwin",Sr,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
35,"Peters, Levi",Fr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1D,"Daley, Dondre",Fr,WR,12,5,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
11,"Rogers, Charlie",Fr,DB,12,2,12,nan,1,nan,9,1,Passes Defended,2013-14,Iowa St. Cyclones
7,"Stokes, Cliff",Sr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
1N,"Netten, Cole",Fr,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
72,"Dagel, Brock",So,OL,12,11,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
6K,"Kron, Nick",So,DL,12,1,12,1,nan,nan,nan,1,Passes Defended,2013-14,Iowa St. Cyclones
6,"Ecby, Tad",So,WR,12,6,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
4,"Richardson, Sam E.",So,DB,12,6,12,7,nan,nan,nan,7,Passes Defended,2013-14,Iowa St. Cyclones
80,"Coleman, Justin",Sr,WR,12,8,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
55,"Miller, Jevohn",Jr,LB,12,7,12,1,nan,nan,nan,1,Passes Defended,2013-14,Iowa St. Cyclones
14,"Brackens, Jared",Jr,LB,12,12,12,2,nan,nan,nan,2,Passes Defended,2013-14,Iowa St. Cyclones
9,"Bundrage, Quenton",So,WR,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Iowa St. Cyclones
