Year,Team,GP,G,PBU,Int,IntRetTDs,IntRYds,PDef,OffenseDefense
2017-18,Auburn,13,13,47,6,2,82,53.00,Offense
2017-18,Auburn,0,13,28,4,nan,7,32.00,Defensive
2011-12,Auburn,1,1,4,2,nan,1,6,Offense
2011-12,Auburn,0,1,3,1,nan,22,4,Defensive
2013-14,Auburn,14,14,56,13,1,112,69,Offense
2013-14,Auburn,0,14,28,8,1,64,36,Defensive
2014-15,Auburn,13,13,47,22,1,130,69,Offense
2014-15,Auburn,0,13,46,7,nan,95,53,Defensive
2015-16,Auburn,13,13,53,14,1,144,67,Offense
2015-16,Auburn,0,13,38,12,1,131,50,Defensive
2016-17,Auburn,13,13,69,11,nan,83,80,Offense
2016-17,Auburn,0,13,33,6,1,50,39,Defensive
2017-18,Auburn,13,13,47,6,2,82,53,Offense
2017-18,Auburn,0,13,28,4,nan,7,32,Defensive
2011-12,Auburn,1,1,4,2,nan,1,6.00,Offense
2011-12,Auburn,0,1,3,1,nan,22,4.00,Defensive
2013-14,Auburn,14,14,56,13,1,112,69.00,Offense
2013-14,Auburn,0,14,28,8,1,64,36.00,Defensive
2014-15,Auburn,13,13,47,22,1,130,69.00,Offense
2014-15,Auburn,0,13,46,7,nan,95,53.00,Defensive
2015-16,Auburn,13,13,53,14,1,144,67.00,Offense
2015-16,Auburn,0,13,38,12,1,131,50.00,Defensive
2016-17,Auburn,13,13,69,11,nan,83,80.00,Offense
2016-17,Auburn,0,13,33,6,1,50,39.00,Defensive
2017-18,Auburn,13,13,47,6,2,82,53.00,Offense
2017-18,Auburn,0,13,28,4,nan,7,32.00,Defensive
2013-14,Ball St.,13,13,38,13,nan,130,51.00,Offense
2013-14,Ball St.,0,13,61,8,1,121,69.00,Defensive
2014-15,Ball St.,12,12,33,10,nan,177,43.00,Offense
2014-15,Ball St.,0,12,53,7,1,31,60.00,Defensive
2015-16,Ball St.,12,12,38,7,nan,3,45.00,Offense
2015-16,Ball St.,0,12,70,9,1,136,79.00,Defensive
2016-17,Ball St.,12,12,46,7,nan,42,53.00,Offense
2016-17,Ball St.,0,12,56,15,3,178,71.00,Defensive
2017-18,Ball St.,12,12,33,6,nan,13,39.00,Offense
2017-18,Ball St.,0,12,46,14,4,384,60.00,Defensive
2013-14,Ball St.,13,13,38,13,nan,130,51.00,Offense
2013-14,Ball St.,0,13,61,8,1,121,69.00,Defensive
2014-15,Ball St.,12,12,33,10,nan,177,43.00,Offense
2014-15,Ball St.,0,12,53,7,1,31,60.00,Defensive
2015-16,Ball St.,12,12,38,7,nan,3,45.00,Offense
2015-16,Ball St.,0,12,70,9,1,136,79.00,Defensive
2016-17,Ball St.,12,12,46,7,nan,42,53.00,Offense
2016-17,Ball St.,0,12,56,15,3,178,71.00,Defensive
2017-18,Ball St.,12,12,33,6,nan,13,39.00,Offense
2017-18,Ball St.,0,12,46,14,4,384,60.00,Defensive
2013-14,Ball St.,13,13,38,13,nan,130,51,Offense
2013-14,Ball St.,0,13,61,8,1,121,69,Defensive
2014-15,Ball St.,12,12,33,10,nan,177,43,Offense
2014-15,Ball St.,0,12,53,7,1,31,60,Defensive
2015-16,Ball St.,12,12,38,7,nan,3,45,Offense
2015-16,Ball St.,0,12,70,9,1,136,79,Defensive
2016-17,Ball St.,12,12,46,7,nan,42,53,Offense
2016-17,Ball St.,0,12,56,15,3,178,71,Defensive
2017-18,Ball St.,12,12,33,6,nan,13,39,Offense
2017-18,Ball St.,0,12,46,14,4,384,60,Defensive
2013-14,Baylor,13,13,63,19,5,441,82,Offense
2013-14,Baylor,0,13,45,6,1,120,51,Defensive
2014-15,Baylor,13,13,48,13,nan,203,61,Offense
2014-15,Baylor,0,13,44,8,1,67,52,Defensive
2015-16,Baylor,13,13,43,14,nan,137,57,Offense
2015-16,Baylor,0,13,43,13,nan,187,56,Defensive
2016-17,Baylor,13,13,50,12,2,310,62,Offense
2016-17,Baylor,0,13,63,15,1,220,78,Defensive
2017-18,Baylor,12,12,40,3,nan,20,43,Offense
2017-18,Baylor,0,12,48,14,3,172,62,Defensive
2013-14,Central Mich.,12,12,33,14,3,296,47.00,Offense
2013-14,Central Mich.,0,12,49,17,1,221,66.00,Defensive
2014-15,Central Mich.,13,13,48,14,1,94,62.00,Offense
2014-15,Central Mich.,0,13,49,13,nan,153,62.00,Defensive
2015-16,Central Mich.,13,13,40,7,nan,nan,47.00,Offense
2015-16,Central Mich.,0,13,48,11,2,162,59.00,Defensive
2016-17,Central Mich.,13,13,45,13,4,178,58.00,Offense
2016-17,Central Mich.,0,13,57,16,2,273,73.00,Defensive
2017-18,Central Mich.,12,12,34,19,1,172,53.00,Offense
2017-18,Central Mich.,0,12,51,13,2,218,64.00,Defensive
2013-14,California,12,12,37,5,nan,nan,42,Offense
2013-14,California,0,12,62,14,2,187,76,Defensive
2014-15,California,12,12,40,12,nan,60,52,Offense
2014-15,California,0,12,66,10,nan,126,76,Defensive
2015-16,California,13,13,43,15,2,65,58,Offense
2015-16,California,0,13,46,14,1,154,60,Defensive
2016-17,California,12,12,41,11,1,173,52,Offense
2016-17,California,0,12,64,12,2,107,76,Defensive
2017-18,California,12,12,38,14,1,193,52,Offense
2017-18,California,0,12,42,12,1,309,54,Defensive
2013-14,California,12,12,37,5,nan,nan,42.00,Offense
2013-14,California,0,12,62,14,2,187,76.00,Defensive
2014-15,California,12,12,40,12,nan,60,52.00,Offense
2014-15,California,0,12,66,10,nan,126,76.00,Defensive
2015-16,California,13,13,43,15,2,65,58.00,Offense
2015-16,California,0,13,46,14,1,154,60.00,Defensive
2016-17,California,12,12,41,11,1,173,52.00,Offense
2016-17,California,0,12,64,12,2,107,76.00,Defensive
2017-18,California,12,12,38,14,1,193,52.00,Offense
2017-18,California,0,12,42,12,1,309,54.00,Defensive
2013-14,Buffalo,13,13,54,15,3,222,69,Offense
2013-14,Buffalo,0,13,54,8,nan,71,62,Defensive
2014-15,Buffalo,11,11,53,2,nan,nan,55,Offense
2014-15,Buffalo,0,11,40,12,1,147,52,Defensive
2015-16,Buffalo,12,12,58,13,5,278,71,Offense
2015-16,Buffalo,0,12,54,16,2,175,70,Defensive
2016-17,Buffalo,12,12,29,5,nan,nan,34,Offense
2016-17,Buffalo,0,12,58,11,1,160,69,Defensive
2017-18,Buffalo,12,12,32,8,nan,39,40,Offense
2017-18,Buffalo,0,12,53,6,nan,2,59,Defensive
2013-14,Buffalo,13,13,54,15,3,222,69.00,Offense
2013-14,Buffalo,0,13,54,8,nan,71,62.00,Defensive
2014-15,Buffalo,11,11,53,2,nan,nan,55.00,Offense
2014-15,Buffalo,0,11,40,12,1,147,52.00,Defensive
2015-16,Buffalo,12,12,58,13,5,278,71.00,Offense
2015-16,Buffalo,0,12,54,16,2,175,70.00,Defensive
2016-17,Buffalo,12,12,29,5,nan,nan,34.00,Offense
2016-17,Buffalo,0,12,58,11,1,160,69.00,Defensive
2017-18,Buffalo,12,12,32,8,nan,39,40.00,Offense
2017-18,Buffalo,0,12,53,6,nan,2,59.00,Defensive
2013-14,Buffalo,13,13,54,15,3,222,69.00,Offense
2013-14,Buffalo,0,13,54,8,nan,71,62.00,Defensive
2014-15,Buffalo,11,11,53,2,nan,nan,55.00,Offense
2014-15,Buffalo,0,11,40,12,1,147,52.00,Defensive
2015-16,Buffalo,12,12,58,13,5,278,71.00,Offense
2015-16,Buffalo,0,12,54,16,2,175,70.00,Defensive
2016-17,Buffalo,12,12,29,5,nan,nan,34.00,Offense
2016-17,Buffalo,0,12,58,11,1,160,69.00,Defensive
2017-18,Buffalo,12,12,32,8,nan,39,40.00,Offense
2017-18,Buffalo,0,12,53,6,nan,2,59.00,Defensive
2013-14,Buffalo,13,13,54,15,3,222,69,Offense
2013-14,Buffalo,0,13,54,8,nan,71,62,Defensive
2014-15,Buffalo,11,11,53,2,nan,nan,55,Offense
2014-15,Buffalo,0,11,40,12,1,147,52,Defensive
2015-16,Buffalo,12,12,58,13,5,278,71,Offense
2015-16,Buffalo,0,12,54,16,2,175,70,Defensive
2016-17,Buffalo,12,12,29,5,nan,nan,34,Offense
2016-17,Buffalo,0,12,58,11,1,160,69,Defensive
2017-18,Buffalo,12,12,32,8,nan,39,40,Offense
2017-18,Buffalo,0,12,53,6,nan,2,59,Defensive
2013-14,Bowling Green,14,14,42,8,nan,200,50.00,Offense
2013-14,Bowling Green,0,14,52,7,1,37,59.00,Defensive
2014-15,Bowling Green,14,14,67,16,nan,172,83.00,Offense
2014-15,Bowling Green,0,14,56,13,nan,132,69.00,Defensive
2015-16,Bowling Green,14,14,40,20,1,245,60.00,Offense
2015-16,Bowling Green,0,14,64,8,1,130,72.00,Defensive
2016-17,Bowling Green,12,12,36,9,1,135,45.00,Offense
2016-17,Bowling Green,0,12,51,25,3,348,76.00,Defensive
2017-18,Bowling Green,12,12,49,9,nan,78,58.00,Offense
2017-18,Bowling Green,0,12,51,12,3,141,63.00,Defensive
2013-14,Bowling Green,14,14,42,8,nan,200,50.00,Offense
2013-14,Bowling Green,0,14,52,7,1,37,59.00,Defensive
2014-15,Bowling Green,14,14,67,16,nan,172,83.00,Offense
2014-15,Bowling Green,0,14,56,13,nan,132,69.00,Defensive
2015-16,Bowling Green,14,14,40,20,1,245,60.00,Offense
2015-16,Bowling Green,0,14,64,8,1,130,72.00,Defensive
2016-17,Bowling Green,12,12,36,9,1,135,45.00,Offense
2016-17,Bowling Green,0,12,51,25,3,348,76.00,Defensive
2017-18,Bowling Green,12,12,49,9,nan,78,58.00,Offense
2017-18,Bowling Green,0,12,51,12,3,141,63.00,Defensive
2013-14,Bowling Green,14,14,42,8,nan,200,50,Offense
2013-14,Bowling Green,0,14,52,7,1,37,59,Defensive
2014-15,Bowling Green,14,14,67,16,nan,172,83,Offense
2014-15,Bowling Green,0,14,56,13,nan,132,69,Defensive
2015-16,Bowling Green,14,14,40,20,1,245,60,Offense
2015-16,Bowling Green,0,14,64,8,1,130,72,Defensive
2016-17,Bowling Green,12,12,36,9,1,135,45,Offense
2016-17,Bowling Green,0,12,51,25,3,348,76,Defensive
2017-18,Bowling Green,12,12,49,9,nan,78,58,Offense
2017-18,Bowling Green,0,12,51,12,3,141,63,Defensive
2013-14,Bowling Green,14,14,42,8,nan,200,50,Offense
2013-14,Bowling Green,0,14,52,7,1,37,59,Defensive
2014-15,Bowling Green,14,14,67,16,nan,172,83,Offense
2014-15,Bowling Green,0,14,56,13,nan,132,69,Defensive
2015-16,Bowling Green,14,14,40,20,1,245,60,Offense
2015-16,Bowling Green,0,14,64,8,1,130,72,Defensive
2016-17,Bowling Green,12,12,36,9,1,135,45,Offense
2016-17,Bowling Green,0,12,51,25,3,348,76,Defensive
2017-18,Bowling Green,12,12,49,9,nan,78,58,Offense
2017-18,Bowling Green,0,12,51,12,3,141,63,Defensive
2013-14,Boston College,13,13,35,9,1,163,44.00,Offense
2013-14,Boston College,0,13,20,8,2,130,28.00,Defensive
2014-15,Boston College,13,13,33,9,nan,86,42.00,Offense
2014-15,Boston College,0,13,19,10,nan,100,29.00,Defensive
2015-16,Boston College,12,12,30,13,1,63,43.00,Offense
2015-16,Boston College,0,12,29,9,nan,107,38.00,Defensive
2016-17,Boston College,13,13,49,12,1,149,61.00,Offense
2016-17,Boston College,0,13,38,8,1,137,46.00,Defensive
2017-18,Boston College,12,12,50,18,2,388,68.00,Offense
2017-18,Boston College,0,12,35,10,1,67,45.00,Defensive
2013-14,Boston College,13,13,35,9,1,163,44,Offense
2013-14,Boston College,0,13,20,8,2,130,28,Defensive
2014-15,Boston College,13,13,33,9,nan,86,42,Offense
2014-15,Boston College,0,13,19,10,nan,100,29,Defensive
2015-16,Boston College,12,12,30,13,1,63,43,Offense
2015-16,Boston College,0,12,29,9,nan,107,38,Defensive
2016-17,Boston College,13,13,49,12,1,149,61,Offense
2016-17,Boston College,0,13,38,8,1,137,46,Defensive
2017-18,Boston College,12,12,50,18,2,388,68,Offense
2017-18,Boston College,0,12,35,10,1,67,45,Defensive
2013-14,Boston College,13,13,35,9,1,163,44.00,Offense
2013-14,Boston College,0,13,20,8,2,130,28.00,Defensive
2014-15,Boston College,13,13,33,9,nan,86,42.00,Offense
2014-15,Boston College,0,13,19,10,nan,100,29.00,Defensive
2015-16,Boston College,12,12,30,13,1,63,43.00,Offense
2015-16,Boston College,0,12,29,9,nan,107,38.00,Defensive
2016-17,Boston College,13,13,49,12,1,149,61.00,Offense
2016-17,Boston College,0,13,38,8,1,137,46.00,Defensive
2017-18,Boston College,12,12,50,18,2,388,68.00,Offense
2017-18,Boston College,0,12,35,10,1,67,45.00,Defensive
2013-14,Boise St.,13,13,47,16,1,134,63.00,Offense
2013-14,Boise St.,0,13,47,11,2,135,58.00,Defensive
2014-15,Boise St.,14,14,55,22,5,284,77.00,Offense
2014-15,Boise St.,0,14,34,15,2,189,49.00,Defensive
2015-16,Boise St.,13,13,51,22,2,211,73.00,Offense
2015-16,Boise St.,0,13,50,12,2,254,62.00,Defensive
2016-17,Boise St.,13,13,53,7,1,114,60.00,Offense
2016-17,Boise St.,0,13,24,8,2,201,32.00,Defensive
2017-18,Boise St.,13,13,51,13,nan,174,64.00,Offense
2017-18,Boise St.,0,13,30,5,2,110,35.00,Defensive
2013-14,Boise St.,13,13,47,16,1,134,63,Offense
2013-14,Boise St.,0,13,47,11,2,135,58,Defensive
2014-15,Boise St.,14,14,55,22,5,284,77,Offense
2014-15,Boise St.,0,14,34,15,2,189,49,Defensive
2015-16,Boise St.,13,13,51,22,2,211,73,Offense
2015-16,Boise St.,0,13,50,12,2,254,62,Defensive
2016-17,Boise St.,13,13,53,7,1,114,60,Offense
2016-17,Boise St.,0,13,24,8,2,201,32,Defensive
2017-18,Boise St.,13,13,51,13,nan,174,64,Offense
2017-18,Boise St.,0,13,30,5,2,110,35,Defensive
2013-14,Boston College,13,13,35,9,1,163,44,Offense
2013-14,Boston College,0,13,20,8,2,130,28,Defensive
2014-15,Boston College,13,13,33,9,nan,86,42,Offense
2014-15,Boston College,0,13,19,10,nan,100,29,Defensive
2015-16,Boston College,12,12,30,13,1,63,43,Offense
2015-16,Boston College,0,12,29,9,nan,107,38,Defensive
2016-17,Boston College,13,13,49,12,1,149,61,Offense
2016-17,Boston College,0,13,38,8,1,137,46,Defensive
2017-18,Boston College,12,12,50,18,2,388,68,Offense
2017-18,Boston College,0,12,35,10,1,67,45,Defensive
2013-14,Clemson,13,13,42,18,2,264,60,Offense
2013-14,Clemson,0,13,39,12,nan,69,51,Defensive
2014-15,Clemson,13,13,41,12,2,213,53,Offense
2014-15,Clemson,0,13,52,12,2,198,64,Defensive
2015-16,Clemson,15,15,47,16,2,137,63,Offense
2015-16,Clemson,0,15,37,15,nan,103,52,Defensive
2016-17,Clemson,15,15,62,20,2,309,82,Offense
2016-17,Clemson,0,15,46,17,1,169,63,Defensive
2017-18,Clemson,13,13,55,14,3,214,69,Offense
2017-18,Clemson,0,13,44,7,nan,59,51,Defensive
2013-14,Colorado,12,12,38,10,2,202,48,Offense
2013-14,Colorado,0,12,37,15,1,208,52,Defensive
2014-15,Colorado,12,12,46,3,nan,28,49,Offense
2014-15,Colorado,0,12,46,15,2,280,61,Defensive
2015-16,Colorado,13,13,52,14,1,262,66,Offense
2015-16,Colorado,0,13,34,12,1,216,46,Defensive
2016-17,Colorado,14,14,75,15,1,203,90,Offense
2016-17,Colorado,0,14,46,11,1,111,57,Defensive
2017-18,Colorado,12,12,60,8,1,185,68,Offense
2017-18,Colorado,0,12,33,9,2,116,42,Defensive
2013-14,Colorado,12,12,38,10,2,202,48,Offense
2013-14,Colorado,0,12,37,15,1,208,52,Defensive
2014-15,Colorado,12,12,46,3,nan,28,49,Offense
2014-15,Colorado,0,12,46,15,2,280,61,Defensive
2015-16,Colorado,13,13,52,14,1,262,66,Offense
2015-16,Colorado,0,13,34,12,1,216,46,Defensive
2016-17,Colorado,14,14,75,15,1,203,90,Offense
2016-17,Colorado,0,14,46,11,1,111,57,Defensive
2017-18,Colorado,12,12,60,8,1,185,68,Offense
2017-18,Colorado,0,12,33,9,2,116,42,Defensive
2013-14,Colorado,12,12,38,10,2,202,48.00,Offense
2013-14,Colorado,0,12,37,15,1,208,52.00,Defensive
2014-15,Colorado,12,12,46,3,nan,28,49.00,Offense
2014-15,Colorado,0,12,46,15,2,280,61.00,Defensive
2015-16,Colorado,13,13,52,14,1,262,66.00,Offense
2015-16,Colorado,0,13,34,12,1,216,46.00,Defensive
2016-17,Colorado,14,14,75,15,1,203,90.00,Offense
2016-17,Colorado,0,14,46,11,1,111,57.00,Defensive
2017-18,Colorado,12,12,60,8,1,185,68.00,Offense
2017-18,Colorado,0,12,33,9,2,116,42.00,Defensive
2013-14,Colorado,12,12,38,10,2,202,48.00,Offense
2013-14,Colorado,0,12,37,15,1,208,52.00,Defensive
2014-15,Colorado,12,12,46,3,nan,28,49.00,Offense
2014-15,Colorado,0,12,46,15,2,280,61.00,Defensive
2015-16,Colorado,13,13,52,14,1,262,66.00,Offense
2015-16,Colorado,0,13,34,12,1,216,46.00,Defensive
2016-17,Colorado,14,14,75,15,1,203,90.00,Offense
2016-17,Colorado,0,14,46,11,1,111,57.00,Defensive
2017-18,Colorado,12,12,60,8,1,185,68.00,Offense
2017-18,Colorado,0,12,33,9,2,116,42.00,Defensive
2013-14,Coastal Caro.,15,15,62,13,1,234,75.00,Offense
2013-14,Coastal Caro.,0,15,36,10,nan,78,46.00,Defensive
2014-15,Coastal Caro.,14,14,64,13,1,99,77.00,Offense
2014-15,Coastal Caro.,0,14,54,7,nan,86,61.00,Defensive
2015-16,Coastal Caro.,12,12,35,6,nan,13,41.00,Offense
2015-16,Coastal Caro.,0,12,38,7,1,75,45.00,Defensive
2016-17,Coastal Caro.,12,12,48,21,4,277,69.00,Offense
2016-17,Coastal Caro.,0,12,30,6,nan,35,36.00,Defensive
2017-18,Coastal Caro.,12,12,39,5,nan,115,44.00,Offense
2017-18,Coastal Caro.,0,12,50,11,nan,86,61.00,Defensive
2013-14,Clemson,13,13,42,18,2,264,60.00,Offense
2013-14,Clemson,0,13,39,12,nan,69,51.00,Defensive
2014-15,Clemson,13,13,41,12,2,213,53.00,Offense
2014-15,Clemson,0,13,52,12,2,198,64.00,Defensive
2015-16,Clemson,15,15,47,16,2,137,63.00,Offense
2015-16,Clemson,0,15,37,15,nan,103,52.00,Defensive
2016-17,Clemson,15,15,62,20,2,309,82.00,Offense
2016-17,Clemson,0,15,46,17,1,169,63.00,Defensive
2017-18,Clemson,13,13,55,14,3,214,69.00,Offense
2017-18,Clemson,0,13,44,7,nan,59,51.00,Defensive
2013-14,Clemson,13,13,42,18,2,264,60.00,Offense
2013-14,Clemson,0,13,39,12,nan,69,51.00,Defensive
2014-15,Clemson,13,13,41,12,2,213,53.00,Offense
2014-15,Clemson,0,13,52,12,2,198,64.00,Defensive
2015-16,Clemson,15,15,47,16,2,137,63.00,Offense
2015-16,Clemson,0,15,37,15,nan,103,52.00,Defensive
2016-17,Clemson,15,15,62,20,2,309,82.00,Offense
2016-17,Clemson,0,15,46,17,1,169,63.00,Defensive
2017-18,Clemson,13,13,55,14,3,214,69.00,Offense
2017-18,Clemson,0,13,44,7,nan,59,51.00,Defensive
2013-14,Clemson,13,13,42,18,2,264,60,Offense
2013-14,Clemson,0,13,39,12,nan,69,51,Defensive
2014-15,Clemson,13,13,41,12,2,213,53,Offense
2014-15,Clemson,0,13,52,12,2,198,64,Defensive
2015-16,Clemson,15,15,47,16,2,137,63,Offense
2015-16,Clemson,0,15,37,15,nan,103,52,Defensive
2016-17,Clemson,15,15,62,20,2,309,82,Offense
2016-17,Clemson,0,15,46,17,1,169,63,Defensive
2017-18,Clemson,13,13,55,14,3,214,69,Offense
2017-18,Clemson,0,13,44,7,nan,59,51,Defensive
2013-14,Cincinnati,13,13,44,13,1,249,57,Offense
2013-14,Cincinnati,0,13,38,17,nan,93,55,Defensive
2014-15,Cincinnati,13,13,49,8,nan,46,57,Offense
2014-15,Cincinnati,0,13,53,14,1,142,67,Defensive
2015-16,Cincinnati,13,13,44,9,nan,53,53,Offense
2015-16,Cincinnati,0,13,46,22,4,448,68,Defensive
2016-17,Cincinnati,12,12,40,17,1,218,57,Offense
2016-17,Cincinnati,0,12,50,15,3,227,65,Defensive
2017-18,Cincinnati,12,12,35,5,1,83,40,Offense
2017-18,Cincinnati,0,12,45,9,3,190,54,Defensive
2013-14,Cincinnati,13,13,44,13,1,249,57.00,Offense
2013-14,Cincinnati,0,13,38,17,nan,93,55.00,Defensive
2014-15,Cincinnati,13,13,49,8,nan,46,57.00,Offense
2014-15,Cincinnati,0,13,53,14,1,142,67.00,Defensive
2015-16,Cincinnati,13,13,44,9,nan,53,53.00,Offense
2015-16,Cincinnati,0,13,46,22,4,448,68.00,Defensive
2016-17,Cincinnati,12,12,40,17,1,218,57.00,Offense
2016-17,Cincinnati,0,12,50,15,3,227,65.00,Defensive
2017-18,Cincinnati,12,12,35,5,1,83,40.00,Offense
2017-18,Cincinnati,0,12,45,9,3,190,54.00,Defensive
2013-14,Cincinnati,13,13,44,13,1,249,57,Offense
2013-14,Cincinnati,0,13,38,17,nan,93,55,Defensive
2014-15,Cincinnati,13,13,49,8,nan,46,57,Offense
2014-15,Cincinnati,0,13,53,14,1,142,67,Defensive
2015-16,Cincinnati,13,13,44,9,nan,53,53,Offense
2015-16,Cincinnati,0,13,46,22,4,448,68,Defensive
2016-17,Cincinnati,12,12,40,17,1,218,57,Offense
2016-17,Cincinnati,0,12,50,15,3,227,65,Defensive
2017-18,Cincinnati,12,12,35,5,1,83,40,Offense
2017-18,Cincinnati,0,12,45,9,3,190,54,Defensive
2013-14,Cincinnati,13,13,44,13,1,249,57.00,Offense
2013-14,Cincinnati,0,13,38,17,nan,93,55.00,Defensive
2014-15,Cincinnati,13,13,49,8,nan,46,57.00,Offense
2014-15,Cincinnati,0,13,53,14,1,142,67.00,Defensive
2015-16,Cincinnati,13,13,44,9,nan,53,53.00,Offense
2015-16,Cincinnati,0,13,46,22,4,448,68.00,Defensive
2016-17,Cincinnati,12,12,40,17,1,218,57.00,Offense
2016-17,Cincinnati,0,12,50,15,3,227,65.00,Defensive
2017-18,Cincinnati,12,12,35,5,1,83,40.00,Offense
2017-18,Cincinnati,0,12,45,9,3,190,54.00,Defensive
2013-14,Charlotte,11,11,38,15,2,187,53,Offense
2013-14,Charlotte,0,11,44,12,1,138,56,Defensive
2014-15,Charlotte,11,11,52,13,2,169,65,Offense
2014-15,Charlotte,0,11,56,11,1,89,67,Defensive
2015-16,Charlotte,12,12,46,10,1,30,56,Offense
2015-16,Charlotte,0,12,52,23,4,430,75,Defensive
2016-17,Charlotte,12,12,52,16,1,155,68,Offense
2016-17,Charlotte,0,12,53,6,1,120,59,Defensive
2017-18,Charlotte,12,12,31,2,nan,nan,33,Offense
2017-18,Charlotte,0,12,43,16,5,338,59,Defensive
2013-14,Charlotte,11,11,38,15,2,187,53.00,Offense
2013-14,Charlotte,0,11,44,12,1,138,56.00,Defensive
2014-15,Charlotte,11,11,52,13,2,169,65.00,Offense
2014-15,Charlotte,0,11,56,11,1,89,67.00,Defensive
2015-16,Charlotte,12,12,46,10,1,30,56.00,Offense
2015-16,Charlotte,0,12,52,23,4,430,75.00,Defensive
2016-17,Charlotte,12,12,52,16,1,155,68.00,Offense
2016-17,Charlotte,0,12,53,6,1,120,59.00,Defensive
2017-18,Charlotte,12,12,31,2,nan,nan,33.00,Offense
2017-18,Charlotte,0,12,43,16,5,338,59.00,Defensive
2013-14,Charlotte,11,11,38,15,2,187,53.00,Offense
2013-14,Charlotte,0,11,44,12,1,138,56.00,Defensive
2014-15,Charlotte,11,11,52,13,2,169,65.00,Offense
2014-15,Charlotte,0,11,56,11,1,89,67.00,Defensive
2015-16,Charlotte,12,12,46,10,1,30,56.00,Offense
2015-16,Charlotte,0,12,52,23,4,430,75.00,Defensive
2016-17,Charlotte,12,12,52,16,1,155,68.00,Offense
2016-17,Charlotte,0,12,53,6,1,120,59.00,Defensive
2017-18,Charlotte,12,12,31,2,nan,nan,33.00,Offense
2017-18,Charlotte,0,12,43,16,5,338,59.00,Defensive
2013-14,FIU,12,12,31,7,nan,48,38,Offense
2013-14,FIU,0,12,37,10,2,162,47,Defensive
2014-15,FIU,12,12,33,14,5,325,47,Offense
2014-15,FIU,0,12,47,10,2,104,57,Defensive
2015-16,FIU,12,12,42,9,2,134,51,Offense
2015-16,FIU,0,12,57,8,4,306,65,Defensive
2016-17,FIU,12,12,45,6,1,106,51,Offense
2016-17,FIU,0,12,59,17,6,339,76,Defensive
2017-18,FIU,12,12,31,7,1,58,38,Offense
2017-18,FIU,0,12,43,8,nan,63,51,Defensive
2013-14,FIU,12,12,31,7,nan,48,38.00,Offense
2013-14,FIU,0,12,37,10,2,162,47.00,Defensive
2014-15,FIU,12,12,33,14,5,325,47.00,Offense
2014-15,FIU,0,12,47,10,2,104,57.00,Defensive
2015-16,FIU,12,12,42,9,2,134,51.00,Offense
2015-16,FIU,0,12,57,8,4,306,65.00,Defensive
2016-17,FIU,12,12,45,6,1,106,51.00,Offense
2016-17,FIU,0,12,59,17,6,339,76.00,Defensive
2017-18,FIU,12,12,31,7,1,58,38.00,Offense
2017-18,FIU,0,12,43,8,nan,63,51.00,Defensive
2013-14,Eastern Mich.,12,12,20,7,1,66,27,Offense
2013-14,Eastern Mich.,0,12,44,14,1,121,58,Defensive
2014-15,Eastern Mich.,12,12,36,6,nan,3,42,Offense
2014-15,Eastern Mich.,0,12,31,11,1,106,42,Defensive
2015-16,Eastern Mich.,12,12,30,4,1,50,34,Offense
2015-16,Eastern Mich.,0,12,30,14,1,131,44,Defensive
2016-17,Eastern Mich.,13,13,49,11,1,155,60,Offense
2016-17,Eastern Mich.,0,13,64,17,3,239,81,Defensive
2017-18,Eastern Mich.,12,12,39,8,2,162,47,Offense
2017-18,Eastern Mich.,0,12,45,15,2,166,60,Defensive
2013-14,Eastern Mich.,12,12,20,7,1,66,27.00,Offense
2013-14,Eastern Mich.,0,12,44,14,1,121,58.00,Defensive
2014-15,Eastern Mich.,12,12,36,6,nan,3,42.00,Offense
2014-15,Eastern Mich.,0,12,31,11,1,106,42.00,Defensive
2015-16,Eastern Mich.,12,12,30,4,1,50,34.00,Offense
2015-16,Eastern Mich.,0,12,30,14,1,131,44.00,Defensive
2016-17,Eastern Mich.,13,13,49,11,1,155,60.00,Offense
2016-17,Eastern Mich.,0,13,64,17,3,239,81.00,Defensive
2017-18,Eastern Mich.,12,12,39,8,2,162,47.00,Offense
2017-18,Eastern Mich.,0,12,45,15,2,166,60.00,Defensive
2013-14,Eastern Mich.,12,12,20,7,1,66,27,Offense
2013-14,Eastern Mich.,0,12,44,14,1,121,58,Defensive
2014-15,Eastern Mich.,12,12,36,6,nan,3,42,Offense
2014-15,Eastern Mich.,0,12,31,11,1,106,42,Defensive
2015-16,Eastern Mich.,12,12,30,4,1,50,34,Offense
2015-16,Eastern Mich.,0,12,30,14,1,131,44,Defensive
2016-17,Eastern Mich.,13,13,49,11,1,155,60,Offense
2016-17,Eastern Mich.,0,13,64,17,3,239,81,Defensive
2017-18,Eastern Mich.,12,12,39,8,2,162,47,Offense
2017-18,Eastern Mich.,0,12,45,15,2,166,60,Defensive
2013-14,Eastern Mich.,12,12,20,7,1,66,27.00,Offense
2013-14,Eastern Mich.,0,12,44,14,1,121,58.00,Defensive
2014-15,Eastern Mich.,12,12,36,6,nan,3,42.00,Offense
