Year,Team,GP,FumblesRecovered,Int,FumblesLost,Interceptions,OffenseDefense
2013-14,La.-Monroe,0,8,14,6,13,Defensive
2014-15,La.-Monroe,12,5,11,10,7,Offense
2014-15,La.-Monroe,0,10,7,5,11,Defensive
2015-16,La.-Monroe,13,9,5,11,19,Offense
2015-16,La.-Monroe,0,11,19,9,5,Defensive
2016-17,La.-Monroe,12,7,6,8,16,Offense
2016-17,La.-Monroe,0,8,16,7,6,Defensive
2017-18,La.-Monroe,12,5,9,9,9,Offense
2017-18,La.-Monroe,0,9,9,5,9,Defensive
2013-14,LSU,13,8,11,10,9,Offense
2013-14,LSU,0,10,9,8,11,Defensive
2014-15,LSU,13,10,10,8,9,Offense
2014-15,LSU,0,8,9,10,10,Defensive
2015-16,LSU,12,7,10,4,6,Offense
2015-16,LSU,0,4,6,7,10,Defensive
2016-17,LSU,12,8,9,10,7,Offense
2016-17,LSU,0,10,7,8,9,Defensive
2017-18,LSU,12,5,11,4,4,Offense
2017-18,LSU,0,4,4,5,11,Defensive
2013-14,LSU,13,8,11,10,9,Offense
2013-14,LSU,0,10,9,8,11,Defensive
2014-15,LSU,13,10,10,8,9,Offense
2014-15,LSU,0,8,9,10,10,Defensive
2015-16,LSU,12,7,10,4,6,Offense
2015-16,LSU,0,4,6,7,10,Defensive
2016-17,LSU,12,8,9,10,7,Offense
2016-17,LSU,0,10,7,8,9,Defensive
2017-18,LSU,12,5,11,4,4,Offense
2017-18,LSU,0,4,4,5,11,Defensive
2013-14,LSU,13,8,11,10,9,Offense
2013-14,LSU,0,10,9,8,11,Defensive
2014-15,LSU,13,10,10,8,9,Offense
2014-15,LSU,0,8,9,10,10,Defensive
2015-16,LSU,12,7,10,4,6,Offense
2015-16,LSU,0,4,6,7,10,Defensive
2016-17,LSU,12,8,9,10,7,Offense
2016-17,LSU,0,10,7,8,9,Defensive
2017-18,LSU,12,5,11,4,4,Offense
2017-18,LSU,0,4,4,5,11,Defensive
2013-14,Kentucky,12,12,3,9,6,Offense
2013-14,Kentucky,0,9,6,12,3,Defensive
2014-15,Kentucky,12,8,15,4,11,Offense
2014-15,Kentucky,0,4,11,8,15,Defensive
2015-16,Kentucky,12,9,11,6,16,Offense
2015-16,Kentucky,0,6,16,9,11,Defensive
2016-17,Kentucky,13,8,13,16,12,Offense
2016-17,Kentucky,0,16,12,8,13,Defensive
2017-18,Kentucky,12,7,11,8,5,Offense
2017-18,Kentucky,0,8,5,7,11,Defensive
2013-14,Kentucky,12,12,3,9,6,Offense
2013-14,Kentucky,0,9,6,12,3,Defensive
2014-15,Kentucky,12,8,15,4,11,Offense
2014-15,Kentucky,0,4,11,8,15,Defensive
2015-16,Kentucky,12,9,11,6,16,Offense
2015-16,Kentucky,0,6,16,9,11,Defensive
2016-17,Kentucky,13,8,13,16,12,Offense
2016-17,Kentucky,0,16,12,8,13,Defensive
2017-18,Kentucky,12,7,11,8,5,Offense
2017-18,Kentucky,0,8,5,7,11,Defensive
2013-14,Kentucky,12,12,3,9,6,Offense
2013-14,Kentucky,0,9,6,12,3,Defensive
2014-15,Kentucky,12,8,15,4,11,Offense
2014-15,Kentucky,0,4,11,8,15,Defensive
2015-16,Kentucky,12,9,11,6,16,Offense
2015-16,Kentucky,0,6,16,9,11,Defensive
2016-17,Kentucky,13,8,13,16,12,Offense
2016-17,Kentucky,0,16,12,8,13,Defensive
2017-18,Kentucky,12,7,11,8,5,Offense
2017-18,Kentucky,0,8,5,7,11,Defensive
2013-14,Kentucky,12,12,3,9,6,Offense
2013-14,Kentucky,0,9,6,12,3,Defensive
2014-15,Kentucky,12,8,15,4,11,Offense
2014-15,Kentucky,0,4,11,8,15,Defensive
2015-16,Kentucky,12,9,11,6,16,Offense
2015-16,Kentucky,0,6,16,9,11,Defensive
2016-17,Kentucky,13,8,13,16,12,Offense
2016-17,Kentucky,0,16,12,8,13,Defensive
2017-18,Kentucky,12,7,11,8,5,Offense
2017-18,Kentucky,0,8,5,7,11,Defensive
2013-14,Kent St.,12,4,9,8,9,Offense
2013-14,Kent St.,0,8,9,4,9,Defensive
2014-15,Kent St.,11,9,8,4,17,Offense
2014-15,Kent St.,0,4,17,9,8,Defensive
2015-16,Kent St.,12,6,12,11,10,Offense
2015-16,Kent St.,0,11,10,6,12,Defensive
2016-17,Kent St.,12,12,12,5,8,Offense
2016-17,Kent St.,0,5,8,12,12,Defensive
2017-18,Kent St.,12,7,12,11,15,Offense
2017-18,Kent St.,0,11,15,7,12,Defensive
2013-14,Kent St.,12,4,9,8,9,Offense
2013-14,Kent St.,0,8,9,4,9,Defensive
2014-15,Kent St.,11,9,8,4,17,Offense
2014-15,Kent St.,0,4,17,9,8,Defensive
2015-16,Kent St.,12,6,12,11,10,Offense
2015-16,Kent St.,0,11,10,6,12,Defensive
2016-17,Kent St.,12,12,12,5,8,Offense
2016-17,Kent St.,0,5,8,12,12,Defensive
2017-18,Kent St.,12,7,12,11,15,Offense
2017-18,Kent St.,0,11,15,7,12,Defensive
2013-14,Kent St.,12,4,9,8,9,Offense
2013-14,Kent St.,0,8,9,4,9,Defensive
2014-15,Kent St.,11,9,8,4,17,Offense
2014-15,Kent St.,0,4,17,9,8,Defensive
2015-16,Kent St.,12,6,12,11,10,Offense
2015-16,Kent St.,0,11,10,6,12,Defensive
2016-17,Kent St.,12,12,12,5,8,Offense
2016-17,Kent St.,0,5,8,12,12,Defensive
2017-18,Kent St.,12,7,12,11,15,Offense
2017-18,Kent St.,0,11,15,7,12,Defensive
2013-14,Kent St.,12,4,9,8,9,Offense
2013-14,Kent St.,0,8,9,4,9,Defensive
2014-15,Kent St.,11,9,8,4,17,Offense
2014-15,Kent St.,0,4,17,9,8,Defensive
2015-16,Kent St.,12,6,12,11,10,Offense
2015-16,Kent St.,0,11,10,6,12,Defensive
2016-17,Kent St.,12,12,12,5,8,Offense
2016-17,Kent St.,0,5,8,12,12,Defensive
2017-18,Kent St.,12,7,12,11,15,Offense
2017-18,Kent St.,0,11,15,7,12,Defensive
2013-14,Massachusetts,12,11,8,8,18,Offense
2013-14,Massachusetts,0,8,18,11,8,Defensive
2014-15,Massachusetts,12,5,12,10,13,Offense
2014-15,Massachusetts,0,10,13,5,12,Defensive
2015-16,Massachusetts,12,5,13,6,13,Offense
2015-16,Massachusetts,0,6,13,5,13,Defensive
2016-17,Massachusetts,12,11,4,10,15,Offense
2016-17,Massachusetts,0,10,15,11,4,Defensive
2017-18,Massachusetts,12,7,13,11,6,Offense
2017-18,Massachusetts,0,11,6,7,13,Defensive
2013-14,Massachusetts,12,11,8,8,18,Offense
2013-14,Massachusetts,0,8,18,11,8,Defensive
2014-15,Massachusetts,12,5,12,10,13,Offense
2014-15,Massachusetts,0,10,13,5,12,Defensive
2015-16,Massachusetts,12,5,13,6,13,Offense
2015-16,Massachusetts,0,6,13,5,13,Defensive
2016-17,Massachusetts,12,11,4,10,15,Offense
2016-17,Massachusetts,0,10,15,11,4,Defensive
2017-18,Massachusetts,12,7,13,11,6,Offense
2017-18,Massachusetts,0,11,6,7,13,Defensive
2013-14,Massachusetts,12,11,8,8,18,Offense
2013-14,Massachusetts,0,8,18,11,8,Defensive
2014-15,Massachusetts,12,5,12,10,13,Offense
2014-15,Massachusetts,0,10,13,5,12,Defensive
2015-16,Massachusetts,12,5,13,6,13,Offense
2015-16,Massachusetts,0,6,13,5,13,Defensive
2016-17,Massachusetts,12,11,4,10,15,Offense
2016-17,Massachusetts,0,10,15,11,4,Defensive
2017-18,Massachusetts,12,7,13,11,6,Offense
2017-18,Massachusetts,0,11,6,7,13,Defensive
2013-14,Maryland,13,10,11,18,10,Offense
2013-14,Maryland,0,18,10,10,11,Defensive
2014-15,Maryland,13,13,9,8,14,Offense
2014-15,Maryland,0,8,14,13,9,Defensive
2015-16,Maryland,12,9,9,7,29,Offense
2015-16,Maryland,0,7,29,9,9,Defensive
2016-17,Maryland,13,7,5,10,9,Offense
2016-17,Maryland,0,10,9,7,5,Defensive
2017-18,Maryland,12,6,10,6,8,Offense
2017-18,Maryland,0,6,8,6,10,Defensive
2013-14,Maryland,13,10,11,18,10,Offense
2013-14,Maryland,0,18,10,10,11,Defensive
2014-15,Maryland,13,13,9,8,14,Offense
2014-15,Maryland,0,8,14,13,9,Defensive
2015-16,Maryland,12,9,9,7,29,Offense
2015-16,Maryland,0,7,29,9,9,Defensive
2016-17,Maryland,13,7,5,10,9,Offense
2016-17,Maryland,0,10,9,7,5,Defensive
2017-18,Maryland,12,6,10,6,8,Offense
2017-18,Maryland,0,6,8,6,10,Defensive
2013-14,Maryland,13,10,11,18,10,Offense
2013-14,Maryland,0,18,10,10,11,Defensive
2014-15,Maryland,13,13,9,8,14,Offense
2014-15,Maryland,0,8,14,13,9,Defensive
2015-16,Maryland,12,9,9,7,29,Offense
2015-16,Maryland,0,7,29,9,9,Defensive
2016-17,Maryland,13,7,5,10,9,Offense
2016-17,Maryland,0,10,9,7,5,Defensive
2017-18,Maryland,12,6,10,6,8,Offense
2017-18,Maryland,0,6,8,6,10,Defensive
2013-14,Maryland,13,10,11,18,10,Offense
2013-14,Maryland,0,18,10,10,11,Defensive
2014-15,Maryland,13,13,9,8,14,Offense
2014-15,Maryland,0,8,14,13,9,Defensive
2015-16,Maryland,12,9,9,7,29,Offense
2015-16,Maryland,0,7,29,9,9,Defensive
2016-17,Maryland,13,7,5,10,9,Offense
2016-17,Maryland,0,10,9,7,5,Defensive
2017-18,Maryland,12,6,10,6,8,Offense
2017-18,Maryland,0,6,8,6,10,Defensive
2013-14,Marshall,14,8,18,13,10,Offense
2013-14,Marshall,0,13,10,8,18,Defensive
2014-15,Marshall,14,9,13,11,13,Offense
2014-15,Marshall,0,11,13,9,13,Defensive
2015-16,Marshall,13,13,15,11,13,Offense
2015-16,Marshall,0,11,13,13,15,Defensive
2016-17,Marshall,12,12,8,4,12,Offense
2016-17,Marshall,0,3,12,12,8,Defensive
2017-18,Marshall,12,9,6,9,12,Offense
2017-18,Marshall,0,9,12,9,6,Defensive
2013-14,Marshall,14,8,18,13,10,Offense
2013-14,Marshall,0,13,10,8,18,Defensive
2014-15,Marshall,14,9,13,11,13,Offense
2014-15,Marshall,0,11,13,9,13,Defensive
2015-16,Marshall,13,13,15,11,13,Offense
2015-16,Marshall,0,11,13,13,15,Defensive
2016-17,Marshall,12,12,8,4,12,Offense
2016-17,Marshall,0,3,12,12,8,Defensive
2017-18,Marshall,12,9,6,9,12,Offense
2017-18,Marshall,0,9,12,9,6,Defensive
2013-14,Louisville,13,11,16,6,4,Offense
2013-14,Louisville,0,6,4,11,16,Defensive
2014-15,Louisville,13,4,26,16,10,Offense
2014-15,Louisville,0,16,10,4,26,Defensive
2015-16,Louisville,13,9,17,12,15,Offense
2015-16,Louisville,0,12,15,9,17,Defensive
2016-17,Louisville,13,10,15,22,10,Offense
2016-17,Louisville,0,22,10,10,15,Defensive
2017-18,Louisville,12,8,12,11,6,Offense
2017-18,Louisville,0,11,6,8,12,Defensive
2013-14,Louisville,13,11,16,6,4,Offense
2013-14,Louisville,0,6,4,11,16,Defensive
2014-15,Louisville,13,4,26,16,10,Offense
2014-15,Louisville,0,16,10,4,26,Defensive
2015-16,Louisville,13,9,17,12,15,Offense
2015-16,Louisville,0,12,15,9,17,Defensive
2016-17,Louisville,13,10,15,22,10,Offense
2016-17,Louisville,0,22,10,10,15,Defensive
2017-18,Louisville,12,8,12,11,6,Offense
2017-18,Louisville,0,11,6,8,12,Defensive
2013-14,Louisiana Tech,12,8,18,14,15,Offense
2013-14,Louisiana Tech,0,14,15,8,18,Defensive
2014-15,Louisiana Tech,14,16,26,13,13,Offense
2014-15,Louisiana Tech,0,13,13,16,26,Defensive
2015-16,Louisiana Tech,13,9,13,10,11,Offense
2015-16,Louisiana Tech,0,10,11,9,13,Defensive
2016-17,Louisiana Tech,14,9,9,8,9,Offense
2016-17,Louisiana Tech,0,8,9,9,9,Defensive
2017-18,Louisiana Tech,12,6,16,10,5,Offense
2017-18,Louisiana Tech,0,10,5,6,16,Defensive
2013-14,Louisiana Tech,12,8,18,14,15,Offense
2013-14,Louisiana Tech,0,14,15,8,18,Defensive
2014-15,Louisiana Tech,14,16,26,13,13,Offense
2014-15,Louisiana Tech,0,13,13,16,26,Defensive
2015-16,Louisiana Tech,13,9,13,10,11,Offense
2015-16,Louisiana Tech,0,10,11,9,13,Defensive
2016-17,Louisiana Tech,14,9,9,8,9,Offense
2016-17,Louisiana Tech,0,8,9,9,9,Defensive
2017-18,Louisiana Tech,12,6,16,10,5,Offense
2017-18,Louisiana Tech,0,10,5,6,16,Defensive
2013-14,Louisiana Tech,12,8,18,14,15,Offense
2013-14,Louisiana Tech,0,14,15,8,18,Defensive
2014-15,Louisiana Tech,14,16,26,13,13,Offense
2014-15,Louisiana Tech,0,13,13,16,26,Defensive
2015-16,Louisiana Tech,13,9,13,10,11,Offense
2015-16,Louisiana Tech,0,10,11,9,13,Defensive
2016-17,Louisiana Tech,14,9,9,8,9,Offense
2016-17,Louisiana Tech,0,8,9,9,9,Defensive
2017-18,Louisiana Tech,12,6,16,10,5,Offense
2017-18,Louisiana Tech,0,10,5,6,16,Defensive
2013-14,Louisiana Tech,12,8,18,14,15,Offense
2013-14,Louisiana Tech,0,14,15,8,18,Defensive
2014-15,Louisiana Tech,14,16,26,13,13,Offense
2014-15,Louisiana Tech,0,13,13,16,26,Defensive
2015-16,Louisiana Tech,13,9,13,10,11,Offense
2015-16,Louisiana Tech,0,10,11,9,13,Defensive
2016-17,Louisiana Tech,14,9,9,8,9,Offense
2016-17,Louisiana Tech,0,8,9,9,9,Defensive
2017-18,Louisiana Tech,12,6,16,10,5,Offense
2017-18,Louisiana Tech,0,10,5,6,16,Defensive
2013-14,Louisiana,13,9,14,8,14,Offense
2013-14,Louisiana,0,8,14,9,14,Defensive
2014-15,Louisiana,13,10,7,5,9,Offense
2014-15,Louisiana,0,5,9,10,7,Defensive
2015-16,Louisiana,12,6,5,8,12,Offense
2015-16,Louisiana,0,8,12,6,5,Defensive
2016-17,Louisiana,13,8,10,4,13,Offense
2016-17,Louisiana,0,4,13,8,10,Defensive
2017-18,Louisiana,12,6,9,4,12,Offense
2017-18,Louisiana,0,4,12,6,9,Defensive
2013-14,Louisiana,13,9,14,8,14,Offense
2013-14,Louisiana,0,8,14,9,14,Defensive
2014-15,Louisiana,13,10,7,5,9,Offense
2014-15,Louisiana,0,5,9,10,7,Defensive
2015-16,Louisiana,12,6,5,8,12,Offense
2015-16,Louisiana,0,8,12,6,5,Defensive
2016-17,Louisiana,13,8,10,4,13,Offense
2016-17,Louisiana,0,4,13,8,10,Defensive
2017-18,Louisiana,12,6,9,4,12,Offense
2017-18,Louisiana,0,4,12,6,9,Defensive
2013-14,Michigan St.,14,11,17,8,7,Offense
2013-14,Michigan St.,0,8,7,11,17,Defensive
2014-15,Michigan St.,13,16,18,6,9,Offense
2014-15,Michigan St.,0,6,9,16,18,Defensive
2015-16,Michigan St.,14,13,15,6,8,Offense
2015-16,Michigan St.,0,6,8,13,15,Defensive
2016-17,Michigan St.,12,5,8,7,11,Offense
2016-17,Michigan St.,0,7,11,5,8,Defensive
2017-18,Michigan St.,12,8,13,12,7,Offense
2017-18,Michigan St.,0,12,7,8,13,Defensive
2013-14,Michigan St.,14,11,17,8,7,Offense
2013-14,Michigan St.,0,8,7,11,17,Defensive
2014-15,Michigan St.,13,16,18,6,9,Offense
2014-15,Michigan St.,0,6,9,16,18,Defensive
2015-16,Michigan St.,14,13,15,6,8,Offense
2015-16,Michigan St.,0,6,8,13,15,Defensive
2016-17,Michigan St.,12,5,8,7,11,Offense
2016-17,Michigan St.,0,7,11,5,8,Defensive
2017-18,Michigan St.,12,8,13,12,7,Offense
2017-18,Michigan St.,0,12,7,8,13,Defensive
2013-14,Michigan St.,14,11,17,8,7,Offense
2013-14,Michigan St.,0,8,7,11,17,Defensive
2014-15,Michigan St.,13,16,18,6,9,Offense
2014-15,Michigan St.,0,6,9,16,18,Defensive
2015-16,Michigan St.,14,13,15,6,8,Offense
2015-16,Michigan St.,0,6,8,13,15,Defensive
2016-17,Michigan St.,12,5,8,7,11,Offense
2016-17,Michigan St.,0,7,11,5,8,Defensive
2017-18,Michigan St.,12,8,13,12,7,Offense
2017-18,Michigan St.,0,12,7,8,13,Defensive
2013-14,Michigan St.,14,11,17,8,7,Offense
2013-14,Michigan St.,0,8,7,11,17,Defensive
2014-15,Michigan St.,13,16,18,6,9,Offense
2014-15,Michigan St.,0,6,9,16,18,Defensive
2015-16,Michigan St.,14,13,15,6,8,Offense
2015-16,Michigan St.,0,6,8,13,15,Defensive
2016-17,Michigan St.,12,5,8,7,11,Offense
2016-17,Michigan St.,0,7,11,5,8,Defensive
2017-18,Michigan St.,12,8,13,12,7,Offense
2017-18,Michigan St.,0,12,7,8,13,Defensive
2013-14,Miami (OH),12,8,10,10,11,Offense
2013-14,Miami (OH),0,10,11,9,10,Defensive
2014-15,Miami (OH),12,11,11,10,10,Offense
2014-15,Miami (OH),0,10,10,11,11,Defensive
2015-16,Miami (OH),12,7,10,12,19,Offense
2015-16,Miami (OH),0,12,19,7,10,Defensive
2016-17,Miami (OH),13,7,14,13,7,Offense
2016-17,Miami (OH),0,13,7,7,14,Defensive
2017-18,Miami (OH),12,6,11,7,11,Offense
2017-18,Miami (OH),0,7,11,6,11,Defensive
2013-14,Miami (OH),12,8,10,10,11,Offense
2013-14,Miami (OH),0,10,11,9,10,Defensive
2014-15,Miami (OH),12,11,11,10,10,Offense
2014-15,Miami (OH),0,10,10,11,11,Defensive
2015-16,Miami (OH),12,7,10,12,19,Offense
2015-16,Miami (OH),0,12,19,7,10,Defensive
2016-17,Miami (OH),13,7,14,13,7,Offense
2016-17,Miami (OH),0,13,7,7,14,Defensive
2017-18,Miami (OH),12,6,11,7,11,Offense
2017-18,Miami (OH),0,7,11,6,11,Defensive
2013-14,Miami (OH),12,8,10,10,11,Offense
2013-14,Miami (OH),0,10,11,9,10,Defensive
2014-15,Miami (OH),12,11,11,10,10,Offense
2014-15,Miami (OH),0,10,10,11,11,Defensive
2015-16,Miami (OH),12,7,10,12,19,Offense
2015-16,Miami (OH),0,12,19,7,10,Defensive
2016-17,Miami (OH),13,7,14,13,7,Offense
2016-17,Miami (OH),0,13,7,7,14,Defensive
2017-18,Miami (OH),12,6,11,7,11,Offense
2017-18,Miami (OH),0,7,11,6,11,Defensive
2013-14,Miami (OH),12,8,10,10,11,Offense
2013-14,Miami (OH),0,10,11,9,10,Defensive
2014-15,Miami (OH),12,11,11,10,10,Offense
2014-15,Miami (OH),0,10,10,11,11,Defensive
2015-16,Miami (OH),12,7,10,12,19,Offense
2015-16,Miami (OH),0,12,19,7,10,Defensive
2016-17,Miami (OH),13,7,14,13,7,Offense
2016-17,Miami (OH),0,13,7,7,14,Defensive
2017-18,Miami (OH),12,6,11,7,11,Offense
2017-18,Miami (OH),0,7,11,6,11,Defensive
2013-14,Miami (FL),13,9,18,8,14,Offense
2013-14,Miami (FL),0,8,14,9,18,Defensive
2014-15,Miami (FL),13,13,10,12,12,Offense
2014-15,Miami (FL),0,12,12,13,10,Defensive
2015-16,Miami (FL),13,10,15,5,9,Offense
2015-16,Miami (FL),0,5,9,10,15,Defensive
2016-17,Miami (FL),13,11,8,3,7,Offense
2016-17,Miami (FL),0,3,7,11,8,Defensive
2017-18,Miami (FL),12,13,17,4,11,Offense
2017-18,Miami (FL),0,4,11,13,17,Defensive
2013-14,Miami (FL),13,9,18,8,14,Offense
2013-14,Miami (FL),0,8,14,9,18,Defensive
2014-15,Miami (FL),13,13,10,12,12,Offense
2014-15,Miami (FL),0,12,12,13,10,Defensive
2015-16,Miami (FL),13,10,15,5,9,Offense
2015-16,Miami (FL),0,5,9,10,15,Defensive
2016-17,Miami (FL),13,11,8,3,7,Offense
2016-17,Miami (FL),0,3,7,11,8,Defensive
2017-18,Miami (FL),12,13,17,4,11,Offense
2017-18,Miami (FL),0,4,11,13,17,Defensive
2013-14,Miami (FL),13,9,18,8,14,Offense
2013-14,Miami (FL),0,8,14,9,18,Defensive
2014-15,Miami (FL),13,13,10,12,12,Offense
2014-15,Miami (FL),0,12,12,13,10,Defensive
2015-16,Miami (FL),13,10,15,5,9,Offense
2015-16,Miami (FL),0,5,9,10,15,Defensive
2016-17,Miami (FL),13,11,8,3,7,Offense
2016-17,Miami (FL),0,3,7,11,8,Defensive
2017-18,Miami (FL),12,13,17,4,11,Offense
2017-18,Miami (FL),0,4,11,13,17,Defensive
2013-14,Miami (FL),13,9,18,8,14,Offense
2013-14,Miami (FL),0,8,14,9,18,Defensive
2014-15,Miami (FL),13,13,10,12,12,Offense
2014-15,Miami (FL),0,12,12,13,10,Defensive
2015-16,Miami (FL),13,10,15,5,9,Offense
2015-16,Miami (FL),0,5,9,10,15,Defensive
2016-17,Miami (FL),13,11,8,3,7,Offense
2016-17,Miami (FL),0,3,7,11,8,Defensive
2017-18,Miami (FL),12,13,17,4,11,Offense
2017-18,Miami (FL),0,4,11,13,17,Defensive
2013-14,Memphis,12,7,11,15,11,Offense
2013-14,Memphis,0,14,11,7,11,Defensive
2014-15,Memphis,13,14,17,11,9,Offense
2014-15,Memphis,0,11,9,14,17,Defensive
2015-16,Memphis,13,10,12,9,5,Offense
2015-16,Memphis,0,9,5,10,12,Defensive
2016-17,Memphis,13,13,16,11,10,Offense
2016-17,Memphis,0,11,10,13,16,Defensive
2017-18,Memphis,12,14,16,6,10,Offense
2017-18,Memphis,0,6,10,14,16,Defensive
2013-14,Memphis,12,7,11,15,11,Offense
2013-14,Memphis,0,14,11,7,11,Defensive
2014-15,Memphis,13,14,17,11,9,Offense
2014-15,Memphis,0,11,9,14,17,Defensive
2015-16,Memphis,13,10,12,9,5,Offense
2015-16,Memphis,0,9,5,10,12,Defensive
2016-17,Memphis,13,13,16,11,10,Offense
2016-17,Memphis,0,11,10,13,16,Defensive
2017-18,Memphis,12,14,16,6,10,Offense
2017-18,Memphis,0,6,10,14,16,Defensive
2013-14,Memphis,12,7,11,15,11,Offense
2013-14,Memphis,0,14,11,7,11,Defensive
2014-15,Memphis,13,14,17,11,9,Offense
2014-15,Memphis,0,11,9,14,17,Defensive
2015-16,Memphis,13,10,12,9,5,Offense
2015-16,Memphis,0,9,5,10,12,Defensive
2016-17,Memphis,13,13,16,11,10,Offense
2016-17,Memphis,0,11,10,13,16,Defensive
2017-18,Memphis,12,14,16,6,10,Offense
2017-18,Memphis,0,6,10,14,16,Defensive
2013-14,Memphis,12,7,11,15,11,Offense
2013-14,Memphis,0,14,11,7,11,Defensive
2014-15,Memphis,13,14,17,11,9,Offense
2014-15,Memphis,0,11,9,14,17,Defensive
2015-16,Memphis,13,10,12,9,5,Offense
2015-16,Memphis,0,9,5,10,12,Defensive
2016-17,Memphis,13,13,16,11,10,Offense
2016-17,Memphis,0,11,10,13,16,Defensive
2017-18,Memphis,12,14,16,6,10,Offense
2017-18,Memphis,0,6,10,14,16,Defensive
2013-14,Massachusetts,12,11,8,8,18,Offense
2013-14,Massachusetts,0,8,18,11,8,Defensive
2014-15,Massachusetts,12,5,12,10,13,Offense
2014-15,Massachusetts,0,10,13,5,12,Defensive
2015-16,Massachusetts,12,5,13,6,13,Offense
2015-16,Massachusetts,0,6,13,5,13,Defensive
2016-17,Massachusetts,12,11,4,10,15,Offense
2016-17,Massachusetts,0,10,15,11,4,Defensive
2017-18,Massachusetts,12,7,13,11,6,Offense
2017-18,Massachusetts,0,11,6,7,13,Defensive
2013-14,Missouri,14,12,20,8,8,Offense
2013-14,Missouri,0,8,8,12,20,Defensive
2014-15,Missouri,14,13,12,3,13,Offense
2014-15,Missouri,0,3,13,13,12,Defensive
2015-16,Missouri,12,7,9,5,12,Offense
2015-16,Missouri,0,5,12,7,9,Defensive
2016-17,Missouri,12,5,15,13,10,Offense
2016-17,Missouri,0,13,10,5,15,Defensive
2017-18,Missouri,12,5,12,8,13,Offense
2017-18,Missouri,0,8,13,5,12,Defensive
2013-14,Missouri,14,12,20,8,8,Offense
2013-14,Missouri,0,8,8,12,20,Defensive
2014-15,Missouri,14,13,12,3,13,Offense
2014-15,Missouri,0,3,13,13,12,Defensive
2015-16,Missouri,12,7,9,5,12,Offense
2015-16,Missouri,0,5,12,7,9,Defensive
2016-17,Missouri,12,5,15,13,10,Offense
2016-17,Missouri,0,13,10,5,15,Defensive
2017-18,Missouri,12,5,12,8,13,Offense
2017-18,Missouri,0,8,13,5,12,Defensive
2013-14,Mississippi St.,13,11,14,6,12,Offense
2013-14,Mississippi St.,0,6,12,11,14,Defensive
2014-15,Mississippi St.,13,7,16,11,12,Offense
2014-15,Mississippi St.,0,11,12,7,16,Defensive
2015-16,Mississippi St.,13,1,13,13,5,Offense
2015-16,Mississippi St.,0,13,5,1,13,Defensive
2016-17,Mississippi St.,13,9,14,6,10,Offense
2016-17,Mississippi St.,0,6,10,9,14,Defensive
2017-18,Mississippi St.,12,8,9,6,13,Offense
2017-18,Mississippi St.,0,6,13,8,9,Defensive
2013-14,Mississippi St.,13,11,14,6,12,Offense
2013-14,Mississippi St.,0,6,12,11,14,Defensive
2014-15,Mississippi St.,13,7,16,11,12,Offense
2014-15,Mississippi St.,0,11,12,7,16,Defensive
2015-16,Mississippi St.,13,1,13,13,5,Offense
2015-16,Mississippi St.,0,13,5,1,13,Defensive
2016-17,Mississippi St.,13,9,14,6,10,Offense
2016-17,Mississippi St.,0,6,10,9,14,Defensive
2017-18,Mississippi St.,12,8,9,6,13,Offense
2017-18,Mississippi St.,0,6,13,8,9,Defensive
2013-14,Mississippi St.,13,11,14,6,12,Offense
2013-14,Mississippi St.,0,6,12,11,14,Defensive
2014-15,Mississippi St.,13,7,16,11,12,Offense
2014-15,Mississippi St.,0,11,12,7,16,Defensive
2015-16,Mississippi St.,13,1,13,13,5,Offense
2015-16,Mississippi St.,0,13,5,1,13,Defensive
2016-17,Mississippi St.,13,9,14,6,10,Offense
2016-17,Mississippi St.,0,6,10,9,14,Defensive
2017-18,Mississippi St.,12,8,9,6,13,Offense
2017-18,Mississippi St.,0,6,13,8,9,Defensive
2013-14,Mississippi St.,13,11,14,6,12,Offense
2013-14,Mississippi St.,0,6,12,11,14,Defensive
2014-15,Mississippi St.,13,7,16,11,12,Offense
2014-15,Mississippi St.,0,11,12,7,16,Defensive
2015-16,Mississippi St.,13,1,13,13,5,Offense
2015-16,Mississippi St.,0,13,5,1,13,Defensive
2016-17,Mississippi St.,13,9,14,6,10,Offense
2016-17,Mississippi St.,0,6,10,9,14,Defensive
2017-18,Mississippi St.,12,8,9,6,13,Offense
2017-18,Mississippi St.,0,6,13,8,9,Defensive
2013-14,Minnesota,13,9,10,9,7,Offense
2013-14,Minnesota,0,9,7,9,10,Defensive
2014-15,Minnesota,13,15,15,11,9,Offense
2014-15,Minnesota,0,11,9,15,15,Defensive
2015-16,Minnesota,13,8,10,11,11,Offense
2015-16,Minnesota,0,11,11,8,10,Defensive
2016-17,Minnesota,13,16,9,5,12,Offense
2016-17,Minnesota,0,5,12,16,9,Defensive
2017-18,Minnesota,12,10,8,7,11,Offense
2017-18,Minnesota,0,7,11,10,8,Defensive
2013-14,Minnesota,13,9,10,9,7,Offense
2013-14,Minnesota,0,9,7,9,10,Defensive
2014-15,Minnesota,13,15,15,11,9,Offense
2014-15,Minnesota,0,11,9,15,15,Defensive
2015-16,Minnesota,13,8,10,11,11,Offense
2015-16,Minnesota,0,11,11,8,10,Defensive
2016-17,Minnesota,13,16,9,5,12,Offense
2016-17,Minnesota,0,5,12,16,9,Defensive
2017-18,Minnesota,12,10,8,7,11,Offense
2017-18,Minnesota,0,7,11,10,8,Defensive
2013-14,Minnesota,13,9,10,9,7,Offense
